event,h,arm,d_ap,lo,hi
ESTABLISHED_MLB,3,deployed_4x,0.06415084174446867,0.03622496308219707,0.08846720162049383
ESTABLISHED_MLB,3,mcw5,0.03452725713502013,0.012346739611235275,0.0637688657300404
ESTABLISHED_MLB,3,mcw5_xcal,0.03497437332097087,0.01015990712405996,0.06542415902603939
ESTABLISHED_MLB,3,cond,0.028293901960853633,0.0036166796837760183,0.057244227715396175
ESTABLISHED_MLB,3,cond_xcal,0.0274250382410981,0.0032966619125203043,0.057091128071161464
ESTABLISHED_MLB,3,cond_d5,0.02388388935019245,-0.0005443280872614628,0.04899072568605951
ESTABLISHED_MLB,3,cond_d5_xcal,0.021628371514424313,-0.0009059390547913181,0.047225861757463794
ESTABLISHED_MLB,3,blend,0.04080404584424875,0.017091118209402706,0.07095432100448601
ESTABLISHED_MLB,3,blend_xcal,0.03969778705702637,0.015335856515421692,0.07048884736036767
ESTABLISHED_MLB,6,deployed_4x,0.05926710691924626,0.04163325397587673,0.07828367694589168
ESTABLISHED_MLB,6,mcw5,0.019200930517936275,0.004158113255741761,0.03537513948457627
ESTABLISHED_MLB,6,mcw5_xcal,0.018090272394435506,0.0011728710414608734,0.03417883371942417
ESTABLISHED_MLB,6,cond,0.026456396559131172,0.011745650777628434,0.04023287696946923
ESTABLISHED_MLB,6,cond_xcal,0.021852681358636467,0.006242095812841551,0.0380147921177046
ESTABLISHED_MLB,6,cond_d5,0.027462621936815965,0.011419221531376119,0.042144868164408385
ESTABLISHED_MLB,6,cond_d5_xcal,0.022545580224072836,0.0069978819864297236,0.039249709519032436
ESTABLISHED_MLB,6,blend,0.02999825535585811,0.015850079182317404,0.04595260231661196
ESTABLISHED_MLB,6,blend_xcal,0.028150542527605092,0.012781588766741209,0.045090018046131664
STAR_PLUS_ELITE,3,deployed_4x,0.021453625273152817,-0.0012552883305641561,0.07036782115385513
STAR_PLUS_ELITE,3,mcw5,0.02031717906694317,-0.003714586245579875,0.0707681451292449
STAR_PLUS_ELITE,3,mcw5_xcal,0.011568653905287213,-0.0012915349832721603,0.04236740016014989
STAR_PLUS_ELITE,3,cond,0.024389675510666526,-0.00109084157643334,0.06860575403728378
STAR_PLUS_ELITE,3,cond_xcal,0.018943104659016562,0.001654206916574697,0.04726655310855982
STAR_PLUS_ELITE,3,cond_d5,0.023886985331983347,-0.0013438215031199895,0.07041585016887285
STAR_PLUS_ELITE,3,cond_d5_xcal,0.015525595993671124,0.001118787433223559,0.04776234498388975
STAR_PLUS_ELITE,3,blend,0.024355141997848353,-0.00017746078599385545,0.0728237943792492
STAR_PLUS_ELITE,3,blend_xcal,0.02246578011928226,0.002340009809743907,0.06693009056156966
STAR_PLUS_ELITE,6,deployed_4x,0.05605996470693619,0.01176138231663491,0.09286259956579086
STAR_PLUS_ELITE,6,mcw5,0.026495690533677254,-0.004517180426795276,0.062067380942815664
STAR_PLUS_ELITE,6,mcw5_xcal,0.016444951967804586,-0.016884151311648866,0.044678848830933475
STAR_PLUS_ELITE,6,cond,0.03478794039239072,0.0012244845546930323,0.0729589083232287
STAR_PLUS_ELITE,6,cond_xcal,0.020554791769987278,-0.017456625828350465,0.05661848242098885
STAR_PLUS_ELITE,6,cond_d5,0.030592891762843966,-0.0031332503674340825,0.06902922541284012
STAR_PLUS_ELITE,6,cond_d5_xcal,0.01903691817655861,-0.018667273244985735,0.055445982575181664
STAR_PLUS_ELITE,6,blend,0.03807405000097723,0.007567083896938487,0.07421833331204035
STAR_PLUS_ELITE,6,blend_xcal,0.024855885329989117,-0.011039578850058901,0.06269125308900914
