scorer,event,h,n,pos,base,auc,ap,brier,calib
H_raw(hazard-form),TOP_100_PROSPECT,1,23519,123,0.005229814192780305,0.990218604528326,0.5633328254120266,0.0032696885634050984,0.9254225114496744
H_raw(hazard-form),TOP_100_PROSPECT,2,22852,218,0.0095396464204446,0.9818238454286116,0.557674845005668,0.00597644454241788,0.9298830871735144
H_raw(hazard-form),TOP_100_PROSPECT,3,22076,276,0.012502264903062148,0.9761549328546735,0.5315356817107156,0.008070898556221872,0.9285248459681221
H_raw(hazard-form),TOP_100_PROSPECT,4,21158,297,0.014037243595803005,0.9729405813725838,0.5285783481810411,0.009101902189475368,0.9263657901423548
H_raw(hazard-form),TOP_100_PROSPECT,5,20088,303,0.01508363201911589,0.9705982880319874,0.5209357407882166,0.009867081260959486,0.918384858090492
H_raw(hazard-form),TOP_100_PROSPECT,6,18863,302,0.01601017865662938,0.9687891473648194,0.5179060786279626,0.010504677051535882,0.9096148187751013
H_raw(hazard-form),TOP_100_PROSPECT,7,17518,296,0.016896906039502228,0.967076798375428,0.5128106675951927,0.01115552706705671,0.8908303913635176
H_raw(hazard-form),TOP_100_PROSPECT,8,16155,285,0.017641597028783658,0.965320421406383,0.5161660774721457,0.011610967744241352,0.8677163433610348
H_raw(hazard-form),TOP_100_PROSPECT,9,14780,272,0.018403247631935047,0.9635125245300767,0.5191680245719409,0.012097330105659542,0.8519032468252323
H_raw(hazard-form),TOP_100_PROSPECT,10,13404,256,0.019098776484631454,0.9609073445105719,0.5151249798643183,0.012600737108838592,0.8504558654967695
H_raw(hazard-form),MLB_DEBUT,1,23864,650,0.027237680187730474,0.9562221073490136,0.4422224886179084,0.01934647188765179,0.9168203519857847
H_raw(hazard-form),MLB_DEBUT,2,23192,1281,0.05523456364263539,0.9437809424978083,0.549144529476218,0.03464048133298221,0.911457629384332
H_raw(hazard-form),MLB_DEBUT,3,22409,1852,0.08264536570128074,0.9324531427182766,0.6060081719756789,0.04821038640180032,0.896296243334177
H_raw(hazard-form),MLB_DEBUT,4,21482,2252,0.10483195233218509,0.926094803117169,0.6317697069844319,0.05872512869334146,0.8860185679121084
H_raw(hazard-form),MLB_DEBUT,5,20398,2456,0.12040396117266398,0.9226610051316275,0.6477609893375642,0.0655715768883477,0.8831718973208716
H_raw(hazard-form),MLB_DEBUT,6,19155,2508,0.13093187157400157,0.9218904383727823,0.6615666526074567,0.06958576210542082,0.8884603551795417
H_raw(hazard-form),MLB_DEBUT,7,17790,2463,0.13844856661045532,0.9201942914460697,0.6684997806423121,0.07275675608313283,0.8786593386423186
H_raw(hazard-form),MLB_DEBUT,8,16407,2362,0.1439629426464314,0.9174437041455898,0.6663583237538093,0.07573461366271744,0.8697410852448806
H_raw(hazard-form),MLB_DEBUT,9,15013,2238,0.14907080530207154,0.914318085234755,0.6619156764763847,0.07867702131265895,0.859882058976909
H_raw(hazard-form),MLB_DEBUT,10,13617,2100,0.1542189909671734,0.9108277618592805,0.6616296294605556,0.08146343236218635,0.857611154885519
H_raw(hazard-form),ESTABLISHED_MLB,1,23864,6,0.00025142474019443513,0.990869589515746,0.07912863874128977,0.0002441906173611515,1.4989957412083943
H_raw(hazard-form),ESTABLISHED_MLB,2,23192,74,0.003190755432907899,0.9665575905518806,0.1312997132995427,0.002942629539802508,0.9487706197274699
H_raw(hazard-form),ESTABLISHED_MLB,3,22409,238,0.010620732741309296,0.9550418651967576,0.24443602668153047,0.008993999068320466,0.9460872414232302
H_raw(hazard-form),ESTABLISHED_MLB,4,21482,446,0.020761567824224933,0.9423252216784892,0.32149016463114605,0.016525999693196562,0.9058907470361
H_raw(hazard-form),ESTABLISHED_MLB,5,20398,640,0.03137562506128052,0.9316442627669804,0.34442747831809484,0.0243041413420041,0.8897055349312722
H_raw(hazard-form),ESTABLISHED_MLB,6,19155,793,0.04139911250326286,0.923035648626275,0.36772013310537005,0.0311971448887431,0.8829302315754066
H_raw(hazard-form),ESTABLISHED_MLB,7,17790,895,0.05030916245081506,0.9189404488121671,0.39677088507374175,0.036925747840455374,0.8615437490314078
H_raw(hazard-form),ESTABLISHED_MLB,8,16407,948,0.05778021576156519,0.9149185759636965,0.4123778370535384,0.04173179330151147,0.8447367561517385
H_raw(hazard-form),ESTABLISHED_MLB,9,15013,962,0.0640777992406581,0.9101306926016911,0.4187548500060072,0.0459530701748074,0.8318252188004476
H_raw(hazard-form),ESTABLISHED_MLB,10,13617,950,0.06976573400895938,0.9053416045838129,0.4260030370351985,0.049735649154277965,0.8156139082030246
H_raw(hazard-form),STAR_PLUS_ELITE,1,23864,7,0.0002933288635601743,0.9870298624542662,0.05902452768255843,0.00028849893719398625,0.8652325017111643
H_raw(hazard-form),STAR_PLUS_ELITE,2,23192,19,0.0008192480165574336,0.9497112110963984,0.06472113773978244,0.0007987569028066577,0.7888153195381166
H_raw(hazard-form),STAR_PLUS_ELITE,3,22409,36,0.0016064973894417422,0.9326271249571656,0.05576510757146139,0.0015668011398763376,0.9521220243639416
H_raw(hazard-form),STAR_PLUS_ELITE,4,21482,58,0.002699934829159296,0.9273703677474182,0.09712800237834222,0.002564077911353798,1.0600949731366387
H_raw(hazard-form),STAR_PLUS_ELITE,5,20398,86,0.0042160996176095695,0.9262739633805654,0.09969174537136599,0.003989522038469497,1.0817614571992742
H_raw(hazard-form),STAR_PLUS_ELITE,6,19155,112,0.00584703732706865,0.9268558562951515,0.10477339388464631,0.005495958299948625,1.1130345799028876
H_raw(hazard-form),STAR_PLUS_ELITE,7,17790,132,0.007419898819561552,0.92636889623383,0.10839560328459215,0.006965950838843779,1.137743915572311
H_raw(hazard-form),STAR_PLUS_ELITE,8,16407,147,0.008959590418723715,0.9261268837178168,0.11714986306300816,0.008356825732699242,1.1456333431256873
H_raw(hazard-form),STAR_PLUS_ELITE,9,15013,162,0.010790648104975688,0.926494744918869,0.13123382904476244,0.009940731440814742,1.105893940469365
H_raw(hazard-form),STAR_PLUS_ELITE,10,13617,170,0.012484394506866416,0.9263074204174121,0.1531288119578649,0.011323575312752831,1.0797795593738557
"H_cal(OOF,honest)",TOP_100_PROSPECT,1,23519,123,0.005229814192780305,0.9902929692658184,0.5635672800180053,0.0032660656885371165,0.880609699904644
"H_cal(OOF,honest)",TOP_100_PROSPECT,2,22852,218,0.0095396464204446,0.9818921440748797,0.5577194671081844,0.0059814016709230245,0.8749612002735228
"H_cal(OOF,honest)",TOP_100_PROSPECT,3,22076,276,0.012502264903062148,0.9761875083100652,0.5320957061647856,0.00808330137649625,0.8636366492119854
"H_cal(OOF,honest)",TOP_100_PROSPECT,4,21158,297,0.014037243595803005,0.9730115981733833,0.5294550068098316,0.009116230251902252,0.8551002132063127
"H_cal(OOF,honest)",TOP_100_PROSPECT,5,20088,303,0.01508363201911589,0.9706427428186336,0.5215179521455209,0.009883549064229172,0.8472408670682973
"H_cal(OOF,honest)",TOP_100_PROSPECT,6,18863,302,0.01601017865662938,0.9688519437073605,0.518782924710267,0.010522148850709517,0.8433443909695318
"H_cal(OOF,honest)",TOP_100_PROSPECT,7,17518,296,0.016896906039502228,0.9671356483065344,0.5136345138718834,0.011178687108672697,0.8333086075043756
"H_cal(OOF,honest)",TOP_100_PROSPECT,8,16155,285,0.017641597028783658,0.9653839861152566,0.5167490076808539,0.011649735684847068,0.8228314991260388
"H_cal(OOF,honest)",TOP_100_PROSPECT,9,14780,272,0.018403247631935047,0.9635744832465657,0.5197423634601125,0.012140925862446443,0.8236943169512209
"H_cal(OOF,honest)",TOP_100_PROSPECT,10,13404,256,0.019098776484631454,0.9609759742451325,0.5155576496651465,0.012643725586656242,0.84378187475219
"H_cal(OOF,honest)",MLB_DEBUT,1,23864,650,0.027237680187730474,0.9560452909716286,0.4413979930177638,0.019413134223519743,0.8497953352627257
"H_cal(OOF,honest)",MLB_DEBUT,2,23192,1281,0.05523456364263539,0.9436189786436799,0.5488438247101517,0.03480450322070761,0.8586413748149657
"H_cal(OOF,honest)",MLB_DEBUT,3,22409,1852,0.08264536570128074,0.9323347210006923,0.6059173767347699,0.04844595680274857,0.8511787985132341
"H_cal(OOF,honest)",MLB_DEBUT,4,21482,2252,0.10483195233218509,0.9260198827136035,0.6317410615195783,0.05901751064699029,0.8462256260415918
"H_cal(OOF,honest)",MLB_DEBUT,5,20398,2456,0.12040396117266398,0.9226407739088348,0.64783254769575,0.06588929684814741,0.8471813334853915
"H_cal(OOF,honest)",MLB_DEBUT,6,19155,2508,0.13093187157400157,0.9218979592090916,0.6617051307180427,0.0698967238672611,0.8550654077810337
"H_cal(OOF,honest)",MLB_DEBUT,7,17790,2463,0.13844856661045532,0.9202195759456967,0.6687248075903579,0.07307509567757138,0.848145000410377
"H_cal(OOF,honest)",MLB_DEBUT,8,16407,2362,0.1439629426464314,0.9174842023747908,0.6666565724658865,0.07604272174690514,0.8419993020057006
"H_cal(OOF,honest)",MLB_DEBUT,9,15013,2238,0.14907080530207154,0.9143722117000606,0.662306108797678,0.07896258611404369,0.8353142222756266
"H_cal(OOF,honest)",MLB_DEBUT,10,13617,2100,0.1542189909671734,0.9108912291147249,0.6620782548173416,0.08169786931717189,0.836653475694724
"H_cal(OOF,honest)",ESTABLISHED_MLB,1,23864,6,0.00025142474019443513,0.9908695895157459,0.08864084518332077,0.0002447822026100217,0.875072998561322
"H_cal(OOF,honest)",ESTABLISHED_MLB,2,23192,74,0.003190755432907899,0.9667195095432832,0.13013419616354416,0.002947036998189682,0.7994004324071645
"H_cal(OOF,honest)",ESTABLISHED_MLB,3,22409,238,0.010620732741309296,0.9552111945766083,0.24450909352135766,0.009011388446663486,0.8694650450951644
"H_cal(OOF,honest)",ESTABLISHED_MLB,4,21482,446,0.020761567824224933,0.9425092964697717,0.32306939741951035,0.016540952898006344,0.8591760898407877
"H_cal(OOF,honest)",ESTABLISHED_MLB,5,20398,640,0.03137562506128052,0.9317970885211054,0.3455762630524645,0.024328316022636975,0.8587482137082905
"H_cal(OOF,honest)",ESTABLISHED_MLB,6,19155,793,0.04139911250326286,0.923105149032358,0.36847426163589314,0.031219765591296304,0.8630415669263355
"H_cal(OOF,honest)",ESTABLISHED_MLB,7,17790,895,0.05030916245081506,0.9189382664204311,0.39728730817325647,0.036939966285946306,0.8521294857046252
"H_cal(OOF,honest)",ESTABLISHED_MLB,8,16407,948,0.05778021576156519,0.9149165288992279,0.41270412392828637,0.041735520818380376,0.8466032608440224
"H_cal(OOF,honest)",ESTABLISHED_MLB,9,15013,962,0.0640777992406581,0.9101282512427626,0.4185883899647849,0.04593203003064981,0.8468486296228194
"H_cal(OOF,honest)",ESTABLISHED_MLB,10,13617,950,0.06976573400895938,0.9052803181079723,0.42560911500613446,0.049662130865788745,0.8464389202671785
"H_cal(OOF,honest)",STAR_PLUS_ELITE,1,23864,7,0.0002933288635601743,0.9881376535188834,0.05293922402414189,0.0002900025714620627,0.4721811096594366
"H_cal(OOF,honest)",STAR_PLUS_ELITE,2,23192,19,0.0008192480165574336,0.9525900151492095,0.056027437045822207,0.000802897017349672,0.5030367671380732
"H_cal(OOF,honest)",STAR_PLUS_ELITE,3,22409,36,0.0016064973894417422,0.934975565786141,0.053063188226596725,0.001567220461848117,0.6910411810241532
"H_cal(OOF,honest)",STAR_PLUS_ELITE,4,21482,58,0.002699934829159296,0.9292120824856429,0.09746857800304387,0.0025643530501378736,0.8513243959678873
"H_cal(OOF,honest)",STAR_PLUS_ELITE,5,20398,86,0.0042160996176095695,0.9277082741786273,0.10044294826656681,0.0039826165652634875,0.9414263697446474
"H_cal(OOF,honest)",STAR_PLUS_ELITE,6,19155,112,0.00584703732706865,0.9277677961905761,0.10550140792140617,0.005486970631686678,1.031824465893619
"H_cal(OOF,honest)",STAR_PLUS_ELITE,7,17790,132,0.007419898819561552,0.9272745720885375,0.10874069586290093,0.006957707456671682,1.106073889812478
"H_cal(OOF,honest)",STAR_PLUS_ELITE,8,16407,147,0.008959590418723715,0.9270023261457104,0.11805049037819695,0.008353463380280991,1.151094052841446
"H_cal(OOF,honest)",STAR_PLUS_ELITE,9,15013,162,0.010790648104975688,0.9273967085393925,0.1327877330812297,0.009937563238107157,1.1324697450040926
"H_cal(OOF,honest)",STAR_PLUS_ELITE,10,13617,170,0.012484394506866416,0.9272426826014112,0.15411151554299007,0.011318707195266786,1.112417928738144
