estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
H_cdf_median(cal),2911,1.0051528684300928,0.6266524286669867,-0.11336310546204054,0.7657162487117829,1.8962555822741325
H_cdf_mean(cal),2911,1.1033228798116108,0.6381329694316782,0.20425863184949705,,
lasso_timing.pkl,2911,1.1976633014314144,0.5696410945914615,0.2581537851204021,,
