estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"G_cdf_mean(cal,OOF)",2911,1.1169877139716278,0.6169028591857226,0.1847867868156471,,
"G_cdf_median(cal,OOF)",2911,1.033665407076606,0.6108457952323406,-0.12744761250429407,0.7437306767433871,1.8203366540707662
lasso_timing.pkl,2911,1.1976633014314144,0.5696410945914615,0.2581537851204021,,
