event,h,arm,d_ap,lo,hi
ESTABLISHED_MLB,3,haz,-0.003941666652306568,-0.03141273467443522,0.024839007480227843
ESTABLISHED_MLB,3,mix_haz,0.011934049924463754,-0.0022757739378014793,0.02721481127798317
ESTABLISHED_MLB,3,v3,0.00619588398534958,-0.02132906228533501,0.03998121784726162
ESTABLISHED_MLB,3,mix_v3,0.01918305796560676,0.004632456256837768,0.03417526664557109
ESTABLISHED_MLB,3,v3cond,-0.006025431326608495,-0.03536552211970004,0.029371433125431154
ESTABLISHED_MLB,3,mix_cond,0.01343885205329626,-0.003219766899591266,0.030741617674844054
ESTABLISHED_MLB,6,haz,0.011034711154028227,-0.011209416483067535,0.031087123092709293
ESTABLISHED_MLB,6,mix_haz,0.01615620726712127,0.003302173200808102,0.029441791324302927
ESTABLISHED_MLB,6,v3,0.0186219697095629,-0.0007324051438565349,0.03841506276586162
ESTABLISHED_MLB,6,mix_v3,0.01908142363835209,0.008320688508256234,0.032613119058837445
ESTABLISHED_MLB,6,v3cond,0.01720953101404446,-0.0005458464222838394,0.035884420075493785
ESTABLISHED_MLB,6,mix_cond,0.01710499575011233,0.007036097907180662,0.027368307237001482
STAR_PLUS_ELITE,3,haz,0.007061610616699856,-0.029839766589177346,0.05043242171444871
STAR_PLUS_ELITE,3,mix_haz,0.008947935295099659,-0.014906237956043403,0.04517088013238383
STAR_PLUS_ELITE,3,v3,-0.03743219248409057,-0.13249072083575889,0.01773178004536742
STAR_PLUS_ELITE,3,mix_v3,0.0011361092755272082,-0.027395074474177855,0.034005681262558304
STAR_PLUS_ELITE,3,v3cond,0.020532676661238237,-0.03885248530135777,0.09245043777688951
STAR_PLUS_ELITE,3,mix_cond,0.02292568481559929,-0.007778110601504522,0.085104553333138
STAR_PLUS_ELITE,6,haz,0.030712679666901704,0.005131201269235646,0.06768473129211248
STAR_PLUS_ELITE,6,mix_haz,0.02326252115407435,0.006372184158026843,0.04988766701671867
STAR_PLUS_ELITE,6,v3,-0.00868585495479445,-0.03809438263224392,0.020446143325654306
STAR_PLUS_ELITE,6,mix_v3,0.004053895863901933,-0.009875229432983607,0.025142915343337346
STAR_PLUS_ELITE,6,v3cond,0.01313133002306045,-0.013500422214246969,0.04629228454889814
STAR_PLUS_ELITE,6,mix_cond,0.013968995386413323,-0.002010482291878655,0.03551390096868747
