estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"F_cdf_mean(cal,OOF)",2911,1.0376934420076616,0.6630682662655112,0.059273107134974364,,
"F_cdf_median(cal,OOF)",2911,0.9687392648574373,0.6510409723577549,-0.2281003091721058,0.7506011679835108,1.7052559257986946
lasso_timing.pkl,2911,1.1631700440671366,0.5714838558698382,0.17400225104526343,,
