model,h,n,ap,auc,calib,ece,brier,top_n,top_pred,top_actual
A (deployed v2.4),1,45887,0.399559919359123,0.9676843672353415,0.941299661376782,0.0018138781822713598,0.01177393783682296,87,0.7819544766935776,0.6781609195402298
A (deployed v2.4),3,42591,0.5244944615619089,0.945527835992251,0.9456328388289074,0.005234505525898533,0.030934861104849963,411,0.8183218082683901,0.7615571776155717
A (deployed v2.4),6,35658,0.5688045264722148,0.9303089666690886,0.971475263076047,0.006368381216729782,0.047587180949074576,646,0.8161660068906863,0.7894736842105263
v3 (recency),1,45887,0.3716682063743207,0.9362409050826879,1.4952657816287371,0.008465848051433135,0.012168071768008005,22,0.7561694857519964,0.7727272727272727
v3 (recency),3,42591,0.5004918179318468,0.9102108360246933,2.7627397368692117,0.08463766433982618,0.04067139232353784,605,0.793616744291006,0.7421487603305785
v3 (recency),6,35658,0.5274016830965416,0.881176195543552,3.0423018174290286,0.160254654920815,0.07921934520478226,1030,0.7951254018869974,0.7223300970873786
v3-flat,1,45887,0.3716521154768115,0.9668655081917324,1.925756764636235,0.014899887307558375,0.01225731515194273,10,0.7457360778219525,0.7
v3-flat,3,42591,0.5154049309101753,0.9403375465241748,3.312456770929324,0.11103223912447392,0.04561881981473179,719,0.7867500847387889,0.6926286509040334
v3-flat,6,35658,0.5467555157192723,0.9150637987224159,3.7129073613944565,0.21287550611873046,0.09941466456346415,1333,0.794003910619519,0.6856714178544636
