event,h,arm,d_ap,lo,hi
ESTABLISHED_MLB,3,deployed_4x,0.06415084174446867,0.03622496308219707,0.08846720162049383
ESTABLISHED_MLB,3,mcw100,0.00768520251192272,-0.007665153808524454,0.024727237286116893
ESTABLISHED_MLB,3,mcw100_xcal,0.009521674740936266,-0.007955028439850093,0.02802599682272124
ESTABLISHED_MLB,3,mcw20,0.015616684408687583,-0.005576532722736379,0.03540898969076574
ESTABLISHED_MLB,3,mcw20_xcal,0.016977564514166477,-0.002549006715337555,0.03693803776868345
ESTABLISHED_MLB,3,mcw5,0.03452725713502013,0.012346739611235275,0.0637688657300404
ESTABLISHED_MLB,3,mcw5_xcal,0.03497437332097087,0.01015990712405996,0.06542415902603939
ESTABLISHED_MLB,3,mcw1,0.032082799356150854,0.004999202455172939,0.06173101959917078
ESTABLISHED_MLB,3,mcw1_xcal,0.031487285463643495,0.005790692554829559,0.05902139821860021
ESTABLISHED_MLB,3,spw10,-0.06321980534995242,-0.09766486284754561,-0.03360993049036161
ESTABLISHED_MLB,3,spw10_xcal,-0.04736831163442133,-0.07846997899227413,-0.0195271248439297
ESTABLISHED_MLB,3,cond,0.028293901960853633,0.0036166796837760183,0.057244227715396175
ESTABLISHED_MLB,3,cond_xcal,0.0274250382410981,0.0032966619125203043,0.057091128071161464
ESTABLISHED_MLB,3,rank,-0.043811026660738814,-0.06876463367126708,-0.02252419614880278
ESTABLISHED_MLB,3,rank_xcal,-0.03941013490952948,-0.06495109388929832,-0.016764299434777665
ESTABLISHED_MLB,6,deployed_4x,0.05926710691924626,0.04163325397587673,0.07828367694589168
ESTABLISHED_MLB,6,mcw100,0.008484318618365874,-0.0005457687274531927,0.018495738707153087
ESTABLISHED_MLB,6,mcw100_xcal,0.009568807390373874,-7.810617798778136e-05,0.022892658191479287
ESTABLISHED_MLB,6,mcw20,0.011037588478216004,-0.003952653537321644,0.02536083455905983
ESTABLISHED_MLB,6,mcw20_xcal,0.009162995134393248,-0.007244515845562907,0.023355627501339345
ESTABLISHED_MLB,6,mcw5,0.019200930517936275,0.004158113255741761,0.03537513948457627
