event,h,arm,d_ap,lo,hi
MLB_DEBUT,3,v3,0.006918621514985255,-0.0038752179793838876,0.018595730508666666
MLB_DEBUT,3,mix_v3,0.014225275843280571,0.008689573500234435,0.020080176403475043
MLB_DEBUT,6,v3,0.004935727412655303,-0.0052194811063480204,0.013201736997462953
MLB_DEBUT,6,mix_v3,0.010117363361830743,0.0055475154112011454,0.014283308440597685
TOP_100_PROSPECT,3,v3,-0.013662645364307453,-0.041679899267744076,0.01787827730513797
TOP_100_PROSPECT,3,mix_v3,0.008584476877010652,-0.006579065695865578,0.02566833688887763
TOP_100_PROSPECT,6,v3,-0.012365930250239495,-0.04612408244335454,0.01172747287837281
TOP_100_PROSPECT,6,mix_v3,0.007430428706996177,-0.007851956662002646,0.019133263365973967
ESTABLISHED_MLB,3,v3,0.0011995161542578728,-0.027930935761607344,0.028962714877447008
ESTABLISHED_MLB,3,mix_v3,0.013164585507215448,0.0004338864118157256,0.026694170994555143
ESTABLISHED_MLB,3,v3cond,-0.001542760266146018,-0.033539067886259426,0.02597114044552627
ESTABLISHED_MLB,3,mix_cond,0.014965227152456052,-0.002436647662705487,0.03152026266366642
ESTABLISHED_MLB,6,v3,0.01736204992623673,-0.001618510721655465,0.03536095910109692
ESTABLISHED_MLB,6,mix_v3,0.01722714141179772,0.00697503788967247,0.027590670938578584
ESTABLISHED_MLB,6,v3cond,0.022191277342847697,0.001830538433810486,0.041119617142226776
ESTABLISHED_MLB,6,mix_cond,0.01799008671060737,0.008250094227237905,0.02800889821912124
STAR_PLUS_ELITE,3,v3,-0.022832319447006828,-0.10420468872539991,0.012237496929864224
STAR_PLUS_ELITE,3,mix_v3,0.004861575016386819,-0.01846588288673425,0.03235345897201424
STAR_PLUS_ELITE,3,v3cond,0.006609869503680773,-0.06948448186746982,0.08258295042035499
STAR_PLUS_ELITE,3,mix_cond,0.017848908073619035,-0.015504361620198038,0.06350490276284228
STAR_PLUS_ELITE,6,v3,0.0006018165096969614,-0.024340548292169386,0.022154194176130043
STAR_PLUS_ELITE,6,mix_v3,0.00707502305104021,-0.006641140556949699,0.021767131217635387
STAR_PLUS_ELITE,6,v3cond,0.007922150570624448,-0.016254788918255714,0.03527318205497818
STAR_PLUS_ELITE,6,mix_cond,0.010854576887202354,-0.0033715410909920546,0.030170767430207326
