estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"G_cdf_mean(cal,OOF)",2911,0.9734946028660498,0.7065236153232168,0.03322124722076336,,
"G_cdf_median(cal,OOF)",2911,0.8979732050841636,0.6958984585554281,-0.23290965304019237,0.7825489522500859,1.6770869117141876
lasso_timing.pkl,2911,1.1368381630606006,0.6206473524055744,0.31733393976829455,,
