========================================================================================
DEBUT LASSO -> OUTCOME REPORT
========================================================================================
lasso model: models/debut_lasso_universe_v1.17_prod.pkl
snap_offset evaluated: 2
buckets: ALL, R1, R2-R3, R4-R10, R10+, IFA
events: TOP_100_PROSPECT, MLB_DEBUT, ESTABLISHED_MLB, STAR_PLUS_ELITE

CURVE: per (bucket, event), realized rate by lasso-score percentile band
       (bands are within-cohort percentiles; top-of-list first)

--- event: TOP_100_PROSPECT ---
  bucket         band     n  pos   rate   lift  score_lo  score_hi score_mean
  R10+         70-80%   118    0   0.0%   0.00    -0.040    -0.015     -0.027
  R10+         80-90%   118    0   0.0%   0.00    -0.067    -0.041     -0.052
  R10+         90-95%    58    0   0.0%   0.00    -0.085    -0.067     -0.075
  R10+         95-99%    47    0   0.0%   0.00    -0.095    -0.086     -0.091
  R10+        99-100%    12    0   0.0%   0.00    -0.144    -0.095     -0.118
  IFA           0-10%   184    6   3.3%   4.61    +0.711    +9.605     +2.570
  IFA          10-20%   183    0   0.0%   0.00    +0.170    +0.706     +0.360
  IFA          20-30%   184    2   1.1%   1.54    +0.067    +0.167     +0.096
  IFA          30-40%   184    1   0.5%   0.77    +0.058    +0.067     +0.062
  IFA          40-50%   183    3   1.6%   2.32    +0.037    +0.057     +0.044
  IFA          50-60%   184    0   0.0%   0.00    +0.031    +0.037     +0.034
  IFA          60-70%   184    0   0.0%   0.00    +0.009    +0.031     +0.016
  IFA          70-80%   184    0   0.0%   0.00    -0.016    +0.009     -0.003
  IFA          80-90%   183    1   0.5%   0.77    -0.060    -0.016     -0.034
  IFA          90-95%    92    0   0.0%   0.00    -0.091    -0.060     -0.073
  IFA          95-99%    74    0   0.0%   0.00    -0.294    -0.092     -0.163
  IFA         99-100%    18    0   0.0%   0.00    -1.059    -0.301     -0.407

--- event: MLB_DEBUT ---
  bucket         band     n  pos   rate   lift  score_lo  score_hi score_mean
  ALL           0-10%   346  191  55.2%   5.23    +1.792   +10.101     +5.234
  ALL          10-20%   346   75  21.7%   2.05    +0.443    +1.768     +0.927
  ALL          20-30%   345   38  11.0%   1.04    +0.150    +0.442     +0.272
  ALL          30-40%   346   24   6.9%   0.66    +0.064    +0.150     +0.094
  ALL          40-50%   346   11   3.2%   0.30    +0.039    +0.064     +0.054
  ALL          50-60%   346    8   2.3%   0.22    +0.032    +0.039     +0.036
  ALL          60-70%   346    5   1.4%   0.14    +0.010    +0.032     +0.016
  ALL          70-80%   345    5   1.4%   0.14    -0.017    +0.010     -0.003
  ALL          80-90%   346    5   1.4%   0.14    -0.059    -0.017     -0.037
  ALL          90-95%   173    1   0.6%   0.05    -0.084    -0.059     -0.070
  ALL          95-99%   138    2   1.4%   0.14    -0.227    -0.085     -0.111
  ALL         99-100%    35    0   0.0%   0.00    -1.059    -0.227     -0.336
  R1            0-10%     6    6 100.0%   1.73    +9.436   +10.101     +9.845
  R1           10-20%     5    4  80.0%   1.38    +8.655    +9.069     +8.855
  R1           20-30%     6    6 100.0%   1.73    +8.051    +8.610     +8.373
  R1           30-40%     6    4  66.7%   1.15    +6.016    +7.926     +7.148
  R1           40-50%     5    4  80.0%   1.38    +3.464    +5.848     +5.014
  R1           50-60%     6    4  66.7%   1.15    +2.346    +3.406     +2.930
  R1           60-70%     6    2  33.3%   0.58    +1.330    +2.216     +1.819
  R1           70-80%     6    3  50.0%   0.86    +0.581    +1.237     +0.912
  R1           80-90%     5    0   0.0%   0.00    +0.213    +0.556     +0.368
  R1           90-95%     3    0   0.0%   0.00    +0.074    +0.165     +0.117
  R1           95-99%     2    0   0.0%   0.00    +0.057    +0.063     +0.060
  R1          99-100%     1    0   0.0%   0.00    +0.055    +0.055     +0.055
  R2-R3         0-10%    10   10 100.0%   1.75    +8.735    +9.922     +9.113
  R2-R3        10-20%    10    8  80.0%   1.40    +7.772    +8.671     +8.250
  R2-R3        20-30%     9    8  88.9%   1.56    +7.121    +7.733     +7.400
  R2-R3        30-40%    10    7  70.0%   1.23    +5.989    +6.931     +6.445
  R2-R3        40-50%    10    7  70.0%   1.23    +4.212    +5.949     +5.171
  R2-R3        50-60%    10    5  50.0%   0.88    +2.221    +4.047     +3.019
  R2-R3        60-70%    10    3  30.0%   0.53    +1.200    +2.174     +1.694
  R2-R3        70-80%     9    4  44.4%   0.78    +0.355    +1.081     +0.591
  R2-R3        80-90%    10    2  20.0%   0.35    +0.138    +0.345     +0.246
  R2-R3        90-95%     5    1  20.0%   0.35    +0.058    +0.112     +0.077
  R2-R3        95-99%     4    1  25.0%   0.44    +0.026    +0.055     +0.043
