estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"D_cdf_mean(cal,OOF)",2911,1.0994498796844705,0.6218158985793324,0.14434781962189175,,
"D_cdf_median(cal,OOF)",2911,1.0450017176228101,0.5962275032897882,-0.1326004809343868,0.7461353486774305,1.7842665750601168
lasso_timing.pkl,2911,1.1631700440671366,0.5714838558698382,0.17400225104526343,,
hazard_mean_t,2911,1.5394623617287024,0.5463674557902984,1.0329073071202821,,
