estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"G_cdf_mean(cal,OOF)",2911,1.125582362141484,0.6256249251363974,0.24309827740590406,,
"G_cdf_median(cal,OOF)",2911,1.0398488491927174,0.605473738376043,-0.07042253521126761,0.7344555135692202,1.8515973892133288
lasso_timing.pkl,2911,1.2877718597837748,0.5646921264997823,0.5075843826720482,,
