estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"G_cdf_mean(cal,OOF)",2911,1.0589917199220775,0.6503245790167569,0.09903794057204811,,
"G_cdf_median(cal,OOF)",2911,0.9866025420817588,0.6380142643820804,-0.20817588457574718,0.7550669872895912,1.7382342837512883
lasso_timing.pkl,2911,1.1631700440671366,0.5714838558698382,0.17400225104526343,,
