player_id,season_year,level,org,age_during_season,pa,avg,obp,slg,woba,iso,k_pct,bb_pct,babip,home_runs,stolen_bases,ip,era,fip,whip,k9,bb9,hr9,velo_avg,primary_position,stats_type,pulled_at
draft_2011_michael_perez_r5p154,2024,AAA,RNO,,99,0.354,0.444,0.622,,0.268,0.16161616161616163,0.13131313131313133,0.391,4,0,0.0,,,,,,,,C,batting,2026-07-28T13:03:31
draft_2015_kevin_newman_r1p19,2024,AAA,RNO,,27,0.364,0.407,0.636,,0.272,0.2962962962962963,0.1111111111111111,0.467,1,1,0.0,,,,,,,,3B,batting,2026-07-28T13:03:31
draft_2021_jordan_lawlar_r1p6,2024,AAA,RNO,,58,0.367,0.439,0.592,,0.225,0.29310344827586204,0.1206896551724138,0.516,2,1,0.0,,,,,,,,LF,batting,2026-07-28T13:03:31
draft_2021_adrian_del_castillo_r2p67,2024,AAA,RNO,,474,0.312,0.399,0.603,,0.291,0.16877637130801687,0.1160337552742616,0.334,26,0,0.0,,,,,,,,DH,batting,2026-07-28T13:03:31
draft_2017_pavin_smith_r1p7,2024,AAA,RNO,,289,0.318,0.433,0.564,,0.246,0.1695501730103806,0.1695501730103806,0.35,13,1,0.0,,,,,,,,1B,batting,2026-07-28T13:03:31
draft_2021_tim_tawa_r11p318,2024,AAA,RNO,,157,0.304,0.376,0.616,,0.312,0.20382165605095542,0.08280254777070063,0.327,10,3,0.0,,,,,,,,LF,batting,2026-07-28T13:03:31
ifa_665953,2024,AAA,RNO,,414,0.332,0.403,0.564,,0.232,0.17632850241545894,0.09903381642512077,0.372,19,3,0.0,,,,,,,,1B,batting,2026-07-28T13:03:31
ifa_691277,2024,AAA,RNO,,210,0.289,0.338,0.588,,0.299,0.22857142857142856,0.05238095238095238,0.316,14,0,0.0,,,,,,,,1B,batting,2026-07-28T13:03:31
draft_2009_randal_grichuk_r1p24,2024,AAA,RNO,,16,0.286,0.375,0.5,,0.214,0.1875,0.0625,0.3,1,0,0.0,,,,,,,,DH,batting,2026-07-28T13:03:31
ifa_660613,2024,AAA,RNO,,237,0.311,0.357,0.507,,0.196,0.1518987341772152,0.046413502109704644,0.331,11,0,0.0,,,,,,,,C,batting,2026-07-28T13:03:31
