event,h,arm,d_ap,lo,hi
MLB_DEBUT,3,v3,0.0026459225083950333,-0.009112518057973525,0.014048959138543675
MLB_DEBUT,3,mix_v3,0.012680048050009392,0.00704136864995405,0.018155744024453503
MLB_DEBUT,6,v3,0.004828415287729251,-0.006312604435790087,0.01325070092163085
MLB_DEBUT,6,mix_v3,0.010620034164439789,0.005448043506469722,0.01512351348464581
TOP_100_PROSPECT,3,v3,-0.019817318885660903,-0.05576271267245472,0.011563295586416557
TOP_100_PROSPECT,3,mix_v3,0.008161729928158805,-0.011465094874793847,0.025498166968244203
TOP_100_PROSPECT,6,v3,-0.02099959247047784,-0.050577935561665635,0.0058985261555428515
TOP_100_PROSPECT,6,mix_v3,0.005762425946626601,-0.009237051185371376,0.020411793873611035
ESTABLISHED_MLB,3,v3,0.018416673386592905,-0.017431389298312956,0.05175652924872179
ESTABLISHED_MLB,3,mix_v3,0.02546710854179114,0.008971291493368535,0.04457239016738626
ESTABLISHED_MLB,3,v3cond,0.00029594785144888,-0.030074834072814947,0.03326138820662455
ESTABLISHED_MLB,3,mix_cond,0.01613344027894614,0.00120590022560478,0.03314242539167096
ESTABLISHED_MLB,6,v3,0.02407917592884096,0.00549916545953142,0.03994946742845578
ESTABLISHED_MLB,6,mix_v3,0.021494837876478306,0.011945627226448593,0.032022482596695295
ESTABLISHED_MLB,6,v3cond,0.021627743140187783,0.0015483053876459935,0.04174190538490376
ESTABLISHED_MLB,6,mix_cond,0.018790417641651284,0.008480872376104514,0.02909406032149986
STAR_PLUS_ELITE,3,v3,-0.029057452652946694,-0.11091070750309585,0.022692660449614908
STAR_PLUS_ELITE,3,mix_v3,0.0013482432198436472,-0.03170856789737464,0.03081653181930217
STAR_PLUS_ELITE,3,v3cond,0.034617881506864824,-0.015022257617473984,0.09959567441846483
STAR_PLUS_ELITE,3,mix_cond,0.030047170748036568,-0.0021271025626505317,0.08571309996055694
STAR_PLUS_ELITE,6,v3,0.0014536829621087871,-0.0279994117178076,0.026362658122290872
STAR_PLUS_ELITE,6,mix_v3,0.008199256485406276,-0.006321413754607357,0.023204182595614173
STAR_PLUS_ELITE,6,v3cond,0.015553725732815033,-0.010466379499268836,0.04715440312584767
STAR_PLUS_ELITE,6,mix_cond,0.014425423585205082,-0.00048521049128755407,0.03616691595621627
