estimator,n,mae,spearman,bias,q25_q75_coverage,mean_window_width
"E_cdf_mean(cal,OOF)",2911,1.0395188264891004,0.6615288610420916,0.07047589455186573,,
"E_cdf_median(cal,OOF)",2911,0.9745791824115424,0.6498113472429157,-0.2092064582617657,0.7543799381655788,1.7138440398488493
lasso_timing.pkl,2911,1.1631700440671366,0.5714838558698382,0.17400225104526343,,
