event,h,arm,d_ap,lo,hi
MLB_DEBUT,3,v3,0.008160580132751467,-0.0027309252224792966,0.018201983217386312
MLB_DEBUT,3,mix_v3,0.01390596981809909,0.008010595232253706,0.019522349674904675
MLB_DEBUT,6,v3,0.002947910846246228,-0.006627143899660298,0.012330606778397334
MLB_DEBUT,6,mix_v3,0.009035579896164946,0.004182597647989955,0.013836472871838715
TOP_100_PROSPECT,3,v3,-0.003885988958544241,-0.04020755526357472,0.033019423673760435
TOP_100_PROSPECT,3,mix_v3,0.014041899965449613,-0.0013769024935539882,0.03227804308815646
TOP_100_PROSPECT,6,v3,-0.01049148506137239,-0.03860109935283261,0.017273147253275757
TOP_100_PROSPECT,6,mix_v3,0.010687591726147052,-0.003995948641005009,0.02560507963120796
ESTABLISHED_MLB,3,v3,0.015701692040532966,-0.022567136175699228,0.05197556575998476
ESTABLISHED_MLB,3,mix_v3,0.02256314587349503,0.006372663491848096,0.039553551631574965
ESTABLISHED_MLB,3,v3cond,0.020030295588117003,-0.010889422034936386,0.052782352385298936
ESTABLISHED_MLB,3,mix_cond,0.02455670301445673,0.008340402288787798,0.04065971978342591
ESTABLISHED_MLB,6,v3,0.022142416311556234,0.004530204041131422,0.039055175996701746
ESTABLISHED_MLB,6,mix_v3,0.019355847778657797,0.009889397470942553,0.028808330362422807
ESTABLISHED_MLB,6,v3cond,0.023840318717270517,0.007226353652560942,0.03880821836597451
ESTABLISHED_MLB,6,mix_cond,0.019888626615810024,0.010597905961699482,0.028927159406144622
STAR_PLUS_ELITE,3,v3,-0.014068414160166185,-0.07501605851833752,0.039850355369289804
STAR_PLUS_ELITE,3,mix_v3,0.013774013570686581,-0.004995636121302288,0.0461757302068923
STAR_PLUS_ELITE,3,v3cond,0.025634331863897904,-0.020851855088181003,0.09580911264429384
STAR_PLUS_ELITE,3,mix_cond,0.02771506518325211,-0.00047803383387090873,0.07267216916156893
STAR_PLUS_ELITE,6,v3,-0.0007234257821741592,-0.02287978886210085,0.02246521078399774
STAR_PLUS_ELITE,6,mix_v3,0.006654469651865467,-0.005707778255767125,0.022411822550724433
STAR_PLUS_ELITE,6,v3cond,0.013702057066125675,-0.01200236581597067,0.05132625496231952
STAR_PLUS_ELITE,6,mix_cond,0.014730958433791162,-0.00100229820314997,0.04182425761792751
