player_id,name,card_year,denominator,draft_year,draft_round,is_international,bucket,debut_year,debut_date,days_since_debut,games_pitched,games_batted,innings_pitched,ip_per_game,role,primary_position,current_org,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,lowest_buynow_price,lowest_buynow_url,top_listing_url,top_listing_title,has_market,snapshot_date
draft_2020_shane_drohan_r5p148,Shane Drohan,2021,0,2020,5,0,R4-R10,2026,2026-04-08,44,8,,21.0,2.62,SP,LHP,Boston Red Sox,1,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.ebay.com/itm/145507876228?_skw=%22Shane+Drohan%22+1st+Bowman+Chrome+auto&hash=item21e0f1fd84:g:oJAAAOSwyyRlgPfl,https://www.ebay.com/itm/145507876228?_skw=%22Shane+Drohan%22+1st+Bowman+Chrome+auto&hash=item21e0f1fd84:g:oJAAAOSwyyRlgPfl,2020 Bowman Chrome Draft Shane Drohan 1st RC Rookie Card Signed IP Auto Baseball,1,2026-05-22
draft_2022_tyler_schweitzer_r5p161,Tyler Schweitzer,2023,0,2022,5,0,R4-R10,2026,2026-04-08,44,4,,4.0,1.0,RP,LHP,Chicago White Sox,7,0,7,9.99,11.995000000000001,12.0,14.85,16.49,24.99,9.99,https://www.ebay.com/itm/266340564988?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item3e03227ffc:g:uaEAAOSwfNZkt--M,https://www.ebay.com/itm/266340564988?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item3e03227ffc:g:uaEAAOSwfNZkt--M,2022 Bowman Chrome Tyler Schweitzer 1st Auto Autograph Card White Sox ,1,2026-05-22
draft_2022_spencer_miles_r4p136,Spencer Miles,2023,0,2022,4,0,R4-R10,2026,2026-03-28,55,14,,29.0,2.07,SWG,RHP,San Francisco Giants,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2024_sam_antonacci_r5p140,Sam Antonacci,2025,0,2024,5,0,R4-R10,2026,2026-04-15,37,,32,,,BAT,IF,Chicago White Sox,21,0,21,28.99,50.0,54.99,65.32619047619048,79.99,148.99,28.99,https://www.ebay.com/itm/257498226857?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item3bf41720a9:g:T2kAAeSwkXBp~qPy,https://www.ebay.com/itm/257498226857?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item3bf41720a9:g:T2kAAeSwkXBp~qPy,Sam Antonacci 2024 Bowman Draft Chrome 1st Bowman Refractor Ip  Auto BDC-158,1,2026-05-22
draft_2023_george_klassen_r6p193,George Klassen,2024,0,2023,6,0,R4-R10,2026,2026-04-05,47,2,,4.67,2.33,SWG,P,Philadelphia Phillies,21,0,21,14.99,19.99,20.0,34.126666666666665,39.99,89.99,14.99,https://www.ebay.com/itm/206108932809?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item2ffd0cbac9:g:jq8AAeSw4c1pp3nZ,https://www.ebay.com/itm/206108932809?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item2ffd0cbac9:g:jq8AAeSw4c1pp3nZ,2025 Bowman George Klassen Chrome Auto 1st Prospect #CPA-GK Angels,1,2026-05-22
draft_2021_franco_aleman_r10p306,Franco Aleman,2022,0,2021,10,0,R4-R10,2026,2026-05-10,12,2,,2.67,1.33,RP,RHP,Cleveland Indians,1,0,1,14.99,14.99,14.99,14.99,14.99,14.99,14.99,https://www.ebay.com/itm/227338499178?_skw=%22Franco+Aleman%22+1st+Bowman+Chrome+auto&hash=item34ee6e346a:g:MFwAAeSwhPFqAMDC,https://www.ebay.com/itm/227338499178?_skw=%22Franco+Aleman%22+1st+Bowman+Chrome+auto&hash=item34ee6e346a:g:MFwAAeSwhPFqAMDC,2022 Bowman Chrome Franco Aleman 1st Bowman Auto CPA-FA Guardians,1,2026-05-22
draft_2021_riley_martin_r6p184,Riley Martin,2022,0,2021,6,0,R4-R10,2026,2026-04-06,46,8,,8.33,1.04,RP,LHP,Chicago Cubs,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2022_alex_hoppe_r6p189,Alex Hoppe,2023,0,2022,6,0,R4-R10,2026,2026-04-27,25,8,,9.33,1.17,RP,RHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2019_alec_gamboa_r9p281,Alec Gamboa,2020,0,2019,9,0,R4-R10,2026,2026-05-05,17,1,,1.0,1.0,RP,LHP,Los Angeles Dodgers,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2022_riley_cornelio_r7p201,Riley Cornelio,2023,0,2022,7,0,R4-R10,2026,2026-04-24,28,1,,2.0,2.0,SWG,RHP,Washington Nationals,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2019_ryan_ward_r8p251,Ryan Ward,2020,0,2019,8,0,R4-R10,2026,2026-04-19,33,,2,,,BAT,OF,Los Angeles Dodgers,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2021_tj_rumfield_r12p355,T.J. Rumfield,2022,0,2021,12,0,R11+,2026,2026-03-27,56,,49,,,BAT,3B,Philadelphia Phillies,28,2,28,32.45,39.99,40.995000000000005,48.49178571428571,52.4975,98.99,32.45,https://www.ebay.com/itm/358582157136?_skw=%22TJ+Rumfield%22+1st+Bowman+Chrome+auto&hash=item537d297f50:g:h14AAeSwM4hqDy7u,https://www.ebay.com/itm/358582157136?_skw=%22TJ+Rumfield%22+1st+Bowman+Chrome+auto&hash=item537d297f50:g:h14AAeSwM4hqDy7u,2026 Bowman - TJ Rumfield - Chrome Prospect On Card Auto - 1st Bowman,1,2026-05-22
draft_2022_brian_fitzpatrick_r10p312,Brian Fitzpatrick,2023,0,2022,10,0,R4-R10,2026,2026-04-29,23,4,,5.67,1.42,RP,LHP,Milwaukee Brewers,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2023_jim_jarvis_r11p320,Jim Jarvis,2024,0,2023,11,0,R11+,2026,2026-05-06,16,,2,,,BAT,SS,Detroit Tigers,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2023_josh_ekness_r12p353,Josh Ekness,2024,0,2023,12,0,R11+,2026,2026-05-03,19,6,,5.33,0.89,RP,P,Miami Marlins,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2021_eduardo_rivera_r11p338,Eduardo Rivera,2022,0,2021,11,0,R11+,2026,2026-04-22,30,1,,3.33,3.33,SP,LHP,Oakland Athletics,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2019_gavin_collyer_r12p355,Gavin Collyer,2020,0,2019,12,0,R11+,2026,2026-04-15,37,14,,12.67,0.9,RP,RHP,Texas Rangers,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2022_cameron_foster_r14p419,Cameron Foster,2023,0,2022,14,0,R11+,2026,2026-04-16,36,6,,9.0,1.5,SWG,RHP,New York Mets,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2021_tyler_samaniego_r15p433,Tyler Samaniego,2022,0,2021,15,0,R11+,2026,2026-04-08,44,16,,16.33,1.02,RP,LHP,Pittsburgh Pirates,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2024_tyler_davis_r15p437,Tyler Davis,2025,0,2024,15,0,R11+,2026,2026-04-25,27,10,,11.67,1.17,RP,LHP,Kansas City Royals,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2021_jack_anderson_r16p465,Jack Anderson,2022,0,2021,16,0,R11+,2026,2026-04-14,38,3,,8.0,2.67,SP,RHP,Detroit Tigers,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2022_duncan_davitt_r18p554,Duncan Davitt,2023,0,2022,18,0,R11+,2026,2026-04-10,42,1,,1.0,1.0,RP,RHP,Tampa Bay Rays,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2019_spencer_jones_r31p931,Spencer Jones,2020,0,2019,31,0,R11+,2026,2026-05-08,14,,10,,,BAT,OF,Los Angeles Angels,4,0,4,163.99,198.49,304.99,318.49,424.99,499.99,163.99,https://www.ebay.com/itm/178126511666?_skw=%22Spencer+Jones%22+1st+Bowman+Chrome+auto&hash=item29792ade32:g:foUAAeSwYudp~0BZ,https://www.ebay.com/itm/178126511666?_skw=%22Spencer+Jones%22+1st+Bowman+Chrome+auto&hash=item29792ade32:g:foUAAeSwYudp~0BZ,2023 Bowman Chrome 1st Mega Spencer Jones RC AUTO PSA 🔥🔥🔥🔥,1,2026-05-22
draft_2021_tyler_uberstine_r19p556,Tyler Uberstine,2022,0,2021,19,0,R11+,2026,2026-04-05,47,1,,2.67,2.67,SP,RHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2019_coleman_crow_r28p841,Coleman Crow,2020,0,2019,28,0,R11+,2026,2026-04-17,35,2,,10.33,5.17,SP,RHP,Los Angeles Angels,0,0,0,,,,,,,,,,,0,2026-05-22
draft_2016_ryan_watson_r39p1181,Ryan Watson,2017,0,2016,39,0,R11+,2026,2026-03-28,55,17,,27.67,1.63,SWG,P,Los Angeles Dodgers,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_683679,Jesus Rodriguez,2019,0,,,1,IFA,2026,2026-05-04,18,,10,,,BAT,C,,14,0,14,19.99,34.9925,39.97,54.77,57.4975,195.99,19.99,https://www.ebay.com/itm/137332577277?_skw=%22Jesus+Rodriguez%22+1st+Bowman+Chrome+auto&hash=item1ff9a8d3fd:g:bQsAAeSwXbZqD6Ag,https://www.ebay.com/itm/137332577277?_skw=%22Jesus+Rodriguez%22+1st+Bowman+Chrome+auto&hash=item1ff9a8d3fd:g:bQsAAeSwXbZqD6Ag,Jesus Rodriguez 2024 Bowman Chrome Signed Auto 1st Prospect Rookie QTY,1,2026-05-22
draft_2019_anthony_nunez_r29p863,Anthony Nunez,2020,0,2019,29,0,R11+,2026,2026-03-28,55,22,,22.67,1.03,RP,SS,San Diego Padres,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_682818,Yohendrick Piñango,2019,0,,,1,IFA,2026,2026-04-26,26,,20,,,BAT,LF,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_678218,Brandon Valenzuela,2018,0,,,1,IFA,2026,2026-04-05,47,,31,,,BAT,C,,11,0,11,14.99,18.994999999999997,30.99,30.045454545454547,35.0,49.99,14.99,https://www.ebay.com/itm/206254745696?_skw=%22Brandon+Valenzuela%22+1st+Bowman+Chrome+auto&hash=item3005bda860:g:LKMAAeSwrHRp-oMF,https://www.ebay.com/itm/206254745696?_skw=%22Brandon+Valenzuela%22+1st+Bowman+Chrome+auto&hash=item3005bda860:g:LKMAAeSwrHRp-oMF,2022 1st Bowman Chrome Prospect Auto BRANDON VALENZUELA #CPA-BV Autograph ,1,2026-05-22
ifa_823550,Sung-Mun Song,2026,0,,,1,IFA,2026,2026-04-26,26,,13,,,BAT,2B,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_660710,Rodolfo Durán,2015,0,,,1,IFA,2026,2026-05-07,15,,5,,,BAT,C,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_691788,Joe Mack,2021,0,,,1,IFA,2026,2026-05-04,18,,15,,,BAT,C,,10,0,10,10.5,15.0,19.99,26.544,38.74,50.0,10.5,https://www.ebay.com/itm/267662131039?_skw=%22Joe+Mack%22+1st+Bowman+Chrome+auto&hash=item3e51e7ff5f:g:T5AAAeSwANdp--Bx,https://www.ebay.com/itm/267662131039?_skw=%22Joe+Mack%22+1st+Bowman+Chrome+auto&hash=item3e51e7ff5f:g:T5AAAeSwANdp--Bx,Joe Mack Signed 2021 Bowman Chrome 1st IP Autograph Auto Marlins,1,2026-05-22
ifa_701678,Hao-Yu  Lee,2021,0,,,1,IFA,2026,2026-04-17,35,,23,,,BAT,3B,,6,0,6,29.99,46.1425,112.28,102.42333333333333,144.9975,179.99,29.99,https://www.ebay.com/itm/236815617122?_skw=%22Hao-Yu++Lee%22+1st+Bowman+Chrome+auto&hash=item37234f8c62:g:ERIAAeSwHNFqBUJu,https://www.ebay.com/itm/236815617122?_skw=%22Hao-Yu++Lee%22+1st+Bowman+Chrome+auto&hash=item37234f8c62:g:ERIAAeSwHNFqBUJu,Hao Yu Lee SIGNED 2023 1st Bowman Chrome Card #BCP52 RC Auto Detroit Tigers,1,2026-05-22
ifa_691277,Deyvison De Los Santos,2021,0,,,1,IFA,2026,2026-03-29,54,,3,,,BAT,1B,,11,0,11,19.99,29.99,38.0,46.153636363636366,54.995000000000005,120.0,19.99,https://www.ebay.com/itm/188373063391?_skw=%22Deyvison+De+Los+Santos%22+1st+Bowman+Chrome+auto&hash=item2bdbe8d6df:g:FQUAAeSw4vpqAmZQ,https://www.ebay.com/itm/188373063391?_skw=%22Deyvison+De+Los+Santos%22+1st+Bowman+Chrome+auto&hash=item2bdbe8d6df:g:FQUAAeSw4vpqAmZQ,Deyvison De Los Santos Auto 2023 Bowman Chrome 1st CPA-DD,1,2026-05-22
ifa_691620,Jeferson Quero,2021,0,,,1,IFA,2026,2026-03-29,54,,1,,,BAT,C,,18,0,18,15.99,29.974999999999998,34.495000000000005,41.88388888888889,49.99,74.99,15.99,https://www.ebay.com/itm/287337301141?_skw=%22Jeferson+Quero%22+1st+Bowman+Chrome+auto&hash=item42e6a34495:g:kLoAAeSw0k5qCgNb,https://www.ebay.com/itm/287337301141?_skw=%22Jeferson+Quero%22+1st+Bowman+Chrome+auto&hash=item42e6a34495:g:kLoAAeSw0k5qCgNb,2021 Bowman Chrome Jeferson Quero 1st Bowman Prospect On-Card Auto #CPA-JQ,1,2026-05-22
ifa_672639,Felix Reyes,2021,0,,,1,IFA,2026,2026-04-18,34,,12,,,BAT,CF,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_683079,Omar Martinez,2018,0,,,1,IFA,2026,2026-05-08,14,,5,,,BAT,C,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_684049,Brandan Bidois,2021,0,,,1,IFA,2026,2026-05-13,9,4,,4.33,1.08,RP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_696062,Wilber Dotel,2021,0,,,1,IFA,2026,2026-04-19,33,4,,7.67,1.92,SWG,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_689546,Nick Davila,2021,0,,,1,IFA,2026,2026-05-03,19,6,,6.33,1.06,RP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_690155,Matt Pushard,2022,0,,,1,IFA,2026,2026-03-29,54,4,,4.33,1.08,RP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_682445,Domingo Gonzalez,2018,0,,,1,IFA,2026,2026-05-12,10,4,,5.67,1.42,RP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_696070,Kendry Rojas,2021,0,,,1,IFA,2026,2026-04-22,30,4,,11.33,2.83,SP,P,,4,0,4,10.73,16.175,22.99,24.165,30.98,39.95,10.73,https://www.ebay.com/itm/375745906793?_skw=%22Kendry+Rojas%22+1st+Bowman+Chrome+auto&hash=item577c338869:g:z8wAAOSw9y1nHwqw,https://www.ebay.com/itm/375745906793?_skw=%22Kendry+Rojas%22+1st+Bowman+Chrome+auto&hash=item577c338869:g:z8wAAOSw9y1nHwqw,Kendry Rojas 2024 Bowman Chrome CPA-KR 1st Auto RC,1,2026-05-22
ifa_682608,Peyton Gray,2018,0,,,1,IFA,2026,2026-04-23,29,8,,13.0,1.62,SWG,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_804619,John Klein,2022,0,,,1,IFA,2026,2026-05-02,20,2,,2.33,1.17,RP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_694346,Trey Gibson,2023,0,,,1,IFA,2026,2026-05-03,19,2,,6.67,3.33,SP,P,,22,1,22,25.0,34.81,37.495000000000005,39.88272727272727,40.0,75.0,25.0,https://www.ebay.com/itm/198369755277?_skw=%22Trey+Gibson%22+1st+Bowman+Chrome+auto&hash=item2e2fc2408d:g:DwMAAeSwr9dqDoJF,https://www.ebay.com/itm/198369755277?_skw=%22Trey+Gibson%22+1st+Bowman+Chrome+auto&hash=item2e2fc2408d:g:DwMAAeSwr9dqDoJF,🔥2026 Bowman - Trey Gibson 1st Bowman Chrome Auto #CPA-TGI Baltimore Orioles,1,2026-05-22
ifa_699151,Jedixson Paez,2021,0,,,1,IFA,2026,2026-03-26,57,3,,3.0,1.0,RP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_700712,Walbert Ureña,2022,0,,,1,IFA,2026,2026-03-26,57,8,,33.33,4.17,SP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_837227,Tatsuya Imai,2026,0,,,1,IFA,2026,2026-03-29,54,5,,17.33,3.47,SP,P,,0,0,0,,,,,,,,,,,0,2026-05-22
ifa_683742,Jose Franco,2019,0,,,1,IFA,2026,2026-03-30,53,8,,14.67,1.83,SWG,P,,0,0,0,,,,,,,,,,,0,2026-05-22
