rank,player,pos,ht,wt,ba,th,born,place,hilvl,mlb_years,stat_years,draft_info,status,cur_org,cur_lev
16,Sixto Sanchez,p,6-0,234,R,R,1998-07-29,"San Cristobal,DR",MLB,2020-2024,2015-2024,2015- UDFA -PHI,premium,premium,premium
17,Matt Manning,p,6-6,195,R,R,1998-01-28,"Sacramento,CA",MLB,2021-2024,2016-2025,2016- 1- 9-DET,premium,premium,premium
18,Luis Patino,p,6-1,192,R,R,1999-10-26,"Barranquilla,CB",MLB,2020-2023,2017-2025,2016- UDFA -SDN,premium,premium,premium
19,Marco Luciano,ss-2b,6-1,215,R,R,2001-09-10,"San Francisco de Macoris,DR",MLB,2023-2024,2019-2026,2018- UDFA -SFN,premium,premium,premium
20,Dustin May,p,6-6,180,R,R,1997-09-06,"Justin,TX",MLB,2019-2026,2016-2026,2016- 3- 101-LAN,premium,premium,premium
21,A.J. Puk,p,6-7,248,L,L,1995-04-25,"Minneapolis,MN",MLB,2019-2025,2014-2025,2016- 1- 6-OAK,premium,premium,premium
22,CJ Abrams,ss,6-0,191,L,R,2000-10-03,"Alpharetta,GA",MLB,2022-2026,2019-2026,2019- 1- 6-SDN,premium,premium,premium
23,Brendan Rodgers,2b,6-0,204,R,R,1996-08-09,"Winter Park,FL",MLB,2019-2025,2015-2025,2015- 1- 3-COL,premium,premium,premium
24,Bobby Witt,ss-3b,6-1,200,R,R,2000-06-14,"Colleyville,TX",MLB,2022-2026,2019-2026,2019- 1- 2-KCA,premium,premium,premium
25,Forrest Whitley,p,6-7,208,R,R,1997-09-15,"San Antonio,TX",MLB,2024-2025,2016-2025,2016- 1- 17-HOU,premium,premium,premium
26,Royce Lewis,3b-dh,6-0,200,R,R,1999-06-05,"Aliso Viejo,CA",MLB,2022-2026,2017-2026,2017- 1- 1-MIN,premium,premium,premium
27,Spencer Howard,p,6-3,210,R,R,1996-07-28,"San Luis Obispo,CA",MLB,2020-2024,2016-2025,2017- 2- 45-PHI,premium,premium,premium
28,Alec Bohm,3b,6-5,218,R,R,1996-08-03,"Omaha,NE",MLB,2020-2026,2016-2026,2018- 1- 3-PHI,premium,premium,premium
29,Jordan Groshans,3b-1b,6-2,200,R,R,1999-11-10,"Magnolia,TX",MLB,2022-2022,2018-2026,2018- 1- 12-TOR,premium,premium,premium
30,Andrew Vaughn,1b-dh,5-10,215,R,R,1998-04-03,"Santa Rosa,CA",MLB,2021-2026,2017-2026,2019- 1- 3-CHA,premium,premium,premium
31,Alex Kirilloff,lf-1b,6-2,195,L,L,1997-11-09,"Pittsburgh,PA",MLB,2021-2024,2016-2024,2016- 1- 15-MIN,premium,premium,premium
32,Joey Bart,c,6-3,235,R,R,1996-12-15,"Buford,GA",MLB,2020-2026,2016-2026,2018- 1- 2-SFN,premium,premium,premium
33,Michael Kopech,p,6-3,220,R,R,1996-04-30,"Longview,TX",MLB,2018-2025,2014-2025,2014- 1- 33-BOS,premium,premium,premium
34,Tarik Skubal,p,6-3,240,R,L,1996-11-20,"Hayward,CA",MLB,2020-2026,2015-2026,2018- 9- 255-DET,premium,premium,premium
35,Grayson Rodriguez,p,6-5,230,L,R,1999-11-16,"Houston,TX",MLB,2023-2024,2018-2026,2018- 1- 11-BAL,premium,premium,premium
36,Drew Waters,cf-rf,6-1,185,B,R,1998-12-30,"Atlanta,GA",MLB,2022-2025,2017-2026,2017- 2- 41-ATL,premium,premium,premium
37,Brailyn Marquez,p,6-4,185,L,L,1999-01-30,"Santo Domingo,DR",MLB,2020-2020,2016-2023,2015- UDFA -CHN,premium,premium,premium
38,Jasson Dominguez,cf-lf,5-9,218,B,R,2003-02-07,"Esperanza,DR",MLB,2023-2026,2021-2026,2019- UDFA -NYA,premium,premium,premium
39,Daniel Lynch,p,6-6,200,L,L,1996-11-17,"Richmond,VA",MLB,2021-2026,2016-2026,2018- 1- 34-KCA,premium,premium,premium
40,Nico Hoerner,2b,5-11,200,R,R,1997-05-13,"Oakland,CA",MLB,2019-2026,2016-2026,2018- 1- 24-CHN,premium,premium,premium
41,Sean Murphy,c-dh,6-3,228,R,R,1994-10-04,"Peekskill,NY",MLB,2019-2026,2014-2026,2016- 3- 83-OAK,premium,premium,premium
42,Matthew Liberatore,p,6-4,215,L,L,1999-11-06,"Peoria,AZ",MLB,2022-2026,2018-2026,2018- 1- 16-TBA,premium,premium,premium
43,Brandon Marsh,lf-cf,6-2,215,L,R,1997-12-18,"Buford,GA",MLB,2021-2026,2017-2026,2016- 2- 60-ANA,premium,premium,premium
44,Ian Anderson,p,6-3,170,R,R,1998-05-02,"Rexford,NY",MLB,2020-2025,2016-2025,2016- 1- 3-ATL,premium,premium,premium
45,Trevor Larnach,lf-dh,6-3,223,L,R,1997-02-26,"Walnut Creek,CA",MLB,2021-2026,2016-2026,2018- 1- 20-MIN,premium,premium,premium
46,JJ Bleday,cf,6-2,205,L,L,1997-11-10,"Danville,PA",MLB,2022-2026,2017-2026,2019- 1- 4-MIA,premium,premium,premium
47,DL Hall,p,6-1,204,L,L,1998-09-19,"Valdosta,GA",MLB,2022-2026,2017-2026,2017- 1- 21-BAL,premium,premium,premium
48,Nick Madrigal,3b-2b,5-7,175,R,R,1997-03-05,"Sacramento,CA",MLB,2020-2024,2016-2026,2018- 1- 4-CHA,premium,premium,premium
49,Riley Greene,lf-dh,6-2,200,L,L,2000-09-28,"Orlando,FL",MLB,2022-2026,2019-2026,2019- 1- 5-DET,premium,premium,premium
50,Nolan Jones,lf,6-5,195,L,R,1998-05-07,"Langhorne,PA",MLB,2022-2025,2016-2026,2016- 2- 55-CLE,premium,premium,premium
51,Vidal Brujan,2b-ss,5-9,180,B,R,1998-02-09,"San Pedro De Macoris,DR",MLB,2021-2026,2015-2026,2014- UDFA -TBA,premium,premium,premium
52,Mitch Keller,p,6-3,212,R,R,1996-04-04,"Cedar Rapids,IA",MLB,2019-2026,2014-2026,2014- 2- 64-PIT,premium,premium,premium
53,Daulton Varsho,lf-cf,5-8,207,L,R,1996-07-02,"Marshfield,WI",MLB,2020-2026,2015-2026,2017- 2- 68-ARI,premium,premium,premium
54,Evan White,1b,6-1,219,R,L,1996-04-26,"Columbus,OH",MLB,2020-2021,2015-2024,2017- 1- 17-SEA,premium,premium,premium
55,Nolan Gorman,2b,6-0,225,L,R,2000-05-10,"Phoenix,AZ",MLB,2022-2026,2018-2026,2018- 1- 19-SLN,premium,premium,premium
56,Ke'Bryan Hayes,3b,5-11,215,R,R,1997-01-28,"Tomball,TX",MLB,2020-2026,2015-2026,2015- 1- 32-PIT,premium,premium,premium
57,Oneil Cruz,ss-cf,6-7,240,L,R,1998-10-04,"Nizao,DR",MLB,2021-2026,2016-2026,2015- UDFA -LAN,premium,premium,premium
58,Jesus E. Sanchez,p,6-0,188,R,R,1999-04-08,"Chepo,PN",A, ,2016-2021,2015- UDFA -TBA,premium,premium,premium
59,Logan Gilbert,p,6-6,215,R,R,1997-05-05,"Winter Park,FL",MLB,2021-2026,2016-2026,2018- 1- 14-SEA,premium,premium,premium
60,Brusdar Graterol,p,6-1,265,R,R,1998-08-26,"Calobozo,VZ",MLB,2019-2024,2015-2026,2014- UDFA -MIN,premium,premium,premium
61,Simeon Woods Richardson,p,6-3,210,R,R,2000-09-27,"Sugar Land,TX",MLB,2022-2026,2018-2026,2018- 2- 48-NYN,premium,premium,premium
62,Clarke Schmidt,p,6-1,200,R,R,1996-02-20,"Acworth,GA",MLB,2020-2025,2015-2025,2017- 1- 16-NYA,premium,premium,premium
63,Heliot Ramos,lf-cf,5-11,230,R,R,1999-09-07,"Humacao,PR",MLB,2022-2026,2017-2026,2017- 1- 19-SFN,premium,premium,premium
64,Kyle Wright,p,6-4,215,R,R,1995-10-02,"Huntsville,AL",MLB,2018-2023,2015-2025,2017- 1- 5-ATL,premium,premium,premium
65,Deivi Garcia,p,5-11,194,R,R,1999-05-19,"Bonao,DR",MLB,2020-2024,2016-2025,2015- UDFA -NYA,premium,premium,premium
66,Ronny Mauricio,2b-ss,6-4,166,B,R,2001-04-04,"San Pedro De Macoris,DR",MLB,2023-2026,2018-2026,2017- UDFA -NYN,premium,premium,premium
67,Francisco Alvarez,c,5-10,233,R,R,2001-11-19,"Guatire,VZ",MLB,2022-2026,2019-2026,2018- UDFA -NYN,premium,premium,premium
68,Edward Cabrera,p,6-5,217,R,R,1998-04-13,"Santiago,DR",MLB,2021-2026,2016-2026,2015- UDFA -MIA,premium,premium,premium
69,Tyler Freeman,cf,5-11,190,R,R,1999-05-21,"Rancho Cucamonga,CA",MLB,2022-2026,2017-2026,2017- 2- 71-CLE,premium,premium,premium
70,Triston Casas,1b,6-4,244,L,R,2000-01-15,"Miami,FL",MLB,2022-2025,2018-2025,2018- 1- 26-BOS,premium,premium,premium
71,Shane Baz,p,6-3,200,R,R,1999-06-17,"Houston,TX",MLB,2021-2026,2017-2026,2017- 1- 12-PIT,premium,premium,premium
72,Geraldo Perdomo,ss,6-2,203,B,R,1999-10-22,"Santo Domingo,DR",MLB,2021-2026,2017-2026,2016- UDFA -ARI,premium,premium,premium
73,Taylor Trammell,rf-cf,6-2,220,L,L,1997-09-13,"Powder Springs,GA",MLB,2021-2026,2016-2026,2016- 1- 35-CIN,premium,premium,premium
74,Kristian Robinson,of,6-3,190,R,R,2000-12-11,"Nassau,BM",AAA, ,2018-2026,2017- UDFA -ARI,premium,premium,premium
75,Bobby Dalbec,1b-rf,6-3,225,R,R,1995-06-29,"Seattle,WA",MLB,2020-2025,2014-2025,2016- 4- 118-BOS,premium,premium,premium
76,Hunter Greene,p,6-5,242,R,R,1999-08-06,"Los Angeles,CA",MLB,2022-2025,2017-2025,2017- 1- 2-CIN,premium,premium,premium
77,Nick Lodolo,p,6-6,216,L,L,1998-02-05,"La Verne,CA",MLB,2022-2026,2017-2026,2019- 1- 7-CIN,premium,premium,premium
78,Jackson Kowar,p,6-5,200,R,R,1996-10-04,"Weddington,NC",MLB,2021-2025,2016-2026,2018- 1- 33-KCA,premium,premium,premium
79,Luis Campusano,c,5-10,232,R,R,1998-09-29,"Augusta,GA",MLB,2020-2026,2017-2026,2017- 2- 39-SDN,premium,premium,premium
80,Brent Honeywell,p,6-2,195,R,R,1995-03-31,"Augusta,GA",MLB,2021-2024,2014-2024,2014- 2- 72-TBA,premium,premium,premium
81,Keibert Ruiz,c,6-0,238,B,R,1998-07-20,"Valencia,VZ",MLB,2020-2026,2015-2026,2014- UDFA -LAN,premium,premium,premium
82,Tony Gonsolin,p,6-3,205,R,R,1994-05-14,"Vacaville,CA",MLB,2019-2025,2013-2025,2016- 9- 281-LAN,premium,premium,premium
83,Shane McClanahan,p,6-3,210,L,L,1997-04-28,"Baltimore,MD",MLB,2021-2026,2017-2026,2018- 1- 31-TBA,premium,premium,premium
84,Josiah Gray,p,6-1,209,R,R,1997-12-21,"New Rochelle,NY",MLB,2021-2024,2018-2025,2018- 2- 72-CIN,premium,premium,premium
85,Xavier Edwards,ss,5-8,175,B,R,1999-08-09,"Mineola,NY",MLB,2023-2026,2018-2026,2018- 1- 38-SDN,premium,premium,premium
86,Jeter Downs,ss-3b,5-10,197,R,R,1998-07-27,"San Andres,CB",MLB,2022-2023,2017-2025,2017- 1- 32-CIN,premium,premium,premium
87,Alek Thomas,cf,5-9,175,L,L,2000-04-28,"Chicago,IL",MLB,2022-2026,2018-2026,2018- 2- 63-ARI,premium,premium,premium
88,Jazz Chisholm,2b,5-11,184,L,R,1998-02-01,"Nassau,BM",MLB,2020-2026,2016-2026,2015- UDFA -ARI,premium,premium,premium
89,Adrian Morejon,p,5-11,224,L,L,1999-02-27,"Havana,CU",MLB,2019-2026,2017-2026,2016- UDFA -SDN,premium,premium,premium
90,Corbin Carroll,cf-lf,5-10,165,L,L,2000-08-21,"Seattle,WA",MLB,2022-2026,2019-2026,2019- 1- 16-ARI,premium,premium,premium
91,Luis Garcia,2b,6-1,216,L,R,2000-05-16,"New York,NY",MLB,2020-2026,2017-2026,2016- UDFA -WAS,premium,premium,premium
92,Noelvi Marte,3b,6-2,216,R,R,2001-10-16,"Cotui,DR",MLB,2023-2026,2019-2026,2018- UDFA -SEA,premium,premium,premium
93,Josh Jung,3b,6-1,214,R,R,1998-02-12,"San Antonio,TX",MLB,2022-2026,2017-2026,2019- 1- 8-TEX,premium,premium,premium
94,Brennen Davis,lf-rf,6-2,210,R,R,1999-11-02,"Chandler,AZ",AAA, ,2018-2026,2018- 2- 62-CHN,premium,premium,premium
95,Jordan Balazovic,p,6-5,215,R,R,1998-09-17,"Mississauga,ON",MLB,2023-2023,2016-2025,2016- 5- 153-MIN,premium,premium,premium
96,Jhoan Duran,p,6-5,230,R,R,1998-01-08,"Esperanza,DR",MLB,2022-2026,2015-2026,2015- UDFA -ARI,premium,premium,premium
97,Diego Cartaya,c,6-1,219,R,R,2001-09-07,"Maracay,VZ",AAA, ,2019-2026,2018- UDFA -LAN,premium,premium,premium
98,Joe Ryan,p,6-2,205,R,R,1996-06-05,"San Francisco,CA",MLB,2021-2026,2015-2026,2018- 7- 210-TBA,premium,premium,premium
99,Sam Huff,c,6-4,242,R,R,1998-01-14,"Phoenix,AZ",MLB,2020-2026,2016-2026,2016- 7- 219-TEX,premium,premium,premium
100,Isaac Paredes,3b-2b,5-11,213,R,R,1999-02-18,"Hermosillo,MX",MLB,2020-2026,2016-2026,2015- UDFA -CHN,premium,premium,premium
THE BASEBALL CUBE
