player_id,name,draft_round,bucket,snap_year,snap_offset,p_TOP_100_PROSPECT,mean_t_TOP_100_PROSPECT,p_MLB_DEBUT,mean_t_MLB_DEBUT,p_ESTABLISHED_MLB,mean_t_ESTABLISHED_MLB,p_ALL_STAR_ONCE,mean_t_ALL_STAR_ONCE,p_ALL_STAR_THREE_PLUS,mean_t_ALL_STAR_THREE_PLUS,p_MAJOR_AWARD,mean_t_MAJOR_AWARD,p_ELITE,mean_t_ELITE,p_STAR,mean_t_STAR,p_STAR_PLUS_ELITE,mean_t_STAR_PLUS_ELITE,birth_year,age_at_snap_centered,years_in_pro,yip_centered,p_TOP_100_PROSPECT_x_yip_centered,p_MLB_DEBUT_x_yip_centered,p_ESTABLISHED_MLB_x_yip_centered,p_ELITE_x_yip_centered,p_STAR_x_yip_centered,p_STAR_PLUS_ELITE_x_yip_centered,xgb_p_TOP_100_PROSPECT,xgb_p_MLB_DEBUT,xgb_p_ESTABLISHED_MLB,xgb_p_STAR_PLUS_ELITE,realized_MLB_DEBUT,realized_TOP_100_PROSPECT,realized_ESTABLISHED_MLB,mlb_debut_year,rank,rank_in_snap
draft_2021_brett_kerry_r5p141,Brett Kerry,5,R4-R10,2022,1,0.001598027829475157,2.11647402261542,0.8269687681466654,2.3135457559282284,0.002092015122121982,4.670291272273412,0.0013790212130402324,5.407186579965864,0.0034558640039642485,5.4565611826066185,0.0013021488602538156,5.482629772859965,0.0032523353528857157,5.481870546904158,0.001977563410528571,5.550754234126752,0.0052234670640216585,5.481870546904158,1999.0,1.0,1,-2,-0.003196055658950314,-1.6539375362933308,-0.004184030244243964,-0.0065046707057714315,-0.003955126821057142,-0.010446934128043317,0.0035646595,0.90768474,0.006042732,0.0005361504,0,0,0,,1,1
draft_2021_will_warren_r8p243,Will Warren,8,R4-R10,2022,1,0.0013542402715193136,2.3894626796037968,0.807484807561142,2.457715127364972,0.0026892557846349696,4.959134592995125,0.0010216855399060032,5.92641813861867,0.0034063651223921187,5.804485881177907,0.0010715768639985024,5.912730139591364,0.0033771687928891847,5.911687996551796,0.0012013932295557028,5.9634411128952935,0.004574504714722094,5.911687996551796,1999.0,1.0,1,-2,-0.002708480543038627,-1.614969615122284,-0.005378511569269939,-0.006754337585778369,-0.0024027864591114056,-0.009149009429444188,0.005427983,0.8979953,0.007453472,0.00046986406,1,0,0,2024.0,2,2
draft_2021_hayden_juenger_r6p182,Hayden Juenger,6,R4-R10,2022,1,0.019284665920209054,2.312567828522042,0.8404194573371373,2.2277362077697602,0.027965484534128393,4.5077456008953485,0.0015365980974526572,5.57097730969486,0.002885151661082608,5.358108629908902,0.000836376313511078,5.490348139437248,0.003199578768919409,5.489410566990705,0.0025715710478090292,5.5315250258997395,0.005762921872601079,5.489410566990705,2000.0,0.0,1,-2,-0.03856933184041811,-1.6808389146742746,-0.055930969068256786,-0.006399157537838818,-0.0051431420956180585,-0.011525843745202158,0.0062712785,0.88563454,0.0074739386,0.001485288,0,0,0,,3,3
draft_2021_colton_cowser_r1p5,Colton Cowser,1,R1,2022,1,1.0,0.0,0.9985254046071488,1.2489929908690083,0.08779551321801715,3.9454523913943675,0.08510689618433342,5.538381664875851,0.006827074139264866,5.945848482661741,0.01406160124634448,5.576414076101829,0.0046034432762964705,5.580300398393427,0.09603295622695918,5.815586908360193,0.10019431723660976,5.580300398393427,2000.0,0.0,1,-2,-2.0,-1.9970508092142976,-0.1755910264360343,-0.009206886552592941,-0.19206591245391835,-0.20038863447321953,0.44313616,0.88237643,0.10148226,0.16746554,1,0,0,2023.0,4,4
draft_2021_justyn-henry_malloy_r6p187,Justyn-Henry Malloy,6,R4-R10,2022,1,0.018633489994700714,2.363295663291059,0.8795333489316572,2.1591053120043706,0.009361041040087614,4.4726125921185735,0.0021574059141286073,5.703993779047516,0.006316102037705162,5.8804107648321455,0.0009077257703721253,5.6632030929460715,0.0035675762777531705,5.662218244091973,0.002135024452047385,5.7182539366409975,0.00569498386721301,5.662218244091973,2000.0,0.0,1,-2,-0.03726697998940143,-1.7590666978633145,-0.01872208208017523,-0.007135152555506341,-0.00427004890409477,-0.01138996773442602,0.011866303,0.87926847,0.010603779,0.001206673,1,0,0,2024.0,5,5
draft_2021_will_bednar_r1p14,Will Bednar,1,R1,2022,1,0.030992574782217175,2.974113281011491,0.9091449335262474,3.475301707575808,0.0013657685584946844,6.242799585058561,0.0015424467829902033,6.862283045560123,0.0031427058692886645,6.904858884267531,0.0009702273625871172,6.922230886490997,0.0035592150273848766,6.920967963386955,0.002807196972036241,7.155862286160411,0.0063564205817734365,6.920967963386955,2000.0,0.0,1,-2,-0.06198514956443435,-1.8182898670524947,-0.0027315371169893687,-0.007118430054769753,-0.005614393944072482,-0.012712841163546873,0.018330432,0.8752094,0.01460216,0.001993682,0,0,0,,6,6
draft_2021_chase_silseth_r11p321,Chase Silseth,11,R10+,2022,1,0.009870637458252451,1.961069304944707,1.0,0.0,0.003289491968303304,15.0,0.001184970499461535,5.89104689584839,0.003473481243801757,5.700902123357159,0.0008938163434007995,5.77373612906997,0.00325164045508064,5.772750602183119,0.001794421041492078,6.47940658806321,0.005040226684520754,5.772750602183119,2000.0,0.0,1,-2,-0.019741274916504903,-2.0,-0.006578983936606608,-0.00650328091016128,-0.003588842082984156,-0.010080453369041509,0.008148557,0.87228376,0.013320428,0.002268359,0,0,0,2022.0,7,7
draft_2021_ryan_cusick_r1p24,Ryan Cusick,1,R1,2022,1,0.014470857791040959,1.8233640746667559,0.7860853710929266,2.8232736175410844,0.0008049220494263931,5.241141137719086,0.0004832704492022666,5.942815285534048,0.0030694695389744675,5.979451266611533,0.0011851040102384136,5.967914110811551,0.0035342457549196737,5.96684425596451,0.0006828327806386314,6.069446349300113,0.004214665236701998,5.96684425596451,1999.0,1.0,1,-2,-0.028941715582081917,-1.5721707421858533,-0.0016098440988527862,-0.0070684915098393475,-0.0013656655612772628,-0.008429330473403995,0.009422296,0.8722516,0.008618338,0.0009885917,0,0,0,,8,8
draft_2021_matt_mclain_r1p17,Matt McLain,1,R1,2022,1,0.006480723727305904,2.846929488797396,0.9773268735535086,1.8659124317703875,0.017017476146439225,4.802198805374902,0.005881888016081693,6.0068599566898,0.0037226832954165845,6.182935464933949,0.0012487246015645548,6.124853856224777,0.003730996102855433,6.123701484163768,0.003245495780610619,6.184080827511335,0.006964382951356707,6.123701484163768,1999.0,1.0,1,-2,-0.012961447454611807,-1.9546537471070171,-0.03403495229287845,-0.007461992205710866,-0.006490991561221238,-0.013928765902713414,0.009689854,0.8720039,0.012644556,0.0023655714,1,0,0,2023.0,9,9
draft_2021_gunnar_hoglund_r1p19,Gunnar Hoglund,1,R1,2022,1,0.9963070580459709,1.4838181503145729,0.9319919139503156,2.869323266199063,0.0018459640034853564,5.987334657711693,0.0056909748867496335,6.876951757971904,0.0028134698102378897,6.4566802779205466,0.0011782081602371708,6.926540142515725,0.003695153083119851,6.925359939515563,0.003208469190309149,7.0058974477177065,0.006891766488608342,6.925359939515563,1999.0,1.0,1,-2,-1.9926141160919417,-1.863983827900631,-0.0036919280069707128,-0.007390306166239702,-0.006416938380618298,-0.013783532977216684,0.17031091,0.8649895,0.02869005,0.0049308324,1,0,0,2025.0,10,10
