player_id,name,draft_round,bucket,snap_year,snap_offset,p_TOP_100_PROSPECT,mean_t_TOP_100_PROSPECT,p_MLB_DEBUT,mean_t_MLB_DEBUT,p_ESTABLISHED_MLB,mean_t_ESTABLISHED_MLB,p_ALL_STAR_ONCE,mean_t_ALL_STAR_ONCE,p_ALL_STAR_THREE_PLUS,mean_t_ALL_STAR_THREE_PLUS,p_MAJOR_AWARD,mean_t_MAJOR_AWARD,p_ELITE,mean_t_ELITE,p_STAR,mean_t_STAR,p_STAR_PLUS_ELITE,mean_t_STAR_PLUS_ELITE,birth_year,age_at_snap_centered,years_in_pro,yip_centered,p_TOP_100_PROSPECT_x_yip_centered,p_MLB_DEBUT_x_yip_centered,p_ESTABLISHED_MLB_x_yip_centered,p_ELITE_x_yip_centered,p_STAR_x_yip_centered,p_STAR_PLUS_ELITE_x_yip_centered,xgb_p_TOP_100_PROSPECT,xgb_p_MLB_DEBUT,xgb_p_ESTABLISHED_MLB,xgb_p_STAR_PLUS_ELITE,realized_MLB_DEBUT,realized_TOP_100_PROSPECT,realized_ESTABLISHED_MLB,mlb_debut_year,rank_in_snap,rank
draft_2021_brady_house_r1p11,Brady House,1,R1,2025,4,1.0,0.0,1.0,0.0,0.1292019057316418,15.0,0.0035682603706,4.5409925740810735,0.0036245412550465,4.913651405324581,0.0002334961266448,4.487517437154237,0.0063714192241994,4.484945706309038,0.0024123748103652,4.555915491153331,0.0087684237833219,4.484945706309038,2003.0,0.0,4,1,1.0,1.0,0.1292019057316418,0.0063714192241994,0.0024123748103652,0.0087684237833219,0.17342865,0.9109987,0.18652146,0.005240184,0,0,0,2025.0,11,11
draft_2021_chad_stevens_r11p328,Chad Stevens,11,R10+,2025,4,0.001237291955852,2.1524405138464355,1.0,0.0,0.0034404197472097,15.0,0.0011007293331347,3.6969279673698754,0.0021381782896187,3.807592589896777,0.0005673122886619,3.877370329279192,0.0020811924055073,3.876931741615445,0.0004716435990453,3.976664671246005,0.0025518544234762,3.876931741615445,1999.0,4.0,4,1,0.001237291955852,1.0,0.0034404197472097,0.0020811924055073,0.0004716435990453,0.0025518544234762,0.0015807352,0.9094186,0.003403054,0.0001422763,0,0,0,2025.0,12,12
draft_2021_andre_granillo_r14p421,Andre Granillo,14,R10+,2025,4,0.0002621619412651,2.473219954726221,1.0,0.0,0.0018638502958826,15.0,0.0010275306976449,5.219579553015807,0.0027783415027036,5.351410836580432,0.0006285066281666,5.077508343472113,0.0041730468403233,5.075972158064733,0.0013391605561807,5.348781275919313,0.0055066190167765,5.075972158064733,,0.0,4,1,0.0002621619412651,1.0,0.0018638502958826,0.0041730468403233,0.0013391605561807,0.0055066190167765,0.0032211829,0.90827674,0.00519809,0.00026674988,0,0,0,2025.0,13,13
draft_2021_chad_patrick_r4p107,Chad Patrick,4,R4-R10,2025,4,4.612174453610951e-05,2.636334592105952,1.0,0.0,0.001552438437082,15.0,0.0006149251826584,4.172196486833217,0.0021246253081355,4.348640493028637,0.0008476115396124,4.080783531645819,0.002240926468175,4.080277534722691,0.0007476408774274,4.225258155338392,0.0029868919373715,4.080277534722691,1998.0,5.0,4,1,4.612174453610951e-05,1.0,0.001552438437082,0.002240926468175,0.0007476408774274,0.0029868919373715,0.0017719935,0.9075812,0.004286889,0.00019576708,0,0,0,2025.0,14,14
draft_2021_noah_miller_r1p36,Noah Miller,1,R1,2025,4,0.0009957277069773,2.1459132325337267,0.8403694711389077,2.0076189428988256,0.0027539041724722,4.0901297505993535,0.0003293766858251,4.846442356918898,0.0025551159010558,4.964786681979971,0.0009227254729502,4.802346197152003,0.002830851228655,4.801581179524235,0.0008878567937348,4.976242818029976,0.0037161946318944,4.801581179524235,2002.0,1.0,4,1,0.0009957277069773,0.8403694711389077,0.0027539041724722,0.002830851228655,0.0008878567937348,0.0037161946318944,0.002007565,0.9037382,0.003263971,0.00021477445,0,0,0,,15,15
draft_2021_cooper_bowman_r4p122,Cooper Bowman,4,R4-R10,2025,4,0.0005974381706974,2.495255238957331,0.783825704251394,1.7760339201180926,0.0021807473903041,3.461650928378669,0.0005878038742243,4.103386188711655,0.0018646169833868,4.268743130676211,0.0007408204187201,4.088722015206628,0.0023019498887907,4.088205091716709,0.0008595774110591,4.195531437375619,0.003159548595724,4.088205091716709,2000.0,3.0,4,1,0.0005974381706974,0.783825704251394,0.0021807473903041,0.0023019498887907,0.0008595774110591,0.003159548595724,0.0015532855,0.9030026,0.0035027193,0.00018408324,0,0,0,,16,16
draft_2021_logan_henderson_r4p116,Logan Henderson,4,R4-R10,2025,4,0.0010154251507727,2.101896544854434,1.0,0.0,0.0022568929741951,15.0,0.0011893814257524,5.594951325904998,0.003424696487486,5.730983723715905,0.0010736441685521,5.517989408351212,0.0033908175593805,5.516823880916044,0.0005509198579731,5.492919692767968,0.0039398693486254,5.492919692767968,2002.0,1.0,4,1,0.0010154251507727,1.0,0.0022568929741951,0.0033908175593805,0.0005509198579731,0.0039398693486254,0.002536373,0.90042263,0.0034877188,0.00025650216,0,1,0,2025.0,17,17
draft_2021_brett_kerry_r5p141,Brett Kerry,5,R4-R10,2025,4,2.3357893749964557e-05,2.513832357651805,0.6736512398837484,2.068600659057478,0.0012276467749028,3.790086249350144,0.0018694064894378,4.27840010701825,0.0018604198913831,4.42108728699679,0.0008709718294627,4.155817865911451,0.0025945410948008,4.15520903313947,0.0020548838130443,4.447362578628045,0.0046440934273471,4.15520903313947,1999.0,4.0,4,1,2.3357893749964557e-05,0.6736512398837484,0.0012276467749028,0.0025945410948008,0.0020548838130443,0.0046440934273471,0.0015008457,0.8919249,0.0035089247,0.00018516676,0,0,0,,18,18
draft_2021_marcelo_mayer_r1p4,Marcelo Mayer,1,R1,2025,4,1.0,0.0,1.0,0.0,0.0115017477087036,15.0,0.0026998626908419,4.73103596220321,0.0027847942346965,4.964544333406155,0.001016721523783,4.715141057082468,0.0033442554552102,4.714155298909579,0.0026489932306547,4.798292234248972,0.0059843897758025,4.714155298909579,2002.0,1.0,4,1,1.0,1.0,0.0115017477087036,0.0033442554552102,0.0026489932306547,0.0059843897758025,0.12300306,0.89133775,0.011747019,0.0017840381,0,0,0,2025.0,19,19
draft_2021_bobby_seymour_r13p401,Bobby Seymour,13,R10+,2025,4,0.0003491561915505,2.1517963447727264,1.0,0.0,0.0017067486301743,15.0,0.0018031278698278,3.781243838673996,0.0034186466723773,3.939103525696626,0.0007254245662913,3.7389038705292,0.0020950378794484,3.738490429731282,0.0011581913445641,3.9602097674729646,0.0032508027692741,3.738490429731282,1998.0,5.0,4,1,0.0003491561915505,1.0,0.0017067486301743,0.0020950378794484,0.0011581913445641,0.0032508027692741,0.0015591705,0.88912725,0.0037199021,0.00014521422,0,0,0,2025.0,20,20
draft_2021_james_triantos_r2p56,James Triantos,2,R2-R3,2025,4,0.0080726006590227,2.588744499858962,0.9584933274753706,1.877234318142257,0.0046177873038071,4.7605732868075,0.0024766689871261,6.0269656161591385,0.0055926154244775,6.640882180496146,0.0016109332318535,6.215452384260104,0.0047784570305532,6.213693808135119,0.0016879012959039,6.234134823147239,0.0064582927626428,6.213693808135119,2003.0,0.0,4,1,0.0080726006590227,0.9584933274753706,0.0046177873038071,0.0047784570305532,0.0016879012959039,0.0064582927626428,0.004030211,0.8884741,0.004503591,0.00045292615,0,0,0,,21,21
draft_2021_brendan_beck_r2p55,Brendan Beck,2,R2-R3,2025,4,0.0027433607710742,1.3903388903444058,0.8917133209757857,1.887434705698226,0.002294780592641,4.412496052202355,0.0010513689141502,5.149862743011084,0.0025533496553802,5.2722332026285965,0.0010091710109602,5.228896771976627,0.0024908396912918,5.2281702619826165,0.0023508104185536,5.436482266653677,0.0048357946179482,5.2281702619826165,1998.0,5.0,4,1,0.0027433607710742,0.8917133209757857,0.002294780592641,0.0024908396912918,0.0023508104185536,0.0048357946179482,0.001702669,0.8883988,0.0032285233,0.00021253343,1,0,0,2026.0,22,22
draft_2021_ryan_bergert_r6p190,Ryan Bergert,6,R4-R10,2025,4,0.0002561745261477,2.8153063460712784,1.0,0.0,0.0015742646969051,15.0,0.0003384545786278,5.006442997623137,0.0027668982690247,5.195748289362674,0.0002478440746833,5.169030542304621,0.0033225044146615,5.16759822529347,0.0003476423337533,5.2270607795348685,0.0036689917052262,5.16759822529347,2000.0,3.0,4,1,0.0002561745261477,1.0,0.0015742646969051,0.0033225044146615,0.0003476423337533,0.0036689917052262,0.002888349,0.8881711,0.004264469,0.0002490095,0,0,0,2025.0,23,23
draft_2021_pierson_ohl_r14p429,Pierson Ohl,14,R10+,2025,4,1.82801859246462e-05,2.0953929960873365,1.0,0.0,0.0008958035744123,15.0,0.0002506390816399,4.106478458662153,0.0017022435647093,3.830927556710056,0.0005657632138783,4.024092483306192,0.0017200152422569,4.023752236027042,0.0007388916788285,4.884271042366321,0.0024576360161355,4.023752236027042,1999.0,4.0,4,1,1.82801859246462e-05,1.0,0.0008958035744123,0.0017200152422569,0.0007388916788285,0.0024576360161355,0.002934226,0.88759136,0.006083352,0.00035122727,0,0,0,2025.0,24,24
draft_2021_joe_rock_r2p68,Joe Rock,2,R2-R3,2025,4,4.3720115573409046e-05,2.6670237250737108,1.0,0.0,0.0019416561067649,15.0,0.0004735831600565,4.509038222881006,0.002284310505481,4.745281911896212,0.0010246824876698,4.593863490301586,0.0036425468923945,4.592799623810579,0.0002845595953187,4.61102498830135,0.0039260699660436,4.592799623810579,2000.0,3.0,4,1,4.3720115573409046e-05,1.0,0.0019416561067649,0.0036425468923945,0.0002845595953187,0.0039260699660436,0.0031564957,0.8860894,0.0048653437,0.00032124048,0,0,0,2025.0,25,25
draft_2021_tim_tawa_r11p318,Tim Tawa,11,R10+,2025,4,0.0036947533922857,2.251592401061307,1.0,0.0,0.0071139627734617,15.0,0.0010064790014707,3.678826285381822,0.0017810924457436,3.932199362613301,0.0005723370934916,3.736995271333965,0.0022584692848068,3.73642645691442,0.000400263606631,3.745637143700256,0.0026578289083765,3.73642645691442,1999.0,4.0,4,1,0.0036947533922857,1.0,0.0071139627734617,0.0022584692848068,0.000400263606631,0.0026578289083765,0.0020946078,0.88367605,0.0036625164,0.00030606767,0,0,0,2025.0,26,26
draft_2021_reed_trimble_r2p65,Reed Trimble,2,R2-R3,2025,4,0.0016651369615409,2.2225492334530506,0.7901459291824527,1.6185265855266544,0.0024895177869365,3.094120033750212,0.0004918619545849,3.854350608954713,0.001498192547284,3.833081185429893,0.000581429836218,3.70484959489271,0.0017880945736979,3.7045319988243657,0.000428562203006,3.8375843115565287,0.0022158904669543,3.7045319988243657,2000.0,3.0,4,1,0.0016651369615409,0.7901459291824527,0.0024895177869365,0.0017880945736979,0.000428562203006,0.0022158904669543,0.0017223434,0.8799325,0.0037536356,0.0002082515,0,0,0,,27,27
draft_2021_carson_seymour_r6p172,Carson Seymour,6,R4-R10,2025,4,0.0002749782907024,2.5668638081718407,1.0,0.0,0.0016124094698753,15.0,0.0010367356963203,4.30843387248135,0.0020582804687235,4.360791618902859,0.0005709428217166,4.136051328510075,0.002266475667208,4.135451262972865,0.000501056917767,4.222999076787662,0.002766396951663,4.135451262972865,1998.0,5.0,4,1,0.0002749782907024,1.0,0.0016124094698753,0.002266475667208,0.000501056917767,0.002766396951663,0.0015552724,0.8781696,0.0038358476,0.00015174439,0,0,0,2025.0,28,28
draft_2021_riley_martin_r6p184,Riley Martin,6,R4-R10,2025,4,6.032271207456752e-05,2.485848164355827,0.7562577726012467,1.9423437309748235,0.0128996285642081,3.835693983853226,0.0010389049310701,4.570577138614524,0.0019631308085868,4.699500648246464,0.0005013279307676,4.34525239774349,0.0021601863256043,4.344598756157781,0.000748541862342,4.5436020531855705,0.0029071111980512,4.344598756157781,1998.0,5.0,4,1,6.032271207456752e-05,0.7562577726012467,0.0128996285642081,0.0021601863256043,0.000748541862342,0.0029071111980512,0.0012881113,0.8781194,0.003913526,0.000210014,1,0,0,2026.0,29,29
draft_2021_edwin_arroyo_r2p48,Edwin Arroyo,2,R2-R3,2025,4,1.0,0.0,0.8683151229522543,2.147768037524807,0.0094458258159749,4.294326814631691,0.0007805966791525,5.031483843121996,0.00277056400145,5.032659964657196,0.0009257160529417,5.000796711163348,0.0031250846314455,4.999873907600269,0.000879174234613,5.525220605979159,0.0040015113721696,4.999873907600269,2003.0,0.0,4,1,1.0,0.8683151229522543,0.0094458258159749,0.0031250846314455,0.000879174234613,0.0040015113721696,0.1566634,0.8735927,0.016023109,0.001671876,0,0,0,,30,30
draft_2021_harry_ford_r1p12,Harry Ford,1,R1,2025,4,1.0,0.0,1.0,0.0,0.0038790842635684,15.0,0.0024237319895019,5.069929506862929,0.0042786400229942,5.309196434778948,0.0011824433088861,5.14336178437028,0.0043476113206032,5.142012077357889,0.0271514543935732,5.180210682446542,0.0313810217436841,5.142012077357889,2003.0,0.0,4,1,1.0,1.0,0.0038790842635684,0.0043476113206032,0.0271514543935732,0.0313810217436841,0.16117351,0.872338,0.01687623,0.009126957,0,0,0,2025.0,31,31
draft_2021_braxton_fulford_r6p170,Braxton Fulford,6,R4-R10,2025,4,0.0002639682059762,1.7394170431128833,1.0,0.0,0.0025188953913853,15.0,0.00090297898631,3.465276797460485,0.002838882656153,3.632122748701296,0.0006873078210191,3.459831228242912,0.0276836666100354,6.957645062591296,0.0014965044134753,3.2981493713263834,0.0291387422942477,3.2981493713263834,1998.0,5.0,4,1,0.0002639682059762,1.0,0.0025188953913853,0.0276836666100354,0.0014965044134753,0.0291387422942477,0.0050712237,0.8702559,0.0052243816,0.00087036495,0,0,0,2025.0,32,32
draft_2021_matt_svanson_r13p392,Matt Svanson,13,R10+,2025,4,0.0001349614365561,1.9958404187112968,1.0,0.0,0.0011982513344919,15.0,0.0014069435034276,4.018287972390392,0.0021147288147096,4.054039222860937,0.0005179838246536,3.989257180007174,0.0019677623165601,3.988762821117656,0.0009136386878632,4.047720732672471,0.0028796031806423,3.988762821117656,1999.0,4.0,4,1,0.0001349614365561,1.0,0.0011982513344919,0.0019677623165601,0.0009136386878632,0.0028796031806423,0.0016391691,0.8641464,0.0040824474,0.00014599977,0,0,0,2025.0,33,33
draft_2021_elmer_rodriguez-cruz_r4p105,Elmer Rodriguez-Cruz,4,R4-R10,2025,4,0.3993367776118626,1.0694832940047978,0.9265441998844846,1.8141522996299488,0.0017955084587406,4.011146615917379,0.0011718758061559,5.181920881287546,0.0023464587992245,5.21439937511894,0.0010918080952113,5.185131268369831,0.0025795537069275,5.184509838298413,0.000804157818132,5.609679610624446,0.0033816371567788,5.184509838298413,2003.0,0.0,4,1,0.3993367776118626,0.9265441998844846,0.0017955084587406,0.0025795537069275,0.000804157818132,0.0033816371567788,0.111958385,0.86353564,0.014487259,0.001308764,1,1,0,2026.0,34,34
draft_2021_max_muncy_r1p25,Max Muncy,1,R1,2025,4,0.0016687078141076,3.8146776883222913,1.0,0.0,0.0042597037773406,15.0,0.0007127327997251,4.667588951022156,0.0029023261187769,5.057258396923577,0.0009136452037242,4.573806603941312,0.0032277834953777,4.572750490553003,0.0004583826386184,4.65884443176668,0.0036846865740807,4.572750490553003,2002.0,1.0,4,1,0.0016687078141076,1.0,0.0042597037773406,0.0032277834953777,0.0004583826386184,0.0036846865740807,0.0027451601,0.86234343,0.003276489,0.00027169313,0,0,0,2025.0,35,35
draft_2021_carson_williams_r1p28,Carson Williams,1,R1,2025,4,1.0,0.0,1.0,0.0,0.0060448112614144,15.0,0.0005642557850856,4.307868306247938,0.0027198008922088,4.251814505415202,0.0,15.0,0.0027527172766342,4.173496077130986,0.0003462314567151,4.261395153667502,0.0030979956560368,4.173496077130986,2003.0,0.0,4,1,1.0,1.0,0.0060448112614144,0.0027527172766342,0.0003462314567151,0.0030979956560368,0.10791765,0.86033076,0.013700164,0.0013653095,0,0,0,2025.0,36,36
draft_2021_eduardo_rivera_r11p338,Eduardo Rivera,11,R10+,2025,4,0.000881885733594,2.2659152215891454,0.7815933595241746,2.118984435857814,0.0008623231756844,4.363022730013211,0.0012858475785516,5.35915999446068,0.0023749962810972,5.160650086904863,0.0002029621382613,5.215239561079758,0.0031137163978043,5.214113074690171,0.0009779161514341,5.631167537395054,0.004088587595682,5.214113074690171,2003.0,0.0,4,1,0.000881885733594,0.7815933595241746,0.0008623231756844,0.0031137163978043,0.0009779161514341,0.004088587595682,0.002958997,0.8592833,0.0042340937,0.00022294097,1,0,0,2026.0,37,37
draft_2021_daylen_lile_r2p47,Daylen Lile,2,R2-R3,2025,4,0.0033895445413097,1.6568282381101502,1.0,0.0,0.0029889994409512,15.0,0.0014158021126537,4.8607796647397885,0.0029242827644827,5.440988312329207,0.001056166517275,4.95115459795006,0.0036339792772952,4.949959106461609,0.0012098895833965,5.003144520561081,0.0048394721470178,4.949959106461609,2002.0,1.0,4,1,0.0033895445413097,1.0,0.0029889994409512,0.0036339792772952,0.0012098895833965,0.0048394721470178,0.0033225778,0.85864484,0.0035387485,0.0004745346,0,0,0,2025.0,38,38
draft_2021_joshua_baez_r2p54,Joshua Baez,2,R2-R3,2025,4,0.991272220698036,1.0594445769868268,0.9972167550698052,1.3313243697456143,0.004389282532859,4.250676224915088,0.0006389018714013,5.505091620121212,0.0036424737025818,5.7583655724664125,0.0012513601893116,5.5902107582910165,0.0038252007624192,5.5891061269188445,0.0008007481555547,5.5553977625077,0.0046228858955188,5.5553977625077,2003.0,0.0,4,1,0.991272220698036,0.9972167550698052,0.004389282532859,0.0038252007624192,0.0008007481555547,0.0046228858955188,0.15024371,0.8570478,0.015269213,0.0017523784,0,1,0,,39,39
draft_2021_carter_jensen_r3p78,Carter Jensen,3,R2-R3,2025,4,0.9064764223602702,1.1801999275611108,1.0,0.0,0.0037340486965763,15.0,0.0004494823350706,4.823275279014603,0.0030867457212537,4.904944568354545,0.0010323213841051,4.870111207009532,0.0033140593233761,4.86925736453752,0.0009888167188132,4.934684208067659,0.0042995990449232,4.86925736453752,2003.0,0.0,4,1,0.9064764223602702,1.0,0.0037340486965763,0.0033140593233761,0.0009888167188132,0.0042995990449232,0.15198329,0.85617644,0.015467438,0.0017142931,0,1,0,2025.0,40,40
draft_2021_kahlil_watson_r1p16,Kahlil Watson,1,R1,2025,4,1.0,0.0,0.9418325718224144,1.4759509556884642,0.0010783413548055,3.3991270242698146,0.0024801575199611,4.138563188441191,0.0031013643308449,4.170975440825347,0.0010015262867825,4.136815162105549,0.0031066527656415,4.136197947759092,0.0010549641307815,4.234303179157765,0.0041583394891886,4.136197947759092,2003.0,0.0,4,1,1.0,0.9418325718224144,0.0010783413548055,0.0031066527656415,0.0010549641307815,0.0041583394891886,0.1480966,0.8545278,0.014761145,0.0014269596,0,0,0,,41,41
draft_2021_liam_hicks_r9p254,Liam Hicks,9,R4-R10,2025,4,8.993343114371832e-05,1.9477122713316597,1.0,0.0,0.0005016474961183,15.0,0.0002288475879074,3.2220867165909945,0.0011893397272493,3.1435429011964477,0.0003906253963725,3.120776219159534,0.0029511308310956,3.1202117483633725,0.0002354983795758,3.1203052541192258,0.0031859342241428,3.1202117483633725,1999.0,4.0,4,1,8.993343114371832e-05,1.0,0.0005016474961183,0.0029511308310956,0.0002354983795758,0.0031859342241428,0.0020873237,0.8535963,0.0032389516,0.00023236425,0,0,0,2025.0,42,42
draft_2021_andrew_painter_r1p13,Andrew Painter,1,R1,2025,4,1.0,0.0,0.9872845996357064,1.693704232616978,0.0093756859084842,5.877477677772346,0.0025192883630342,6.75204598046526,0.0038418139879331,6.327995327889122,0.1504811262398515,10.454147098900703,0.0076079261186193,6.550668411453899,0.0060867382779757,6.554521134846004,0.0136483569414729,6.550668411453899,2003.0,0.0,4,1,1.0,0.9872845996357064,0.0093756859084842,0.0076079261186193,0.0060867382779757,0.0136483569414729,0.09097159,0.85222733,0.012722217,0.0031854347,1,0,0,2026.0,43,43
draft_2021_doug_nikhazy_r2p58,Doug Nikhazy,2,R2-R3,2025,4,0.0001166769510166,2.1952666273348047,1.0,0.0,0.0007208721443364,15.0,0.0007637712791637,3.995220805053183,0.0022483737856591,4.120915115145374,0.0007692548103226,3.844682798140116,0.0020319266104102,3.844286558595509,0.00043745166981,3.983119320006528,0.0024684894105316,3.844286558595509,1999.0,4.0,4,1,0.0001166769510166,1.0,0.0007208721443364,0.0020319266104102,0.00043745166981,0.0024684894105316,0.001540042,0.8436935,0.003976925,0.00017008992,0,0,0,2025.0,44,44
draft_2021_travis_adams_r6p189,Travis Adams,6,R4-R10,2025,4,4.915541007799451e-05,2.246937633042948,1.0,0.0,0.0005925690086585,15.0,0.0004791906569115,4.058754763097389,0.0019828787193068,4.149459863495922,0.0006834595038344,4.0311132225472415,0.0021843924413846,4.030611126739579,0.0015376376075317,4.175818218173987,0.0037186712449489,4.030611126739579,2000.0,3.0,4,1,4.915541007799451e-05,1.0,0.0005925690086585,0.0021843924413846,0.0015376376075317,0.0037186712449489,0.0014372077,0.8430361,0.0031241446,0.0002714909,0,0,0,2025.0,45,45
