event,h,arm,n,pos,ap,auc,calib,ece
MLB_DEBUT,3,control,42119,2217,0.5310208825556558,0.9425152742848757,0.889263960379514,0.006915938622799236
MLB_DEBUT,3,haz,42119,2217,0.522167867019086,0.9370034561672037,0.8672130721572059,0.007944058838601845
MLB_DEBUT,3,mix_haz,42119,2217,0.5377905058565947,0.9425715917846265,0.8782385162683601,0.007077829916702046
MLB_DEBUT,3,v3,42119,2217,0.5419968906333408,0.9411942603989608,0.9168465140832368,0.006435585550086934
MLB_DEBUT,3,mix_v3,42119,2217,0.5447655853553914,0.9438521423043517,0.9030552372313756,0.006237370646675936
MLB_DEBUT,6,control,35279,3063,0.5671287577366119,0.9233250769516016,0.9171852759560398,0.009972005923791138
MLB_DEBUT,6,haz,35279,3063,0.565792698524653,0.9216967338729979,0.8930288746907563,0.01356086796431881
MLB_DEBUT,6,mix_haz,35279,3063,0.5729238313806213,0.9247138165327233,0.9051070753233981,0.009861868204980431
MLB_DEBUT,6,v3,35279,3063,0.5715025343611919,0.9236995286711855,0.9121857488825567,0.011639400561448047
MLB_DEBUT,6,mix_v3,35279,3063,0.5747690751893929,0.9252654107708002,0.9146855124192983,0.009627994379822723
TOP_100_PROSPECT,3,control,41850,319,0.4550399249131201,0.976540468429784,0.9702307953935627,0.0013224686131045147
TOP_100_PROSPECT,3,haz,41850,319,0.4305133183467358,0.9743103859646634,0.8832683994272774,0.0013081924007358314
TOP_100_PROSPECT,3,mix_haz,41850,319,0.46120363577673906,0.9773740037373602,0.9267495974104202,0.0010286345416878851
TOP_100_PROSPECT,3,v3,41850,319,0.44307756533993625,0.9724457064175878,0.9754354065106344,0.0014219009174714701
TOP_100_PROSPECT,3,mix_v3,41850,319,0.4582311146921421,0.9762207314413851,0.9728331009520985,0.0011284277790322296
TOP_100_PROSPECT,6,control,35057,368,0.43028776672720964,0.9686223909471364,0.9862659532472999,0.0019315791839576663
TOP_100_PROSPECT,6,haz,35057,368,0.4172924355358113,0.9646085809685315,0.9648238010895199,0.0021010001513040795
TOP_100_PROSPECT,6,mix_haz,35057,368,0.43877596339471964,0.968347549718179,0.9755448771684098,0.0015807282008575493
TOP_100_PROSPECT,6,v3,35057,368,0.4212491299654511,0.9623270501737802,0.9458173618735728,0.002311851218691339
TOP_100_PROSPECT,6,mix_v3,35057,368,0.4332861825681192,0.9672394895261873,0.9660416575604365,0.0014896042912115972
ESTABLISHED_MLB,3,control,42119,291,0.24838576097671292,0.9672864195607803,0.6185125472073258,0.002731401489415696
ESTABLISHED_MLB,3,haz,42119,291,0.2523070382810186,0.9599298731805295,0.8271044827406029,0.0014084981307383995
ESTABLISHED_MLB,3,mix_haz,42119,291,0.26034631028360683,0.9653283106368841,0.7228085149739644,0.0019621633708952766
ESTABLISHED_MLB,3,v3,42119,291,0.26621685960159985,0.9645327518651904,0.7450047650644669,0.001761761042907954
ESTABLISHED_MLB,3,mix_v3,42119,291,0.2657285355107174,0.9672569665923648,0.6817586561358963,0.002229441758139924
ESTABLISHED_MLB,3,v3cond,42119,291,0.27676859328017944,0.9668913718658673,0.8379716973692406,0.0011825174414774712
ESTABLISHED_MLB,3,mix_cond,42119,291,0.27191507437297535,0.9684645793754623,0.7282421222882832,0.001911492685547259
ESTABLISHED_MLB,6,control,35279,956,0.32507182789451816,0.9358281441979267,0.736610845486163,0.0073866182626717
ESTABLISHED_MLB,6,haz,35279,956,0.33961198177264207,0.9349758850116607,0.8173711640968089,0.006278262904793968
ESTABLISHED_MLB,6,mix_haz,35279,956,0.3403899182327538,0.937844400786669,0.7769910047914859,0.0065001679901067625
ESTABLISHED_MLB,6,v3,35279,956,0.3388362153250867,0.9371264794689191,0.825226469039119,0.006565453186965987
ESTABLISHED_MLB,6,mix_v3,35279,956,0.3392392021680255,0.9387330787009015,0.780918657262641,0.0066899932299121405
ESTABLISHED_MLB,6,v3cond,35279,956,0.3528648443741633,0.938540821340753,0.832082033566857,0.005706600980599413
ESTABLISHED_MLB,6,mix_cond,35279,956,0.34644782719953277,0.9391827357065788,0.7843464395265101,0.006392410849944714
STAR_PLUS_ELITE,3,control,42119,44,0.05987537158504156,0.9653005995786744,0.4707565494107395,0.0005540522779730519
STAR_PLUS_ELITE,3,haz,42119,44,0.10526137449799586,0.9533309026089775,0.5674687933950172,0.00045184769559152027
STAR_PLUS_ELITE,3,mix_haz,42119,44,0.07306840087877306,0.962498784637822,0.5191126714028784,0.0005245204046225475
STAR_PLUS_ELITE,3,v3,42119,44,0.08309012561653575,0.9539591098147249,0.6211723516127889,0.00039574578050374613
STAR_PLUS_ELITE,3,mix_v3,42119,44,0.06696169652112703,0.9630748663101604,0.5459644505117642,0.0004926637968592331
STAR_PLUS_ELITE,3,v3cond,42119,44,0.11907089599419961,0.9613117809107113,0.7676459890708313,0.00024273075051362624
STAR_PLUS_ELITE,3,mix_cond,42119,44,0.09464656115034725,0.9654785826176201,0.6192012692407853,0.00040815094778537446
STAR_PLUS_ELITE,6,control,35279,153,0.13505504813261549,0.9519301011224205,0.7663588683014106,0.0010799855912402893
STAR_PLUS_ELITE,6,haz,35279,153,0.18355025600443284,0.9455175188183418,0.7724025667235502,0.000987366461721447
STAR_PLUS_ELITE,6,mix_haz,35279,153,0.16529808707638566,0.9517557521214942,0.7693807175124804,0.0010001629927319509
STAR_PLUS_ELITE,6,v3,35279,153,0.17617807492256218,0.9416729093656859,0.9089348788418186,0.0008391746561052227
