player_id,as_of,source,overall_rank,org_rank,list_size,org_rank_1y_ago,org_rank_2y_ago,org_rank_delta_1y,org_rank_delta_2y,mlbam_id,tbc_player_id,team,matched,match_method
,1992-01-01,Baseball America,,10,10,,,,,,76298,Chicago Cubs,0,
,1991-01-01,Baseball America,41,1,10,,,,,113345,10738,Chicago Cubs,0,
,1991-01-01,Baseball America,39,2,10,9,,7,,121931,17773,Chicago Cubs,0,
,1991-01-01,Baseball America,87,3,10,4,,1,,,76002,Chicago Cubs,0,
,1991-01-01,Baseball America,,4,10,,,,,,135102,Chicago Cubs,0,
,1991-01-01,Baseball America,,5,10,,,,,116084,12931,Chicago Cubs,0,
,1991-01-01,Baseball America,,6,10,,,,,,74700,Chicago Cubs,0,
,1991-01-01,Baseball America,,7,10,2,4,-5,-3,124271,256,Chicago Cubs,0,
ifa_112102,1991-01-01,Baseball America,,8,10,6,,-2,,112102,9722,Chicago Cubs,1,mlbam
,1991-01-01,Baseball America,,9,10,,,,,,3003,Chicago Cubs,0,
,1991-01-01,Baseball America,,10,10,10,,0,,110312,1288,Chicago Cubs,0,
,1990-01-01,Baseball America,14,1,10,1,2,0,1,115476,12437,Chicago Cubs,0,
,1990-01-01,Baseball America,70,2,10,4,3,2,1,124271,256,Chicago Cubs,0,
,1990-01-01,Baseball America,22,3,10,3,,0,,,80601,Chicago Cubs,0,
,1990-01-01,Baseball America,44,4,10,,,,,,76002,Chicago Cubs,0,
,1990-01-01,Baseball America,,5,10,6,,1,,111250,9028,Chicago Cubs,0,
ifa_112102,1990-01-01,Baseball America,,6,10,,,,,112102,9722,Chicago Cubs,1,mlbam
,1990-01-01,Baseball America,,7,10,,,,,122398,18161,Chicago Cubs,0,
draft_2012_derrick_may_r37p1140,1990-01-01,Baseball America,72,8,10,10,,2,,118471,14927,Chicago Cubs,1,mlbam
,1990-01-01,Baseball America,,9,10,,,,,121931,17773,Chicago Cubs,0,
,1990-01-01,Baseball America,,10,10,,,,,110312,1288,Chicago Cubs,0,
,1989-01-01,Baseball America,,1,10,2,,1,,115476,12437,Chicago Cubs,0,
,1989-01-01,Baseball America,,2,10,9,,7,,123901,19372,Chicago Cubs,0,
,1989-01-01,Baseball America,,3,10,,,,,,80601,Chicago Cubs,0,
,1989-01-01,Baseball America,,4,10,3,,-1,,124271,256,Chicago Cubs,0,
ifa_112113,1989-01-01,Baseball America,,5,10,,,,,112113,1216,Chicago Cubs,1,mlbam
,1989-01-01,Baseball America,,6,10,,,,,111250,9028,Chicago Cubs,0,
,1989-01-01,Baseball America,,7,10,6,,-1,,114833,1076,Chicago Cubs,0,
,1989-01-01,Baseball America,,8,10,5,7,-3,-1,122416,18146,Chicago Cubs,0,
,1989-01-01,Baseball America,,9,10,,,,,,95703,Chicago Cubs,0,
draft_2012_derrick_may_r37p1140,1989-01-01,Baseball America,,10,10,,,,,118471,14927,Chicago Cubs,1,mlbam
,1988-01-01,Baseball America,,1,10,6,,5,,115007,1110,Chicago Cubs,0,
,1988-01-01,Baseball America,,2,10,,,,,115476,12437,Chicago Cubs,0,
,1988-01-01,Baseball America,,3,10,,,,,124271,256,Chicago Cubs,0,
,1988-01-01,Baseball America,,4,10,,,,,458476,87544,Chicago Cubs,0,
,1988-01-01,Baseball America,,5,10,7,,2,,122416,18146,Chicago Cubs,0,
,1988-01-01,Baseball America,,6,10,,,,,114833,1076,Chicago Cubs,0,
,1988-01-01,Baseball America,,7,10,,,,,114913,11977,Chicago Cubs,0,
,1988-01-01,Baseball America,,8,10,8,,0,,,76170,Chicago Cubs,0,
,1988-01-01,Baseball America,,9,10,,,,,123901,19372,Chicago Cubs,0,
,1988-01-01,Baseball America,,10,10,10,,0,,113062,10492,Chicago Cubs,0,
,1987-01-01,Baseball America,,1,10,6,,5,,120191,625,Chicago Cubs,0,
,1987-01-01,Baseball America,,2,10,5,7,3,5,115335,12333,Chicago Cubs,0,
,1987-01-01,Baseball America,,3,10,8,,5,,118363,1019,Chicago Cubs,0,
,1987-01-01,Baseball America,,4,10,1,,-3,,,81094,Chicago Cubs,0,
,1987-01-01,Baseball America,,5,10,7,5,2,0,118120,1295,Chicago Cubs,0,
,1987-01-01,Baseball America,,6,10,,,,,115007,1110,Chicago Cubs,0,
,1987-01-01,Baseball America,,7,10,,,,,122416,18146,Chicago Cubs,0,
,1987-01-01,Baseball America,,8,10,,,,,,76170,Chicago Cubs,0,
,1987-01-01,Baseball America,,9,10,3,10,-6,1,111624,9345,Chicago Cubs,0,
,1987-01-01,Baseball America,,10,10,,,,,113062,10492,Chicago Cubs,0,
,1986-01-01,Baseball America,,1,10,,,,,,81094,Chicago Cubs,0,
,1986-01-01,Baseball America,,2,10,2,3,0,1,115602,12539,Chicago Cubs,0,
,1986-01-01,Baseball America,,3,10,10,,7,,111624,9345,Chicago Cubs,0,
,1986-01-01,Baseball America,,4,10,,,,,,90973,Chicago Cubs,0,
,1986-01-01,Baseball America,,5,10,7,,2,,115335,12333,Chicago Cubs,0,
,1986-01-01,Baseball America,,6,10,,,,,120191,625,Chicago Cubs,0,
,1986-01-01,Baseball America,,7,10,5,,-2,,118120,1295,Chicago Cubs,0,
,1986-01-01,Baseball America,,8,10,,,,,118363,1019,Chicago Cubs,0,
,1986-01-01,Baseball America,,9,10,6,,-3,,110939,8774,Chicago Cubs,0,
,1986-01-01,Baseball America,,10,10,,4,,-6,,76320,Chicago Cubs,0,
draft_2011_shawon_dunston_r11p339,1985-01-01,Baseball America,,1,10,1,1,0,0,113645,1033,Chicago Cubs,1,mlbam
,1985-01-01,Baseball America,,2,10,3,,1,,115602,12539,Chicago Cubs,0,
,1985-01-01,Baseball America,,3,10,,,,,110028,8019,Chicago Cubs,0,
,1985-01-01,Baseball America,,4,10,5,,1,,581518,133124,Chicago Cubs,0,
,1985-01-01,Baseball America,,5,10,,,,,118120,1295,Chicago Cubs,0,
,1985-01-01,Baseball America,,6,10,,,,,110939,8774,Chicago Cubs,0,
,1985-01-01,Baseball America,,7,10,,,,,115335,12333,Chicago Cubs,0,
,1985-01-01,Baseball America,,8,10,,,,,116426,13217,Chicago Cubs,0,
,1985-01-01,Baseball America,,9,10,,,,,116636,13338,Chicago Cubs,0,
,1985-01-01,Baseball America,,10,10,,,,,111624,9345,Chicago Cubs,0,
draft_2011_shawon_dunston_r11p339,1984-01-01,Baseball America,,1,10,1,,0,,113645,1033,Chicago Cubs,1,mlbam
,1984-01-01,Baseball America,,2,10,2,,0,,112064,9693,Chicago Cubs,0,
,1984-01-01,Baseball America,,3,10,,,,,115602,12539,Chicago Cubs,0,
,1984-01-01,Baseball America,,4,10,,,,,,76320,Chicago Cubs,0,
,1984-01-01,Baseball America,,5,10,,,,,581518,133124,Chicago Cubs,0,
,1984-01-01,Baseball America,,6,10,6,,0,,555644,72428,Chicago Cubs,0,
,1984-01-01,Baseball America,,7,10,10,,3,,121898,17744,Chicago Cubs,0,
,1984-01-01,Baseball America,,8,10,,,,,120134,16258,Chicago Cubs,0,
,1984-01-01,Baseball America,,9,10,,,,,,85445,Chicago Cubs,0,
draft_2008_henry_cotto_r41p1242,1984-01-01,Baseball America,,10,10,,,,,112724,10230,Chicago Cubs,1,mlbam
draft_2011_shawon_dunston_r11p339,1983-01-01,Baseball America,,1,10,,,,,113645,1033,Chicago Cubs,1,mlbam
,1983-01-01,Baseball America,,2,10,,,,,112064,9693,Chicago Cubs,0,
,1983-01-01,Baseball America,,3,10,,,,,117941,14486,Chicago Cubs,0,
,1983-01-01,Baseball America,,4,10,,,,,115348,12340,Chicago Cubs,0,
,1983-01-01,Baseball America,,5,10,,,,,123072,18682,Chicago Cubs,0,
,1983-01-01,Baseball America,,6,10,,,,,555644,72428,Chicago Cubs,0,
,1983-01-01,Baseball America,,7,10,,,,,,77114,Chicago Cubs,0,
,1983-01-01,Baseball America,,8,10,,,,,117628,14230,Chicago Cubs,0,
,1983-01-01,Baseball America,,9,10,,,,,118361,14834,Chicago Cubs,0,
,1983-01-01,Baseball America,,10,10,,,,,121898,17744,Chicago Cubs,0,
draft_2022_noah_schultz_r1p25,2026-01-01,Baseball America,26,1,30,1,2,0,1,702273,284657,Chicago White Sox,1,mlbam
draft_2024_caleb_bonemer_r2p43,2026-01-01,Baseball America,27,2,30,11,,9,,815352,331411,Chicago White Sox,1,mlbam
draft_2024_braden_montgomery_r1p12,2026-01-01,Baseball America,73,3,30,5,,2,,695731,233192,Chicago White Sox,1,mlbam
draft_2024_hagen_smith_r1p5,2026-01-01,Baseball America,91,4,30,3,,-1,,696146,240619,Chicago White Sox,1,mlbam
draft_2025_billy_carlson_r1p10,2026-01-01,Baseball America,92,5,30,,,,,815814,361990,Chicago White Sox,1,mlbam
draft_2021_tanner_mcdougal_r5p155,2026-01-01,Baseball America,100,6,30,,15,,9,701780,237232,Chicago White Sox,1,mlbam
draft_2025_jaden_fauske_r2p44,2026-01-01,Baseball America,,7,30,,,,,828262,362004,Chicago White Sox,1,mlbam
draft_2023_christian_oppor_r5p152,2026-01-01,Baseball America,,8,30,,29,,21,803291,284706,Chicago White Sox,1,mlbam
draft_2024_sam_antonacci_r5p140,2026-01-01,Baseball America,,9,30,,,,,803011,245155,Chicago White Sox,1,mlbam
draft_2025_kyle_lodise_r3p76,2026-01-01,Baseball America,,10,30,,,,,827517,285921,Chicago White Sox,1,mlbam
draft_2023_mathias_lacombe_r12p359,2026-01-01,Baseball America,,11,30,,25,,14,807187,260928,Chicago White Sox,1,mlbam
ifa_703151,2026-01-01,Baseball America,,12,30,30,,18,,703151,244059,Chicago White Sox,1,birthdate+name
draft_2021_ky_bush_r2p45,2026-01-01,Baseball America,,13,30,12,11,-1,-2,681066,215991,Chicago White Sox,1,mlbam
draft_2022_mason_adams_r13p401,2026-01-01,Baseball America,,14,30,13,,-1,,690279,230135,Chicago White Sox,1,mlbam
draft_2023_george_wolkow_r7p209,2026-01-01,Baseball America,,15,30,17,12,2,-3,805804,315588,Chicago White Sox,1,mlbam
ifa_808684,2026-01-01,Baseball America,,16,30,,22,,6,808684,292987,Chicago White Sox,1,mlbam
ifa_800419,2026-01-01,Baseball America,,17,30,28,,11,,800419,241563,Chicago White Sox,1,mlbam
ifa_702881,2026-01-01,Baseball America,,18,30,19,,1,,702881,284067,Chicago White Sox,1,mlbam
ifa_699151,2026-01-01,Baseball America,,19,30,,,,,699151,232720,Chicago White Sox,1,mlbam
ifa_693739,2026-01-01,Baseball America,,20,30,,,,,693739,237823,Chicago White Sox,1,mlbam
draft_2024_gage_ziehl_r4p119,2026-01-01,Baseball America,,21,30,,,,,695721,237308,Chicago White Sox,1,mlbam
draft_2024_blake_larson_r2p68,2026-01-01,Baseball America,,22,30,26,,4,,820836,341577,Chicago White Sox,1,mlbam
ifa_683568,2026-01-01,Baseball America,,23,30,9,,-14,,683568,223669,Chicago White Sox,1,mlbam
draft_2025_landon_hodge_r4p106,2026-01-01,Baseball America,,24,30,,,,,821933,362019,Chicago White Sox,1,mlbam
draft_2023_jacob_gonzalez_r1p15,2026-01-01,Baseball America,,25,30,16,6,-9,-19,694378,230771,Chicago White Sox,1,mlbam
ifa_807001,2026-01-01,Baseball America,,26,30,,,,,807001,291464,Chicago White Sox,1,mlbam
draft_2025_gabe_davis_r5p137,2026-01-01,Baseball America,,27,30,,,,,805031,296233,Chicago White Sox,1,mlbam
draft_2022_shane_murphy_r14p431,2026-01-01,Baseball America,,28,30,,,,,690294,222313,Chicago White Sox,1,mlbam
ifa_830034,2026-01-01,Baseball America,,29,30,,,,,830034,345282,Chicago White Sox,1,mlbam
draft_2025_matthew_boughton_r11p316,2026-01-01,Baseball America,,30,30,,,,,815592,362050,Chicago White Sox,1,mlbam
draft_2024_braden_montgomery_r1p12,2026-01-01,MLB Pipeline,36,1,30,5,,4,,695731,233192,Chicago White Sox,1,mlbam
draft_2022_noah_schultz_r1p25,2026-01-01,MLB Pipeline,49,2,30,1,2,-1,0,702273,284657,Chicago White Sox,1,mlbam
draft_2024_caleb_bonemer_r2p43,2026-01-01,MLB Pipeline,61,3,30,11,,8,,815352,331411,Chicago White Sox,1,mlbam
draft_2024_hagen_smith_r1p5,2026-01-01,MLB Pipeline,72,4,30,3,,-1,,696146,240619,Chicago White Sox,1,mlbam
draft_2025_billy_carlson_r1p10,2026-01-01,MLB Pipeline,73,5,30,,,,,815814,361990,Chicago White Sox,1,mlbam
draft_2021_tanner_mcdougal_r5p155,2026-01-01,MLB Pipeline,,6,30,,18,,12,701780,237232,Chicago White Sox,1,mlbam
draft_2025_jaden_fauske_r2p44,2026-01-01,MLB Pipeline,,7,30,,,,,828262,362004,Chicago White Sox,1,mlbam
draft_2023_christian_oppor_r5p152,2026-01-01,MLB Pipeline,,8,30,,,,,803291,284706,Chicago White Sox,1,mlbam
draft_2024_sam_antonacci_r5p140,2026-01-01,MLB Pipeline,,9,30,29,,20,,803011,245155,Chicago White Sox,1,mlbam
draft_2025_kyle_lodise_r3p76,2026-01-01,MLB Pipeline,,10,30,,,,,827517,285921,Chicago White Sox,1,mlbam
ifa_703151,2026-01-01,MLB Pipeline,,11,30,15,,4,,703151,244059,Chicago White Sox,1,birthdate+name
draft_2022_mason_adams_r13p401,2026-01-01,MLB Pipeline,,12,30,12,19,0,7,690279,230135,Chicago White Sox,1,mlbam
ifa_808684,2026-01-01,MLB Pipeline,,13,30,24,22,11,9,808684,292987,Chicago White Sox,1,mlbam
draft_2023_george_wolkow_r7p209,2026-01-01,MLB Pipeline,,14,30,10,11,-4,-3,805804,315588,Chicago White Sox,1,mlbam
ifa_800419,2026-01-01,MLB Pipeline,,15,30,19,,4,,800419,241563,Chicago White Sox,1,mlbam
draft_2024_blake_larson_r2p68,2026-01-01,MLB Pipeline,,16,30,18,,2,,820836,341577,Chicago White Sox,1,mlbam
draft_2023_mathias_lacombe_r12p359,2026-01-01,MLB Pipeline,,17,30,,,,,807187,260928,Chicago White Sox,1,mlbam
draft_2022_david_sandlin_r11p325,2026-01-01,MLB Pipeline,,18,30,,,,,689818,240416,Chicago White Sox,1,mlbam
ifa_699151,2026-01-01,MLB Pipeline,,19,30,,,,,699151,232720,Chicago White Sox,1,mlbam
,2026-01-01,MLB Pipeline,,20,30,,,,,837870,366640,Chicago White Sox,0,
draft_2025_landon_hodge_r4p106,2026-01-01,MLB Pipeline,,21,30,,,,,821933,362019,Chicago White Sox,1,mlbam
ifa_693739,2026-01-01,MLB Pipeline,,22,30,,,,,693739,237823,Chicago White Sox,1,mlbam
ifa_800316,2026-01-01,MLB Pipeline,,23,30,16,,-7,,800316,244036,Chicago White Sox,1,mlbam
ifa_702881,2026-01-01,MLB Pipeline,,24,30,23,,-1,,702881,284067,Chicago White Sox,1,mlbam
draft_2022_tyler_schweitzer_r5p161,2026-01-01,MLB Pipeline,,25,30,22,,-3,,805326,224650,Chicago White Sox,1,mlbam
draft_2023_jacob_gonzalez_r1p15,2026-01-01,MLB Pipeline,,26,30,13,5,-13,-21,694378,230771,Chicago White Sox,1,mlbam
draft_2025_gabe_davis_r5p137,2026-01-01,MLB Pipeline,,27,30,,,,,805031,296233,Chicago White Sox,1,mlbam
,2026-01-01,MLB Pipeline,,28,30,,,,,836608,366558,Chicago White Sox,0,
draft_2022_shane_murphy_r14p431,2026-01-01,MLB Pipeline,,29,30,,,,,690294,222313,Chicago White Sox,1,mlbam
draft_2021_ky_bush_r2p45,2026-01-01,MLB Pipeline,,30,30,21,17,-9,-13,681066,215991,Chicago White Sox,1,mlbam
draft_2022_noah_schultz_r1p25,2025-01-01,Baseball America,10,1,30,2,4,1,3,702273,284657,Chicago White Sox,1,mlbam
draft_2021_colson_montgomery_r1p22,2025-01-01,Baseball America,39,2,30,1,1,-1,-1,695657,233221,Chicago White Sox,1,mlbam
draft_2024_hagen_smith_r1p5,2025-01-01,Baseball America,40,3,30,,,,,696146,240619,Chicago White Sox,1,mlbam
draft_2023_kyle_teel_r1p14,2025-01-01,Baseball America,52,4,30,,,,,691019,228440,Chicago White Sox,1,mlbam
draft_2024_braden_montgomery_r1p12,2025-01-01,Baseball America,66,5,30,,,,,695731,233192,Chicago White Sox,1,mlbam
ifa_700337,2025-01-01,Baseball America,,6,30,5,,-1,,700337,237050,Chicago White Sox,1,mlbam
draft_2022_drew_thorpe_r2p61,2025-01-01,Baseball America,,7,30,,,,,689672,225479,Chicago White Sox,1,mlbam
draft_2022_chase_meidroth_r4p129,2025-01-01,Baseball America,,8,30,,,,,805367,226273,Chicago White Sox,1,mlbam
ifa_683568,2025-01-01,Baseball America,,9,30,,,,,683568,223669,Chicago White Sox,1,mlbam
draft_2023_grant_taylor_r2p51,2025-01-01,Baseball America,,10,30,17,,7,,691799,241614,Chicago White Sox,1,mlbam
draft_2024_caleb_bonemer_r2p43,2025-01-01,Baseball America,,11,30,,,,,815352,331411,Chicago White Sox,1,mlbam
draft_2021_ky_bush_r2p45,2025-01-01,Baseball America,,12,30,11,,-1,,681066,215991,Chicago White Sox,1,mlbam
draft_2022_mason_adams_r13p401,2025-01-01,Baseball America,,13,30,,,,,690279,230135,Chicago White Sox,1,mlbam
draft_2021_nick_nastrini_r4p131,2025-01-01,Baseball America,,14,30,3,,-11,,680897,220266,Chicago White Sox,1,mlbam
ifa_682868,2025-01-01,Baseball America,,15,30,4,3,-11,-12,682868,222621,Chicago White Sox,1,mlbam
draft_2023_jacob_gonzalez_r1p15,2025-01-01,Baseball America,,16,30,6,,-10,,694378,230771,Chicago White Sox,1,mlbam
draft_2023_george_wolkow_r7p209,2025-01-01,Baseball America,,17,30,12,,-5,,805804,315588,Chicago White Sox,1,mlbam
ifa_683636,2025-01-01,Baseball America,,18,30,30,,12,,683636,222662,Chicago White Sox,1,mlbam
ifa_702881,2025-01-01,Baseball America,,19,30,,,,,702881,284067,Chicago White Sox,1,mlbam
ifa_682790,2025-01-01,Baseball America,,20,30,,,,,682790,223642,Chicago White Sox,1,mlbam
draft_2022_eric_adler_r6p191,2025-01-01,Baseball America,,21,30,,30,,9,688328,226085,Chicago White Sox,1,mlbam
draft_2022_peyton_pallette_r2p62,2025-01-01,Baseball America,,22,30,10,7,-12,-15,688883,226686,Chicago White Sox,1,mlbam
draft_2020_jake_eder_r4p104,2025-01-01,Baseball America,,23,30,7,,-16,,671109,210159,Chicago White Sox,1,mlbam
draft_2017_shameko_smith_r13p386,2025-01-01,Baseball America,,24,30,,,,,676693,209926,Chicago White Sox,1,mlbam
draft_2022_brooks_baldwin_r12p371,2025-01-01,Baseball America,,25,30,,,,,681460,220117,Chicago White Sox,1,mlbam
draft_2024_blake_larson_r2p68,2025-01-01,Baseball America,,26,30,,,,,820836,341577,Chicago White Sox,1,mlbam
draft_2021_sean_burke_r3p94,2025-01-01,Baseball America,,27,30,13,5,-14,-22,680732,220211,Chicago White Sox,1,mlbam
ifa_800419,2025-01-01,Baseball America,,28,30,,,,,800419,241563,Chicago White Sox,1,mlbam
ifa_800316,2025-01-01,Baseball America,,29,30,,,,,800316,244036,Chicago White Sox,1,mlbam
ifa_703151,2025-01-01,Baseball America,,30,30,,,,,703151,244059,Chicago White Sox,1,birthdate+name
draft_2022_noah_schultz_r1p25,2025-01-01,ESPN,18,1,10,2,,1,,702273,284657,Chicago White Sox,1,mlbam
draft_2021_colson_montgomery_r1p22,2025-01-01,ESPN,33,2,10,1,,-1,,695657,233221,Chicago White Sox,1,mlbam
draft_2023_kyle_teel_r1p14,2025-01-01,ESPN,38,3,10,,,,,691019,228440,Chicago White Sox,1,mlbam
draft_2024_hagen_smith_r1p5,2025-01-01,ESPN,41,4,10,,,,,696146,240619,Chicago White Sox,1,mlbam
ifa_700337,2025-01-01,ESPN,54,5,10,4,,-1,,700337,237050,Chicago White Sox,1,mlbam
draft_2024_braden_montgomery_r1p12,2025-01-01,ESPN,92,6,10,,,,,695731,233192,Chicago White Sox,1,mlbam
draft_2023_jacob_gonzalez_r1p15,2025-01-01,ESPN,,7,10,5,,-2,,694378,230771,Chicago White Sox,1,mlbam
ifa_682868,2025-01-01,ESPN,,8,10,3,,-5,,682868,222621,Chicago White Sox,1,mlbam
ifa_683568,2025-01-01,ESPN,,9,10,,,,,683568,223669,Chicago White Sox,1,mlbam
draft_2023_grant_taylor_r2p51,2025-01-01,ESPN,,10,10,10,,0,,691799,241614,Chicago White Sox,1,mlbam
draft_2022_noah_schultz_r1p25,2025-01-01,MLB Pipeline,16,1,30,2,3,1,2,702273,284657,Chicago White Sox,1,mlbam
draft_2023_kyle_teel_r1p14,2025-01-01,MLB Pipeline,32,2,30,,,,,691019,228440,Chicago White Sox,1,mlbam
draft_2024_hagen_smith_r1p5,2025-01-01,MLB Pipeline,34,3,30,,,,,696146,240619,Chicago White Sox,1,mlbam
draft_2021_colson_montgomery_r1p22,2025-01-01,MLB Pipeline,39,4,30,1,1,-3,-3,695657,233221,Chicago White Sox,1,mlbam
draft_2024_braden_montgomery_r1p12,2025-01-01,MLB Pipeline,55,5,30,,,,,695731,233192,Chicago White Sox,1,mlbam
ifa_700337,2025-01-01,MLB Pipeline,66,6,30,4,,-2,,700337,237050,Chicago White Sox,1,mlbam
draft_2023_grant_taylor_r2p51,2025-01-01,MLB Pipeline,,7,30,10,,3,,691799,241614,Chicago White Sox,1,mlbam
draft_2022_chase_meidroth_r4p129,2025-01-01,MLB Pipeline,,8,30,,,,,805367,226273,Chicago White Sox,1,mlbam
ifa_683568,2025-01-01,MLB Pipeline,,9,30,,,,,683568,223669,Chicago White Sox,1,mlbam
draft_2023_george_wolkow_r7p209,2025-01-01,MLB Pipeline,,10,30,11,,1,,805804,315588,Chicago White Sox,1,mlbam
draft_2024_caleb_bonemer_r2p43,2025-01-01,MLB Pipeline,,11,30,,,,,815352,331411,Chicago White Sox,1,mlbam
draft_2022_mason_adams_r13p401,2025-01-01,MLB Pipeline,,12,30,19,,7,,690279,230135,Chicago White Sox,1,mlbam
draft_2023_jacob_gonzalez_r1p15,2025-01-01,MLB Pipeline,,13,30,5,,-8,,694378,230771,Chicago White Sox,1,mlbam
ifa_682868,2025-01-01,MLB Pipeline,,14,30,3,5,-11,-9,682868,222621,Chicago White Sox,1,mlbam
ifa_703151,2025-01-01,MLB Pipeline,,15,30,,,,,703151,244059,Chicago White Sox,1,birthdate+name
ifa_800316,2025-01-01,MLB Pipeline,,16,30,,,,,800316,244036,Chicago White Sox,1,mlbam
ifa_682790,2025-01-01,MLB Pipeline,,17,30,,,,,682790,223642,Chicago White Sox,1,mlbam
draft_2024_blake_larson_r2p68,2025-01-01,MLB Pipeline,,18,30,,,,,820836,341577,Chicago White Sox,1,mlbam
ifa_800419,2025-01-01,MLB Pipeline,,19,30,,,,,800419,241563,Chicago White Sox,1,mlbam
ifa_683636,2025-01-01,MLB Pipeline,,20,30,26,,6,,683636,222662,Chicago White Sox,1,mlbam
draft_2021_ky_bush_r2p45,2025-01-01,MLB Pipeline,,21,30,17,,-4,,681066,215991,Chicago White Sox,1,mlbam
draft_2022_tyler_schweitzer_r5p161,2025-01-01,MLB Pipeline,,22,30,,17,,-5,805326,224650,Chicago White Sox,1,mlbam
ifa_702881,2025-01-01,MLB Pipeline,,23,30,,,,,702881,284067,Chicago White Sox,1,mlbam
ifa_808684,2025-01-01,MLB Pipeline,,24,30,22,,-2,,808684,292987,Chicago White Sox,1,mlbam
ifa_681343,2025-01-01,MLB Pipeline,,25,30,,,,,681343,218222,Chicago White Sox,1,mlbam
draft_2021_nick_nastrini_r4p131,2025-01-01,MLB Pipeline,,26,30,6,,-20,,680897,220266,Chicago White Sox,1,mlbam
draft_2024_nick_mclain_r3p78,2025-01-01,MLB Pipeline,,27,30,,,,,695607,242971,Chicago White Sox,1,mlbam
ifa_691442,2025-01-01,MLB Pipeline,,28,30,25,24,-3,-4,691442,237054,Chicago White Sox,1,mlbam
draft_2024_sam_antonacci_r5p140,2025-01-01,MLB Pipeline,,29,30,,,,,803011,245155,Chicago White Sox,1,mlbam
,2025-01-01,MLB Pipeline,,30,30,,,,,829078,345208,Chicago White Sox,0,
draft_2021_colson_montgomery_r1p22,2024-01-01,Baseball America,15,1,30,1,1,0,0,695657,233221,Chicago White Sox,1,mlbam
draft_2022_noah_schultz_r1p25,2024-01-01,Baseball America,40,2,30,4,,2,,702273,284657,Chicago White Sox,1,mlbam
draft_2021_nick_nastrini_r4p131,2024-01-01,Baseball America,,3,30,,,,,680897,220266,Chicago White Sox,1,mlbam
ifa_682868,2024-01-01,Baseball America,,4,30,3,11,-1,7,682868,222621,Chicago White Sox,1,mlbam
ifa_700337,2024-01-01,Baseball America,,5,30,,,,,700337,237050,Chicago White Sox,1,mlbam
draft_2023_jacob_gonzalez_r1p15,2024-01-01,Baseball America,,6,30,,,,,694378,230771,Chicago White Sox,1,mlbam
draft_2020_jake_eder_r4p104,2024-01-01,Baseball America,,7,30,,,,,671109,210159,Chicago White Sox,1,mlbam
ifa_691441,2024-01-01,Baseball America,,8,30,6,20,-2,12,691441,237092,Chicago White Sox,1,mlbam
draft_2022_jonathan_cannon_r3p101,2024-01-01,Baseball America,,9,30,11,,2,,686563,225918,Chicago White Sox,1,mlbam
draft_2022_peyton_pallette_r2p62,2024-01-01,Baseball America,,10,30,7,,-3,,688883,226686,Chicago White Sox,1,mlbam
draft_2021_ky_bush_r2p45,2024-01-01,Baseball America,,11,30,,,,,681066,215991,Chicago White Sox,1,mlbam
draft_2023_george_wolkow_r7p209,2024-01-01,Baseball America,,12,30,,,,,805804,315588,Chicago White Sox,1,mlbam
draft_2021_sean_burke_r3p94,2024-01-01,Baseball America,,13,30,5,9,-8,-4,680732,220211,Chicago White Sox,1,mlbam
draft_2021_jordan_leasure_r14p432,2024-01-01,Baseball America,,14,30,,,,,673929,225818,Chicago White Sox,1,mlbam
draft_2021_tanner_mcdougal_r5p155,2024-01-01,Baseball America,,15,30,15,19,0,4,701780,237232,Chicago White Sox,1,mlbam
ifa_691442,2024-01-01,Baseball America,,16,30,17,29,1,13,691442,237054,Chicago White Sox,1,mlbam
draft_2023_grant_taylor_r2p51,2024-01-01,Baseball America,,17,30,,,,,691799,241614,Chicago White Sox,1,mlbam
draft_2023_seth_keener_r3p84,2024-01-01,Baseball America,,18,30,,,,,803143,230536,Chicago White Sox,1,mlbam
ifa_802018,2024-01-01,Baseball America,,19,30,22,,3,,802018,277958,Chicago White Sox,1,mlbam
draft_2022_jacob_burke_r11p341,2024-01-01,Baseball America,,20,30,,,,,804240,225039,Chicago White Sox,1,mlbam
draft_2021_terrell_tatum_r16p485,2024-01-01,Baseball America,,21,30,24,,3,,695299,213939,Chicago White Sox,1,mlbam
ifa_808684,2024-01-01,Baseball America,,22,30,,,,,808684,292987,Chicago White Sox,1,mlbam
draft_2019_jose_rodriguez_r20p594,2024-01-01,Baseball America,,23,30,9,5,-14,-18,679563,217178,Chicago White Sox,1,mlbam
ifa_672620,2024-01-01,Baseball America,,24,30,,,,,672620,210814,Chicago White Sox,1,mlbam
draft_2023_mathias_lacombe_r12p359,2024-01-01,Baseball America,,25,30,,,,,807187,260928,Chicago White Sox,1,mlbam
draft_2020_shane_drohan_r5p148,2024-01-01,Baseball America,,26,30,,,,,675660,210032,Chicago White Sox,1,mlbam
draft_2019_braden_shewmake_r1p21,2024-01-01,Baseball America,,27,30,,,,,669699,207245,Chicago White Sox,1,mlbam
draft_2019_matthew_thompson_r2p45,2024-01-01,Baseball America,,28,30,12,10,-16,-18,683010,222149,Chicago White Sox,1,mlbam
draft_2023_christian_oppor_r5p152,2024-01-01,Baseball America,,29,30,,,,,803291,284706,Chicago White Sox,1,mlbam
ifa_683636,2024-01-01,Baseball America,,30,30,,,,,683636,222662,Chicago White Sox,1,mlbam
draft_2021_colson_montgomery_r1p22,2024-01-01,ESPN,8,1,28,,,,,695657,233221,Chicago White Sox,1,mlbam
