key_fangraphs,key_mlbam,name_first,name_last
1002118,112174,Bill,Chamberlain
-1,-1,George,West
1005811,115933,Donnie,Hill
1011458,121709,Ed,Sauer
1008980,119173,Paul,Minner
-1,-1,Paul,Davis
27500,677944,Slade,Cecconi
1009680,119887,Mike,O'Berry
1001188,111219,Luke,Boone
-1,808959,Munetaka,Murakami
-1,808887,Lou,Iannotti
-1,-1,Dick,Moudy
1001904,111948,Willie,Cañate
13688,607320,Ryan,Merritt
-1,-1,Vern,Hoscheit
1002886,112951,Sammy,Curran
1007235,117389,Rene,Lachemann
1004013,114090,Hobe,Ferris
16106,605482,Cy,Sneed
1001860,111905,Dolph,Camilli
1002446,112522,Bill,Collins
1013004,123279,Don,Thompson
1007426,117580,Rick,Leach
-1,610911,Kevin,Barnes
-1,817182,Johnny,Smith
1003967,114046,Dutch,Fehring
1004295,114379,Charlie,Frank
1005775,115897,Jesse,Hickman
11388,592130,Danny,Barnes
12447,607625,Seth,Lugo
2163,430680,Justin,Lehr
-1,492535,Brian,Snitker
7303,543258,Preston,Guilmet
1004460,114546,Bert,Gallia
1006502,116628,Si,Johnson
10174,543607,Edgar,Olmos
1002595,112655,Gary,Cooper
1007329,117486,Red,Lanning
1008544,118723,Tom,McGraw
1006767,116923,Al,Kellett
1001887,111935,Mike,Campbell
1004057,114138,Joseph,Finneran
-1,816940,Jack,Thornton
2105,425507,Fernando,Cabrera
1011364,121611,Ed,Sadowski
1001730,111772,Henry,Burroughs
1009469,119670,Earl,Naylor
1010254,120482,Paul,Pettit
1003280,113342,Johnny,Dickshot
-1,818459,John,Lolla
410,407896,Billy,Traber
1010862,121116,Bill,Reynolds
-1,819269,Roland,Griffin
7541,449173,Lucas,Harrell
-1,-1,Fred,Thomas
35324,829272,Shinnosuke,Ogasawara
1011763,122019,Ed,Seward
13866,622194,Bruce,Maxwell
-1,-1,Jack,Haskell
1008753,118937,Steve,Melter
1003594,113662,George,Durning
1219,118353,Tom,Martin
1013873,124160,Fuzz,White
1013212,123497,Thurman,Tucker
5106,446861,Guillermo,Moscoso
1008436,118617,Lance,McCullers
1002015,112061,Gary,Carter
-1,464708,Rolando,Valles
9587,501873,Mike,McClendon
-1,816893,Ted,Trent
1000759,110765,Zinn,Beck
390,117566,Matt,Lawton
12183,592102,Cody,Allen
1003158,113221,Joe,Delahanty
1014013,124322,Ken,Williams
1011472,121723,Don,Savidge
-1,116867,James,Cavanagh
-1,-1,Shang,Sherman
609,117197,Chuck,Knoblauch
2886,434663,Juan Carlos,Oviedo
-1,819094,Art,Hefner
8728,518764,Donovan,Hand
1003404,113469,John,Dopson
1009468,119666,Sandy,Nava
-1,-1,Jim,Uremovich
1012142,122388,Frank,Smith
1007006,117160,Bill,Kling
23557,676896,Chris,Roller
1006652,116794,Mike,Jurewicz
1002053,112099,Joe,Cassidy
7989,425565,Guillermo,Quiroz
1005045,115134,Lee,Griffeth
-1,492934,Alan,Dunn
1006337,116469,Art,Jahn
1012522,122779,Jimmy,Stewart
13427,572990,Pat,Light
1006206,116336,Rich,Hunter
1000050,110051,Doug,Adams
1008658,118845,Dinny,McNamara
29976,691783,Jordan,Lawlar
14366,608841,Joey,Meneses
16411,620446,Richard,Ureña
1002531,112588,Joe,Connor
1000094,110098,George,Aiton
1009541,119744,Charlie,Newman
13595,600858,Humberto,Arteaga
-1,820107,Leonardo,Chapman
1010344,120574,Joe,Pignatano
1014378,124716,Henry,Youngman
1011671,121923,Herb,Score
1013592,123900,Danny,Walton
1014344,124668,Ed,Yewell
1002350,112403,Stew,Cliburn
1000246,110258,Wingo,Anderson
27608,676105,Jeff,Criswell
1001149,111178,Milt,Bolling
-1,819799,Felle,Delgado
1012089,122348,Al,Smith
59,150282,Jonathan,Johnson
1007312,117469,Walt,Lanfranconi
1010224,120465,Cap,Peterson
-1,818367,Abe,Manley
1000924,110953,William,Bestick
1007165,117319,Bill,Krieg
1005947,116070,Al,Holland
1003455,113520,Tom,Dowse
19345,641726,Daulton,Jefferies
-1,817469,José Agustín,Rodríguez
1007422,117577,Tony,Lazzeri
1008555,118734,John,McGuinness
-1,816426,Tom,Young
1002098,112151,Rex,Cecil
15106,621079,Collin,Wiles
14968,605170,Víctor,Caratini
1004259,114332,Rube,Foster
1002468,112512,Zip,Collins
1006234,116363,Warren,Huston
1001002,111030,Jim,Bivin
1010304,120534,Doug,Piatt
4611,445095,Jason,Pridie
1002792,112855,Bill,Cronin
1003817,113890,Tex,Erwin
8678,430904,Paul,Maholm
1007587,117742,Richie,Lewis
4793,448170,Travis,Ishikawa
-1,-1,Charles,Reilly
1000785,110805,Ollie,Bejma
1008470,118654,Dewey,McDougal
-1,-1,Dutch,Rennert
-1,818922,,Humphreys
-1,492577,Larry,MacPhail
1008615,118799,Jud,McLaughlin
1008196,118382,Silvio,Martínez
-1,553388,Jeff,Bechthold
744,407380,Dustan,Mohr
1011496,121748,Ray,Scarborough
-1,817260,Pedro,Silva
1003461,113528,Jack,Doyle
-1,-1,Vic,Delmore
1005652,115767,Weldon,Henley
26438,686527,Dominic,Canzone
5398,492802,Juan,Graterol
-1,593733,Jose,Javier
1004282,114358,George,Fox
5227,445055,Jon,Jay
1007785,117953,Lou,Lowdermilk
1008724,118910,Jouett,Meekin
1007684,117846,Hans,Lobert
1011120,121372,Gary,Roenicke
1008521,118701,Randy,McGilberry
1006377,116511,Hal,Jeffcoat
7755,445010,Fernando,Perez
1005637,115753,Bob,Hendley
1008508,118695,Connie,McGeehan
16446,641561,Johneshwy,Fargas
741,137006,Doug,Mientkiewicz
1002859,112922,Jack,Cullen
1003282,113346,Murry,Dickson
-1,819243,Earl,Gurley
1012645,122901,Sy,Studley
1007706,117869,Pete,Lohman
1001474,111512,Jerry,Brooks
11147,523265,Tommy,Medica
1009714,119924,Jack,O'Connor
1013106,123383,Dick,Tomanek
-1,572812,Owen,Dew
24975,681867,Cooper,Criswell
348,277410,Chris,Reitsma
1004327,114412,George,Freese
1008365,118548,Arch,McCarthy
1008920,119084,Ox,Miller
1008750,118935,Bill,Mellor
14843,547179,Michael,Lorenzen
1011201,121450,Brian,Rose
1003773,113844,Angelo,Encarnación
-1,823550,Sung Mun,Song
18123,664770,Nathan,Lukes
1008853,119042,Hank,Miklos
1012641,122895,Luke,Stuart
1000346,280057,Justin,Atchley
1009216,119410,Jon,Morrison
-1,819490,Ervin,Fowlkes
1009392,119590,Larry,Murray
-1,819541,Joe,Fillmore
1012104,122358,Bryn,Smith
1002705,112762,Les,Cox
-1,818286,Fran,Matthews
-1,-1,Dennis,McMinimum
18905,666783,Yusniel,Díaz
1008072,118240,Kelly,Mann
1010217,120448,Bill,Pertica
11397,592181,Danny,Burawa
1008026,118206,Bob,Malloy
1995,136263,Tim,Byrdak
1008229,118408,Walt,Masters
11609,575929,Willson,Contreras
-1,818425,Raymond,Lott
1001737,111779,Jim,Burton
1013440,123737,Jake,Virtue
1009896,120114,Denny,O'Toole
31757,695243,Mason,Miller
6632,471911,Carlos,Carrasco
1005098,115202,Charlie,Grover
1000899,110927,Ray,Berres
1003848,113923,Nick,Etten
1011304,121554,Tom,Runnells
1000250,110260,Ernie,Andres
1007696,117858,Skip,Lockwood
4751,471107,Elliot,Johnson
-1,819892,Lunie,Danage
-1,818489,Clarence,Lindsay
1006596,116730,Terry,Jones
1012777,123037,Harry,Sweeney
1008593,118778,Frank,McKenry
18186,664942,James,Naile
-1,816564,Joe,Williams
1008557,118740,Tom,McGuire
1000384,110402,Bobby,Ayala
-1,819435,Regino,García
1009794,120005,Karl,Olson
1003195,113257,Harry,DeMiller
1009426,119623,Lynn,Myers
24614,680767,Victor,Vodnik
9063,506560,Alexi,Amarista
1002710,112770,Toots,Coyne
1010248,120484,Bob,Pettit
1010188,120404,Tony,Pérez
1002572,112624,Jim,Cook
903,136300,Vance,Wilson
25482,686759,TJ,Hopkins
1001227,111265,Ralph,Botting
1005399,115525,Billy,Harris
1010062,120282,Harry,Pattee
30163,693409,César,Prieto
1004602,114687,Bill,Geiss
1003672,113740,Butch,Edge
-1,531653,Dave,Miller
1013951,124266,Curt,Wilkerson
1013505,123808,Irv,Waldron
1007028,117180,Frank,Knauss
1005658,115772,Phil,Hennigan
1007661,117824,Dick,Littlefield
-1,820485,Frank,Blake
-1,695020,Tanner,Murray
1720,425665,Matt,White
1005798,115919,Hugh,High
1008016,118191,Carlos,Maldonado
623,120922,Joe,Randa
1012506,122770,Bobby,Stevens
166,406878,Brian,Roberts
19350,665152,Dean,Kremer
1009735,119942,Fred,Odwell
1006190,116317,Bernie,Hungling
16086,591693,Edubray,Ramos
1012002,122262,Pete,Sims
1002120,112176,Cliff,Chambers
1014035,124334,Rick,Williams
-1,819304,,Graves
-1,427250,Luis,Isaac
1003163,113226,Bill,Delaney
-1,820566,Ray,Battle
1002050,112097,Ed,Cassian
-1,-1,Larry,Barnett
5715,455687,Jai,Miller
1008301,118472,Jakie,May
1002208,112268,Bob,Christian
7423,451089,Shane,Peterson
1003859,113933,Barry,Evans
-1,820625,,Bailey
1004005,114082,Don,Ferrarese
1003239,113303,Mel,Deutsch
4180,468402,Charlie,Zink
-1,816591,Clyde,Williams
1006659,116801,Harry,Juul
1000868,110903,Boze,Berger
1004181,114272,Clipper,Flynn
1005143,115248,Randy,Gumpert
20054,676632,Bligh,Madris
1012390,122651,George,Stallings
1012575,136765,Jim,Stoops
367,276056,Danys,Báez
1003984,114066,Alex,Ferguson
1005344,115455,Jim,Hardin
23789,677942,Blaze,Alexander
1012232,122490,Roxy,Snipes
1000602,110618,Tommy,Barrett
3265,434641,J. C.,Gutiérrez
12775,543543,Brad,Miller
1009715,119917,Jimmy,O'Connell
1006127,116254,Earl,Huckleberry
4519,425859,Russ,Adams
1013546,123857,Don,Wallace
17780,621237,José,Alvarado
1010613,120849,Wimpy,Quinn
7555,543883,Nick,Vincent
20540,672701,José,Devers
5277,488912,Tuffy,Gosewisch
25512,688010,Nate,Fisher
30074,681217,Chase,Silseth
1013965,124280,Carl,Willey
235,115017,Tony,Graffanino
1011387,121638,Roger,Salmon
566,276509,Jim,Mann
-1,471082,Oscar,Bernard
1000931,110958,Larry,Bettencourt
17281,623381,Thomas,Pannone
-1,818165,James,Mickey
1002172,112226,Robinson,Checo
1002171,112225,Charlie,Chech
1009306,119498,John,Mulligan
1010135,120363,Dan,Peltier
1013266,123550,George,Uhle
-1,819951,John,Crain
-1,-1,Elmer,Guckert
18655,621345,A. J.,Minter
-1,-1,Nicholas,Bouse
25928,670241,Darius,Vines
1000649,110666,Charlie,Bastian
4142,502409,Jonathan,Diaz
-1,-1,Eddie,Watt
1011914,122169,Tex,Shirley
1001799,111843,Jim,Byrnes
-1,818667,Bob,Jordan
17085,641154,Pablo,López
-1,816686,Daniel,Webster
1000501,110522,Hal,Bamberger
1001298,111339,Bill,Bradford
1012252,122512,Josh,Snyder
-1,818238,Webster,McDonald
1005991,116117,Marty,Honan
1011128,121379,Billy,Rogell
-1,-1,Ed,Bloom
1010855,121092,Dave,Revering
1007690,117851,Marshall,Locke
19274,657097,Jacob,Webb
15429,592178,Kris,Bryant
1012998,123268,Walt,Thomas
-1,816608,Andy,Williams
1005552,115670,Bunny,Hearn
18690,663911,Nick,Plummer
1006449,116552,Doug,Johns
1002660,112719,Ed,Cotter
18318,621097,Jacob,Waguespack
1006304,116434,Larry,Jackson
1003204,113266,Bill,Denehy
-1,818301,Salvador,Massip
12791,547184,Michael,Kelly
1001268,111303,Ernie,Bowman
-1,819225,Charley,Hall
1007264,117418,Steve,Lake
-1,819190,Paul,Hardy
15823,641793,Zack,Littell
1008559,118743,Mark,McGwire
21987,666801,Rodolfo,Castro
-1,818293,Jack,Matchett
1005116,115218,Marv,Gudat
1002,133380,Aramis,Ramírez
29858,672016,Denzel,Clarke
4583,453454,Mike,McCoy
-1,819540,Rayford,Finch
5517,543309,Kyle,Higashioka
5279,501957,Chris,Tillman
1033,150435,Wiki,González
20325,666135,Alex,Kirilloff
1006755,116900,Joe,Keener
1013456,123757,Joe,Vosmik
1005789,115913,Eddie,Higgins
1014437,124764,Steve,Ziem
1011052,121299,Aaron,Robinson
17313,642571,Merandy,González
1007679,117839,Winston,Llenas
1010415,120646,Hugh,Poland
1000802,110839,Albert,Belle
-1,-1,,James
-1,818016,,Murdock
-1,817077,Henry,Strickland
1010860,121100,Allie,Reynolds
1005534,115650,Joe,Haynes
-1,-1,Henry,Nace
-1,817805,Art,Pennington
1009644,119848,Scott,Northey
1000695,110714,Jim,Baxes
-1,818554,Duke,Lattimore
1001201,111236,Glenn,Borgmann
1011210,121463,Harry,Rosenberg
1013205,123488,Mike,Trujillo
1004972,115065,Jim,Gray
4770,434480,Darrell,Rasner
1013749,124055,Johnny,Welaj
7348,453525,J. R.,Towles
1004406,114493,Frank,Funk
18694,663465,Kolby,Allard
33908,820862,José,Fermin
3262,430952,Miguel,Pérez
1011600,121851,Red,Schoendienst
1001969,112013,Duke,Carmel
1004661,114746,Steve,Gibralter
1005633,115747,Joe,Henderson
12101,573627,Kennys,Vargas
1010668,150352,Alex,Ramírez
1005522,115637,Gene,Hayden
1009919,120133,Mickey,Owen
1003407,113470,John,Doran
6987,447761,Brandon,Jones
1014458,124783,Sam,Zoldak
-1,820481,Oliver,Blakeney
19309,670950,Trevor,Richards
1003092,113152,Joe,Dawson
1011297,121548,Vern,Ruhle
-1,819409,Louis,Gatewood
1012844,123112,Tommy,Tatum
1410,400308,José,Núñez
1010470,120702,Mike,Potter
1007136,117289,Steve,Kraly
1012141,122389,Fred,Smith
1007756,117921,Luis,Lopez
1007035,117187,Alan,Knicely
1013776,124083,Lew,Wendell
1010263,120494,Fred,Pfeffer
1011491,121740,Frank,Scanlan
1010951,121194,Hank,Riebe
1001447,111488,Gil,Britton
1004572,114656,Mike,Gates
10619,571679,David,Freitas
18289,605119,Brian,Anderson
1003263,113327,Carlos,Diaz
1004563,114647,Tom,Gastall
1002912,112977,Ned,Cuthbert
1012394,122652,Oscar,Stanage
1014317,124641,Henry,Yaik
-1,-1,Edward,McLaughlin
-1,-1,Craig,Bjornson
1009435,119636,Lou,Nagelsen
-1,427099,Bob,Davidson
-1,819568,Rodolfo,Fernández
1003692,113760,,Edwards
1005452,115571,Bob,Hartman
-1,818514,Charlie,Leonard
1012583,134440,DaRond,Stovall
1005314,115424,Ned,Hanlon
1006252,116381,Ham,Iburg
1008177,118355,Joe,Martin
1006185,116313,John,Humphries
22267,669373,Tarik,Skubal
1005054,115146,Tom,Griffin
20186,656713,Brendan,McKay
1008303,118474,Lee,May
1752,429260,Dave,Matranga
13050,543101,Anthony,DeSclafani
11861,592094,Jason,Adam
1013558,123850,Howard,Wall
1011330,121581,Dick,Ruthven
29622,686217,Sal,Frelick
-1,818356,Johnny,Markham
1009940,120158,Frankie,Pack
1001829,111873,Earl,Caldwell
24598,680718,Addison,Barger
1004689,114776,Harry,Gilbert
1003214,113276,Sam,Dente
12244,595426,Brock,Stassi
1002900,112965,Jim,Curtiss
1010567,120801,Harvey,Pulliam
26260,686753,Drey,Jameson
-1,818642,Leon,Kellman
-1,819848,Jack,Davis
1012556,122816,Tim,Stoddard
-1,-1,,Powell
1010568,120803,Spencer,Pumpelly
1000708,110727,Ernie,Beam
1000765,110785,Andy,Bednar
1005747,115866,Joe,Hesketh
1012965,123236,Blaine,Thomas
1001980,112022,Lew,Carpenter
24590,680701,John,Rooney
5070,451661,Josh,Fields
12360,534812,Kevin,Quackenbush
1010971,121216,Jeff,Rineer
1003309,113374,Miguel,Diloné
1009670,119877,Jerry,Nyman
1005708,115828,Manny,Hernández
1006168,116291,Vern,Hughes
1000433,110454,Bob,Bailor
697,450317,J. P.,Arencibia
1001865,111909,Harry,Camnitz
1004369,114453,Larry,Fritz
1003118,113178,Hank,DeBerry
1187,123348,Mike,Timlin
1009439,119641,Mike,Nagy
1012740,123002,Leo,Sutherland
3503,458974,Willie,Collazo
1007909,118077,Mike,Macha
19806,641511,Jason,Delay
4361,444518,Chris,Demaria
1012612,122874,Bill,Strickland
-1,433642,Gary,Jones
1007219,117373,Craig,Kusick
1002100,112153,César,Cedeño
2180,430594,Renyel,Pinto
1003165,113227,Francisco,de la Rosa
-1,820724,,Allison
20666,642585,Félix,Bautista
1014080,124397,George,Wilson
2495,476883,Pedro,Álvarez
14733,622774,José,Fernández
1000229,110239,Hal,Anderson
-1,-1,Mark,Cresse
1004324,114408,LaVel,Freeman
1004871,114964,Glen,Gorbous
1001571,111613,Bill,Brubaker
19588,670871,Guillo,Zuñiga
27498,675911,Spencer,Strider
1011481,121732,Steve,Sax
-1,819226,Blainey,Hall
1003974,114053,Junior,Félix
12988,605177,Andrew,Chafin
24589,680700,Richie,Palacios
4146,491676,Gorkys,Hernández
1010552,120785,Jim,Pruett
13288,598284,Peter,O'Brien
1004835,114920,Joe,Gonzales
27770,691728,Zac,Veen
1009281,119475,Emmett,Mueller
18769,547001,Cody,Poteet
1000644,110658,John,Bass
10710,572017,Red,Patterson
1007950,118119,Nick,Maddox
27504,694377,Nick,Yorke
-1,687985,Josh,White
-1,-1,Jack,Sheridan
7489,455092,Scott,Elbert
6475,448178,Kevin,Jepsen
1,407792,Alfredo,Amézaga
1003824,113897,José,Escobar
1004993,115085,Fred,Green
1000598,110615,Marty,Barrett
12804,605538,Matt,Wisler
1002860,112921,John,Cullen
-1,817388,Harry,Salmon
313,150342,Jim,Brower
-1,820065,Calvin,Clarke
1003226,113288,Joe,DeSa
1011743,121997,Frank,Seminara
1010192,120422,Charlie,Perkins
6577,457786,Anthony,Vasquez
-1,816967,Nelson,Thomas
13699,607188,Jake,Faria
1011902,122161,Ralph,Shinners
1012969,123240,Claude,Thomas
1005915,116039,Bobby,Hofman
1009258,119452,José,Mota
1002236,112288,Eddie,Cicotte
1006513,116634,Wallace,Johnson
1002307,112359,Rufe,Clarke
-1,818006,Eudie,Napier
1007656,117816,Pete,Lister
1012821,123089,Chuck,Tanner
1011836,122096,Dave,Shean
1008115,118292,Hal,Marnie
-1,427318,Rick,Mathews
1004218,114300,Ed,Ford
1004802,114890,Bill,Gogolewski
1009836,120052,,O'Rourke
1007143,117297,Harry,Krause
-1,816717,Johnny,Washington
-1,-1,Tom,Dunn
3245,434884,Ryan,Rowland-Smith
7752,476036,David,Cooper
19956,666160,Mickey,Moniak
12181,592274,Matt,Duffy
-1,817091,Frank,Stewart
1012312,122569,Horace,Speed
-1,543478,David,Macias
4682,450212,Pat,Neshek
1005302,115412,Vern,Handrahan
1825,430203,David,DeJesus
1690,425627,Andrew,Good
-1,818868,General,Jackson
1006578,116736,Nippy,Jones
6315,444884,Chris,Ray
9246,503351,Blake,Lalli
1004616,114700,Rufe,Gentry
1006919,117068,Wally,Kimmick
-1,677182,Simon,Mathews
1002543,112597,Tim,Conroy
1012891,123158,Tommy,Taylor
1004714,114807,Paul,Gillespie
5354,543551,D. J.,Mitchell
18722,493193,Dae-ho,Lee
-1,-1,Garnet,Bush
16556,645277,Ozzie,Albies
1000942,110970,Buddy,Biancalana
1002259,112311,John,Clapp
1659,425686,Hideki,Matsui
1555,340192,Marco,Scutaro
15015,621052,Alex,Reyes
1000038,110042,Jerry,Adair
1004115,114196,Mike,Fitzgerald
1013321,123607,José,Valdivielso
-1,819893,James,Dailey
1010525,120757,Walt,Preston
1004370,114454,Bill,Froats
-1,819654,Nat,Edwards
1013161,123442,Bill,Travers
1004161,114244,John,Flinn
-1,-1,Edward,Robinson
-1,592543,Mike,McCarthy
1014194,124518,Mellie,Wolfgang
-1,-1,John,Sears
7077,543362,A. J.,Jiménez
-1,817454,Jesús,Romagosa
15215,641850,Kevin,McGowan
-1,816847,Rogelio,Valdés
1005702,115819,Fernando,Hernández
2304,425820,Joe,Horgan
7511,519037,Carlos,Moncrief
-1,816420,Jim,Zapp
1003185,113247,Rich,DeLucia
1004889,114983,Hank,Gornicki
1008473,118656,Jack,McDowell
-1,819217,,Hamilton
1008032,118203,Sheldon,Mallory
7613,448592,Cla,Meredith
1441,407791,Brendan,Donnelly
1009180,119373,Kevin,Morgan
1001405,111443,Jack,Brewer
1003367,113431,Art,Doll
27531,666152,David,Hamilton
1008668,118854,Norm,McNeil
1004284,114364,Terry,Fox
1719,112846,Tripp,Cromer
-1,819700,Ralph,Ducy
1011722,121974,Kevin,Sefcik
1002480,112535,Pat,Combs
1004664,114747,Charlie,Gibson
14196,623205,Andrew,Velazquez
1011794,122052,Dan,Shannon
-1,-1,C. B.,Beringer
1007097,117249,Bruce,Konopka
1006807,116949,Kick,Kelly
-1,816637,Frank,Wickware
-1,-1,Bud,Fowler
1002029,112075,Jerry,Casale
1003718,113785,Jake,Eisenhart
1665,425882,Tommy,Phelps
1002460,112520,Pat,Collins
1172,119403,Matt,Morris
1004815,114903,Purnal,Goldy
-1,-1,Thomas,Daubney
5980,499107,Francisley,Bueno
1004732,114819,Frank,Gilmore
1003432,113501,Astyanax,Douglass
-1,817212,Bob,Smith
22471,670869,Livan,Soto
1003701,113768,Jack,Egan
1008862,119050,Don,Miles
7995,518545,Adron,Chambers
19267,643269,Will,Craig
1001801,111842,Tommy,Byrne
1014026,124297,Mutt,Williams
1000088,110092,Bill,Ahearn
27467,691016,Tyler,Soderstrom
1002214,112264,John,Christensen
1010261,120491,Bill,Pfann
1013234,123518,Ted,Turner
1007424,117579,Freddy,Leach
1000502,110523,Studs,Bancker
1053,121002,Steve,Reed
16609,650556,Bryan,Abreu
1002968,113034,Bennie,Daniels
1004442,114528,Milt,Galatzer
1010606,-1,Joseph,Quinn
-1,475340,Griffin,Benedict
18036,630105,Jake,Cronenworth
1009987,120212,Erik,Pappas
8992,491708,Arquimedes,Caminero
-1,820345,Bud,Brown
3276,493131,Masahide,Kobayashi
1005648,115764,Lafayette,Henion
1012360,122617,Brad,Springer
1005410,115519,Donald,Harris
1009778,119987,Joe,Oliver
5199,460003,Taylor,Teagarden
-1,-1,Mike,Barston
1004303,114386,Moe,Franklin
1011819,122080,Bob,Shaw
8653,425530,Brian,Stokes
1012194,122366,Pop-boy,Smith
5890,444382,Eddie,Bonine
1003702,113771,Tom,Egan
1012197,122411,Red,Smith
1004833,133242,Gabe,González
1002516,112572,Gene,Connell
-1,817097,Willie,Stevenson
10304,543054,Jarred,Cosart
16537,643400,Dusten,Knight
8364,457922,Eric,Hurley
1010438,120669,Tom,Poorman
20633,579328,Yusei,Kikuchi
-1,818002,,Nash
5177,547348,C. C.,Lee
1010348,120578,George,Piktuzis
-1,820164,Bernardo,Carrillo
1001749,111794,Donie,Bush
1004235,327692,Scott,Forster
1005176,115281,John,Habyan
1006601,116741,Willie,Jones
1001762,111806,John,Butcher
1000612,110603,Scotty,Barr
1010038,120267,Carlos,Pascual
1001859,111903,Jack,Cameron
1004613,114697,Sam,Gentile
-1,-1,Jackson,Brady
1003862,113945,Bill,Evans
1009433,119634,Tim,Naehring
2636,446386,Brandon,Guyer
1009101,119291,Dee,Moore
-1,817133,Joe,Sparks
-1,-1,,Walters
2797,431170,José,Reyes
1001850,111893,Wese,Callahan
1000761,110781,Howie,Bedell
-1,817060,Lonnie,Summers
1011369,121619,A. J.,Sager
2642,425786,Scott,Atchison
4177,454975,Hernán,Iribarren
9434,572971,Dallas,Keuchel
-1,-1,Bill,Kinnamon
1000398,110417,Shooty,Babitt
-1,816553,Lonnie,Williams
-1,820706,,Andrews
1005136,115242,Bill,Gullickson
19269,643615,T. J.,Zeuch
1005212,115317,Sam,Hairston
-1,819897,Rube,Curry
3707,434567,Geovany,Soto
1008228,118409,Paul,Masterson
18519,641360,Phil,Bickford
19795,624522,Keegan,Thompson
574,121110,Shane,Reynolds
1012537,122797,Ron,Stillwell
-1,686265,Sarah,Johnson
-1,-1,,Brady
1003879,113954,George,Ewell
10528,502457,Drew,Hayes
15101,608652,Luke,Farrell
1004348,114432,Marion,Fricano
-1,448312,Josh,Miller
1008088,118264,Frank,Manush
19518,668684,Tanner,Tully
546,110385,Brad,Ausmus
1009405,119602,Stan,Musial
1007508,117660,Don,LeJohn
1013063,123340,Les,Tietje
-1,818287,Jack,Matthews
-1,816583,Fred,Williams
1168,118362,Tino,Martinez
-1,818517,Oscar,Levis
1005171,115276,Eddie,Haas
1010553,120786,Tex,Pruiett
9802,489242,Will,Rhymes
1005851,115972,Paul,Hinson
1002131,112183,Frank,Chance
1010353,120583,Andy,Pilney
1004101,114182,Carlton,Fisk
1012851,123120,Alex,Taveras
1005768,115888,Eddie,Hickey
1007487,117638,Paul,Lehner
1007285,117441,Henry,Lampe
1006671,116816,Bob,Kaiser
1006077,116202,Doug,Howard
1008854,119043,Eddie,Miksis
1007226,117380,Bob,Kuzava
4626,503437,James,Beresford
1006889,117036,Jack,Kibble
8700,434378,Justin,Verlander
10847,592743,Andrelton,Simmons
1014079,124392,Gary,Wilson
19459,660896,Jorge,Alcalá
-1,820775,Juan,Abreu
19883,656638,Alex,Lange
1008379,118554,Tommy,McCarthy
1011837,122092,Red,Shea
-1,-1,George,Parker
-1,819477,Flash,Frazier
1011701,121953,Johnnie,Seale
-1,-1,E. C.,Voltz
-1,818831,Eddie,Jefferson
5278,465674,Pedro,Ciriaco
13707,607216,Joey,Krehbiel
1009146,119338,Charles,Moran
1012561,122820,Dean,Stone
1010367,120597,Greg,Pirkl
1010230,120452,Jeff,Peterek
-1,703607,Henry,Bolte
9533,502165,Drew,Carpenter
-1,427139,Doug,Eddings
1008781,118969,Art,Merewether
1011142,121394,Mike,Rogodzinski
-1,603873,David,Vatz
-1,820423,,Bradford
9266,542289,Daniel,Corcino
1010466,120697,Lew,Post
1011845,122102,Jack,Sheehan
7266,451256,Kurt,Birkins
1002684,112745,Chet,Covington
23899,678368,Valente,Bellozo
1009771,119982,Omar,Olivares
27681,686610,Ken,Waldichuk
3500,434587,Devon,Lowery
-1,-1,Dolly,King
1005500,115615,Phil,Haugstad
1004367,114451,Charlie,Fritz
1010014,120238,Derek,Parks
1008987,119179,Steve,Mintz
1004414,114500,Frank,Gabler
1005393,115506,Andy,Harrington
1012415,122672,Mickey,Stanley
4170,454972,Rómulo,Sánchez
1005362,115472,Pinky,Hargrave
24719,681190,Randy,Vásquez
1010328,120556,Gracie,Pierce
14867,592705,Nick,Rumbelow
1011596,121849,Karl,Schnell
1008767,118952,Mike,Menosky
12858,571718,Brian,Goodwin
19680,664350,Sixto,Sánchez
1008337,118518,Al,McBean
1008288,136603,Jason,Maxwell
-1,427162,Brad,Fischer
1624,408108,Freddy,Sanchez
-1,-1,J. P.,Kelley
-1,818135,,Millhouse
1013054,123331,Luis,Tiant
-1,817539,Ed,Rile
4972,430935,Cole,Hamels
1003209,113271,Jerry,Denny
-1,818295,Leroy,Matlock
1488,400083,Andrés,Torres
1003475,113540,Dick,Drago
1009422,119617,Henry,Myers
1013861,124172,Deke,White
1007177,117330,Otto,Krueger
3001,434958,Sean,Green
27490,693304,Nick,Gonzales
1001535,111566,Kevin,Brown
1385,119348,Mike,Mordecai
1005166,115270,Tony,Gwynn
1001880,111933,Marc,Campbell
1006009,116135,Joe,Hoover
1008261,118443,Don,Mattingly
15166,627894,Luiz,Gohara
1137,425532,Jerome,Williams
31312,676467,Colton,Gordon
20218,660546,Yennsy,Díaz
17734,623465,Evan,Phillips
7571,502082,Lonnie,Chisenhall
5942,491696,Jesús,Sucre
14551,623993,Anthony,Santander
-1,818978,Floyd,Holston
1009942,120161,Dick,Padden
1013819,124127,Stefan,Wever
1011804,122060,Bobby,Shantz
-1,816762,R. T.,Walker
816,112641,Ron,Coomer
12874,543343,Danny,Hultzen
-1,820044,James,Coachman
1011337,121590,Jack,Ryan
1009665,119872,Joe,Nuxhall
1006707,116849,Ryan,Karp
1011942,122203,Toots,Shultz
1000058,110070,Mike,Adamson
-1,816441,,Young
