player_id,name,bucket,draft_year,draft_round,primary_position,current_org,cur_level_2026,age_at_snap,years_in_pro,p_TOP_100_PROSPECT,p_MLB_DEBUT,p_ESTABLISHED_MLB,p_STAR_PLUS_ELITE,time_to_debut,passes_filter,ebay_price_median,ebay_price_p25,ebay_n_listings,ebay_top_listing_url
draft_2023_drue_hackenberg_r2p59,Drue Hackenberg,R2-R3,2023.0,2.0,RHP,Atlanta Braves,AA,24.0,3,0.014400956,0.57641554,0.0058253063,0.0052180486,2.110829244015237,True,19.99,19.615,6.0,https://www.ebay.com/itm/277233719042?_skw=%22Drue+Hackenberg%22+1st+Bowman+Chrome+auto&hash=item408c6ad702:g:5hUAAeSwI8xoXB9H
draft_2023_ryan_galanie_r13p389,Ryan Galanie,R10+,2023.0,13.0,3B,Chicago White Sox,AAA,26.0,3,0.0013267796,0.57359457,0.0054011564,0.00046172642,1.879986176659545,True,,,,
draft_2024_brandon_eike_r13p393,Brandon Eike,R10+,2024.0,13.0,3B,Seattle Mariners,A+,22.0,2,0.09234155,0.57255363,0.18068448,0.04011141,2.9078777589936293,True,,,,
draft_2023_yohandy_morales_r2p40,Yohandy Morales,R2-R3,2023.0,2.0,3B,Washington Nationals,AAA,25.0,3,0.0029520825,0.57189894,0.029296584,0.004531612,1.8896867839248197,True,29.99,12.99,13.0,https://www.ebay.com/itm/127820377754?_skw=%22Yohandy+Morales%22+1st+Bowman+Chrome+auto&hash=item1dc2b02e9a:g:9LQAAeSwnxZp5jKN
draft_2024_connor_caskenette_r12p364,Connor Caskenette,R10+,2024.0,12.0,C,Miami Marlins,AA,22.0,2,0.014552304,0.57113117,0.18765834,0.040230487,2.7520836347835584,True,,,,
draft_2023_eric_bitonti_r3p87,Eric Bitonti,R2-R3,2023.0,3.0,SS,Milwaukee Brewers,A+,21.0,3,0.010021912,0.56980324,0.005344718,0.0015693891,1.6962260502718505,True,29.99,27.49,3.0,https://www.ebay.com/itm/168331152469?_skw=%22Eric+Bitonti%22+1st+Bowman+Chrome+auto&hash=item2731518c55:g:QEoAAeSw5-9p7ETS
draft_2024_ryan_cesarini_r14p415,Ryan Cesarini,R10+,2024.0,14.0,OF,Cleveland Guardians,A+,22.0,2,0.053684536,0.5693592,0.19732818,0.039727736,2.585480516842857,True,,,,
ifa_687600,Kaden Hopson,IFA,,,C,,RK,26.0,1,0.037398387,0.5684499,0.23985662,0.017444005,1.9999168854226201,True,,,,
draft_2023_kemp_alderman_r2p47,Kemp Alderman,R2-R3,2023.0,2.0,OF,Miami Marlins,AAA,24.0,3,0.003924212,0.56844586,0.010839789,0.0016085583,1.674725202254186,True,29.99,27.9975,16.0,https://www.ebay.com/itm/376731374511?_skw=%22Kemp+Alderman%22+1st+Bowman+Chrome+auto&hash=item57b6f093af:g:2SYAAeSwtItpJnB1
ifa_800078,Augusto Mendieta,IFA,,,P,,AA,22.0,3,0.026813284,0.56716865,0.15042768,0.028615514,2.566114541445603,True,,,,
draft_2023_rj_schreck_r9p277,RJ Schreck,R4-R10,2023.0,9.0,OF,Seattle Mariners,AAA,26.0,3,0.0012581343,0.5650336,0.0037277993,0.00044132234,1.9342468525147007,True,14.99,13.745,3.0,https://www.ebay.com/itm/406918671815?_skw=%22RJ+Schreck%22+1st+Bowman+Chrome+auto&hash=item5ebe3e2dc7:g:V3oAAeSwWi9qAXgA
ifa_820986,Hayden Alvarez,IFA,,,OF,,A,19.0,2,0.25849608,0.5636039,0.18877846,0.0435336,3.089384534052571,True,35.0,27.49,15.0,https://www.ebay.com/itm/366308946014?_skw=%22Hayden+Alvarez%22+1st+Bowman+Chrome+auto&hash=item5549b6f05e:g:C3UAAeSwykppqwiB
draft_2024_rafe_perich_r7p225,Rafe Perich,R4-R10,2024.0,7.0,3B,Texas Rangers,AA,22.0,2,0.01761971,0.56350046,0.20080936,0.037228435,2.7512758376054003,True,,,,
draft_2024_aj_causey_r5p138,A.J. Causey,R4-R10,2024.0,5.0,RHP,Kansas City Royals,AA,22.0,2,0.013227321,0.56338084,0.18788934,0.022995446,2.6274795667199333,True,,,,
draft_2023_raudi_rodriguez_r19p564,Raudi Rodriguez,R10+,2023.0,19.0,OF,Los Angeles Angels,AA,23.0,3,0.0028812357,0.5611854,0.0050592376,0.0010563014,2.2672891727736983,True,29.09,19.99,19.0,https://www.ebay.com/itm/267594350798?_skw=%22Raudi+Rodriguez%22+1st+Bowman+Chrome+auto&hash=item3e4dddc0ce:g:K9MAAeSwCTFpqJLK
draft_2024_kevin_bazzell_r3p79,Kevin Bazzell,R2-R3,2024.0,3.0,C,Washington Nationals,A+,22.0,2,0.05022255,0.5597831,0.19657995,0.03047789,2.8502101679240344,True,,,,
draft_2024_mason_molina_r7p215,Mason Molina,R4-R10,2024.0,7.0,LHP,Milwaukee Brewers,AA,22.0,2,0.022794561,0.5594168,0.14167261,0.025290303,2.4195503479630673,True,,,,
draft_2025_dean_curley_r2p64,Dean Curley,R2-R3,2025.0,2.0,SS,Cleveland Guardians,A+,22.0,1,0.0894999,0.55888,0.20999819,0.039622653,3.0288135554939375,True,22.495,19.3275,28.0,https://www.ebay.com/itm/377177719363?_skw=%22Dean+Curley%22+1st+Bowman+Chrome+auto&hash=item57d18b4243:g:IKUAAeSw-BhqAj7D
draft_2021_dru_baker_r4p130,Dru Baker,R4-R10,2021.0,4.0,OF,Tampa Bay Rays,AAA,26.0,5,0.0013911665,0.55869836,0.0035351892,0.00053406967,1.5912729059381487,True,5.99,5.3125,24.0,https://www.ebay.com/itm/126642027494?_skw=%22Dru+Baker%22+1st+Bowman+Chrome+auto&hash=item1d7c73fbe6:g:RAAAAOSwIOFmyigZ
draft_2025_cam_leiter_r2p65,Cam Leiter,R2-R3,2025.0,2.0,RHP,Los Angeles Dodgers,A,22.0,1,0.11626323,0.558338,0.13880093,0.033932395,2.5892021093181894,True,,,,
draft_2024_jaime_ferrer_r4p126,Jaime Ferrer,R4-R10,2024.0,4.0,OF,Minnesota Twins,AA,22.0,2,0.066185996,0.5581743,0.13808143,0.035110034,2.5042013788144293,True,10.995,9.98,12.0,https://www.ebay.com/itm/317061794179?_skw=%22Jaime+Ferrer%22+1st+Bowman+Chrome+auto&hash=item49d25b0983:g:kS4AAeSwO2JoayFz
draft_2025_aaron_walton_r2p66,Aaron Walton,R2-R3,2025.0,2.0,OF,Cleveland Guardians,A+,22.0,1,0.05333117,0.5581581,0.16820273,0.036747,2.7428334665796994,True,25.0,24.99,13.0,https://www.ebay.com/itm/236602650333?_skw=%22Aaron+Walton%22+1st+Bowman+Chrome+auto&hash=item37169deedd:g:pT4AAeSwDalpd8h4
draft_2024_billy_amick_r2p60,Billy Amick,R2-R3,2024.0,2.0,3B,Minnesota Twins,AA,22.0,2,0.05499291,0.55778044,0.14130083,0.0254526,2.626525940892077,True,24.995,19.99,24.0,https://www.ebay.com/itm/205907260600?_skw=%22Billy+Amick%22+1st+Bowman+Chrome+auto&hash=item2ff10774b8:g:iOUAAeSw3ptoiAUg
draft_2024_nate_ackenhausen_r10p287,Nate Ackenhausen,R4-R10,2024.0,10.0,LHP,Kansas City Royals,NONE,22.0,2,0.021745646,0.5577101,0.20972979,0.047090057,2.759930433857373,True,,,,
draft_2023_jackson_baumeister_r2p63,Jackson Baumeister,R2-R3,2023.0,2.0,RHP,Baltimore Orioles,AA,24.0,3,0.0036415844,0.5572377,0.0031326313,0.0019020668,2.2628011372327546,True,9.99,8.4875,18.0,https://www.ebay.com/itm/166978290690?_skw=%22Jackson+Baumeister%22+1st+Bowman+Chrome+auto&hash=item26e0ae8402:g:lY8AAOSwWH9m6vM0
draft_2024_konner_eaton_r6p168,Konner Eaton,R4-R10,2024.0,6.0,LHP,Colorado Rockies,AA,22.0,2,0.017926006,0.5553844,0.13929804,0.022073785,2.5792362561287763,True,,,,
ifa_835882,Matt Dunaway,IFA,,,P,,RK,27.0,1,0.013114166,0.5549063,0.06647883,0.006537134,2.0070398205942963,True,,,,
draft_2024_zander_darby_r12p358,Zander Darby,R10+,2024.0,12.0,3B,San Francisco Giants,A+,22.0,2,0.08479552,0.55474126,0.21013886,0.059836958,2.986943080160119,True,9.995,8.99,22.0,https://www.ebay.com/itm/366072836478?_skw=%22Zander+Darby%22+1st+Bowman+Chrome+auto&hash=item553ba4317e:g:Jt0AAeSwpk1pFjzS
draft_2023_jaden_hamm_r5p143,Jaden Hamm,R4-R10,2023.0,5.0,RHP,Detroit Tigers,NONE,24.0,3,0.0036551757,0.5534457,0.002849636,0.00129353,2.3045868011423756,True,10.239999999999998,6.865,2.0,https://www.ebay.com/itm/168085402691?_skw=%22Jaden+Hamm%22+1st+Bowman+Chrome+auto&hash=item2722abb443:g:ItMAAeSwdRJpaV~p
draft_2024_ethan_bagwell_r6p191,Ethan Bagwell,R4-R10,2024.0,6.0,RHP,Atlanta Braves,A,22.0,2,0.025071973,0.55047894,0.04751659,0.01603111,2.4725387070034914,True,,,,
