player_id,name,bucket,draft_year,draft_round,primary_position,current_org,cur_level_2026,age_at_snap,years_in_pro,p_TOP_100_PROSPECT,p_MLB_DEBUT,p_ESTABLISHED_MLB,p_STAR_PLUS_ELITE,time_to_debut,passes_filter,ebay_price_median,ebay_price_p25,ebay_n_listings,ebay_top_listing_url
draft_2024_tommy_white_r2p40,Tommy White,R2-R3,2024.0,2.0,3B,Oakland Athletics,AAA,23.0,2,0.27405587,0.79966325,0.023161702,0.0068936353,1.452330219336564,True,49.99,49.99,17.0,https://www.ebay.com/itm/327160704500?_skw=%22Tommy+White%22+1st+Bowman+Chrome+auto&hash=item4c2c4c2df4:g:kcIAAeSw69Jp8-v6
draft_2023_cooper_ingle_r4p125,Cooper Ingle,R4-R10,2023.0,4.0,C,Cleveland Guardians,AAA,24.0,3,0.12560122,0.7972312,0.10892183,0.014847416,1.4903286075222963,True,52.0,44.99,16.0,https://www.ebay.com/itm/306939589076?_skw=%22Cooper+Ingle%22+1st+Bowman+Chrome+auto&hash=item47770671d4:g:TzEAAeSwFU1qBn7I
draft_2022_dylan_orae_r3p102,Dylan O'Rae,R2-R3,2022.0,3.0,SS,Milwaukee Brewers,AA,22.0,4,0.047266115,0.7960737,0.007489107,0.0018802019,1.5670709264991758,True,26.5,14.99,22.0,https://www.ebay.com/itm/389996921818?_skw=%22Dylan+O%27Rae%22+1st+Bowman+Chrome+auto&hash=item5acda0c3da:g:EYIAAeSwTU5p~1yd
draft_2024_ethan_anderson_r2p61,Ethan Anderson,R2-R3,2024.0,2.0,C,Baltimore Orioles,AA,23.0,2,0.32264584,0.7913513,0.042125836,0.010391334,1.5855523753087706,True,22.995,15.49,4.0,https://www.ebay.com/itm/206267855968?_skw=%22Ethan+Anderson%22+1st+Bowman+Chrome+auto&hash=item300685b460:g:p1sAAeSw0k5qAgZH
draft_2023_max_anderson_r2p45,Max Anderson,R2-R3,2023.0,2.0,2B,Detroit Tigers,AAA,24.0,3,0.048787583,0.78182167,0.030418392,0.009549987,1.37003833678295,True,50.0,49.99,13.0,https://www.ebay.com/itm/205813209080?_skw=%22Max+Anderson%22+1st+Bowman+Chrome+auto&hash=item2feb6c57f8:g:aN8AAeSwxyFo~THy
draft_2023_mitch_jebb_r2p42,Mitch Jebb,R2-R3,2023.0,2.0,SS,Pittsburgh Pirates,AAA,24.0,3,0.027012954,0.781389,0.0059565324,0.0028349333,1.4650481028434552,True,15.0,12.3725,16.0,https://www.ebay.com/itm/287331942041?_skw=%22Mitch+Jebb%22+1st+Bowman+Chrome+auto&hash=item42e6517e99:g:D7AAAeSwA9FqBkAQ
draft_2023_joe_whitman_r2p69,Joe Whitman,R2-R3,2023.0,2.0,LHP,San Francisco Giants,AAA,25.0,3,0.006935048,0.7795609,0.006855656,0.0025660123,1.4803485622767474,True,15.495,8.7425,12.0,https://www.ebay.com/itm/166905242726?_skw=%22Joe+Whitman%22+1st+Bowman+Chrome+auto&hash=item26dc53e466:g:jHgAAOSwS7hmsd9y
draft_2022_karson_milbrandt_r3p90,Karson Milbrandt,R2-R3,2022.0,3.0,RHP,Miami Marlins,AAA,22.0,4,0.25466445,0.77643096,0.017089827,0.005599571,1.5797788550295744,True,9.99,9.99,1.0,https://www.ebay.com/itm/116906909159?_skw=%22Karson+Milbrandt%22+1st+Bowman+Chrome+auto&hash=item1b3831dde7:g:CHkAAeSw6whpLU7V
draft_2024_khal_stephen_r2p59,Khal Stephen,R2-R3,2024.0,2.0,RHP,Toronto Blue Jays,AA,24.0,2,0.025687309,0.7568972,0.0057293284,0.0048956885,1.8040944869133464,True,50.0,50.0,1.0,https://www.ebay.com/itm/287328454788?_skw=%22Khal+Stephen%22+1st+Bowman+Chrome+auto&hash=item42e61c4884:g:Q6cAAeSw7txox2f8
draft_2023_kemp_alderman_r2p47,Kemp Alderman,R2-R3,2023.0,2.0,OF,Miami Marlins,AAA,24.0,3,0.029079143,0.7539342,0.015974885,0.0051777647,1.4172415258447706,True,29.99,27.9975,16.0,https://www.ebay.com/itm/376731374511?_skw=%22Kemp+Alderman%22+1st+Bowman+Chrome+auto&hash=item57b6f093af:g:2SYAAeSwtItpJnB1
ifa_692623,Leonard Garcia,IFA,,,P,,AA,23.0,5,0.04132654,0.7485513,0.1579212,0.019566344,2.0608564420525304,True,,,,
ifa_699008,Antwone Kelly,IFA,,,P,,AAA,23.0,5,0.009735158,0.746442,0.17273544,0.01654856,2.0945877007679874,True,,,,
ifa_800338,Franklin Gómez,IFA,,,P,,A+,21.0,4,0.029699765,0.739861,0.2210687,0.03109632,2.3372780660326646,True,,,,
draft_2023_colton_ledbetter_r2p55,Colton Ledbetter,R2-R3,2023.0,2.0,OF,Tampa Bay Rays,AAA,25.0,3,0.004952277,0.73640305,0.009238855,0.0026251725,1.4765701139243161,True,22.495,14.24,16.0,https://www.ebay.com/itm/266835151084?_skw=%22Colton+Ledbetter%22+1st+Bowman+Chrome+auto&hash=item3e209d48ec:g:1MIAAOSwZidmVlMi
draft_2024_boston_bateman_r2p52,Boston Bateman,R2-R3,2024.0,2.0,LHP,San Diego Padres,A+,21.0,2,0.50087696,0.734269,0.03489948,0.01188829,2.092663409348099,True,23.49,16.209999999999997,6.0,https://www.ebay.com/itm/277332193714?_skw=%22Boston+Bateman%22+1st+Bowman+Chrome+auto&hash=item40924971b2:g:R-IAAeSwZ~9oot4o
ifa_703185,Nelson Rada,IFA,,,CF,,AAA,21.0,4,0.023509828,0.7330293,0.29612413,0.047644418,2.6996277226257304,True,24.99,21.49,27.0,https://www.ebay.com/itm/405882957873?_skw=%22Nelson+Rada%22+1st+Bowman+Chrome+auto&hash=item5e80827031:g:UC0AAOSwn6doLPvD
draft_2024_cole_messina_r3p77,Cole Messina,R2-R3,2024.0,3.0,C,Colorado Rockies,AA,23.0,2,0.11842564,0.7293996,0.01608046,0.0050181947,1.801295645176837,True,9.97,6.365,28.0,https://www.ebay.com/itm/357894124085?_skw=%22Cole+Messina%22+1st+Bowman+Chrome+auto&hash=item535426f235:g:1L0AAeSw0JdpFTCy
draft_2025_luke_hill_r4p143,Luke Hill,R4-R10,2025.0,4.0,3B,Cleveland Guardians,AA,22.0,1,0.19698577,0.7275808,0.018793872,0.007217591,2.2499680094880494,True,,,,
draft_2024_herick_hernandez_r4p129,Herick Hernandez,R4-R10,2024.0,4.0,LHP,Atlanta Braves,AA,23.0,2,0.05119425,0.7253118,0.006498347,0.005319121,1.8597996874336507,True,19.99,15.5,11.0,https://www.ebay.com/itm/168345584938?_skw=%22Herick+Hernandez%22+1st+Bowman+Chrome+auto&hash=item27322dc52a:g:aRkAAeSwKOdp9KAl
draft_2025_cam_leiter_r2p65,Cam Leiter,R2-R3,2025.0,2.0,RHP,Los Angeles Dodgers,A,22.0,1,0.1478459,0.7251692,0.015835756,0.006501925,2.1931240011982256,True,,,,
draft_2024_ty_southisene_r4p120,Ty Southisene,R4-R10,2024.0,4.0,SS,Chicago Cubs,A+,21.0,2,0.08217808,0.7249437,0.00807106,0.006336498,2.3177858171414853,True,15.0,12.0,17.0,https://www.ebay.com/itm/366409761393?_skw=%22Ty+Southisene%22+1st+Bowman+Chrome+auto&hash=item554fb94271:g:nl4AAeSwe69qBoz1
draft_2025_nate_snead_r3p105,Nate Snead,R2-R3,2025.0,3.0,RHP,Los Angeles Angels,AA,22.0,1,0.12079417,0.72420305,0.01443926,0.0055448613,2.323581467470306,True,19.99,19.99,9.0,https://www.ebay.com/itm/198150822800?_skw=%22Nate+Snead%22+1st+Bowman+Chrome+auto&hash=item2e22b59b90:g:6okAAeSwMQhppqLY
draft_2023_alfonsin_rosario_r6p176,Alfonsin Rosario,R4-R10,2023.0,6.0,OF,Chicago Cubs,AA,22.0,3,0.03691558,0.723618,0.008077741,0.0009937315,2.0460674841478976,True,44.6,44.6,1.0,https://www.ebay.com/itm/127093136904?_skw=%22Alfonsin+Rosario%22+1st+Bowman+Chrome+auto&hash=item1d97575e08:g:7KoAAOSwQXFmPuWv
draft_2023_jackson_baumeister_r2p63,Jackson Baumeister,R2-R3,2023.0,2.0,RHP,Baltimore Orioles,AA,24.0,3,0.0059962897,0.72217506,0.0036035038,0.0013836081,1.8823922460018077,True,9.99,8.4875,18.0,https://www.ebay.com/itm/166978290690?_skw=%22Jackson+Baumeister%22+1st+Bowman+Chrome+auto&hash=item26e0ae8402:g:lY8AAOSwWH9m6vM0
